model_entrez,model_symbol,human_entrez,human_symbol,species
35110,amos,167826,OLIG3,fly
39935,tap,167826,OLIG3,fly
40975,ato,167826,OLIG3,fly
43125,CG5886,167838,TXLNB,fly
32836,Pgant7,168391,GALNTL5,fly
261610,Pgant4,168391,GALNTL5,fly
246627,Pgant9,168391,GALNTL5,fly
33568,CG31776,168391,GALNTL5,fly
326151,Pgant5,168391,GALNTL5,fly
39714,CG7579,168391,GALNTL5,fly
39713,CG7304,168391,GALNTL5,fly
38346,Pgant6,168391,GALNTL5,fly
39715,Pgant8,168391,GALNTL5,fly
48775,Pgant35A,168391,GALNTL5,fly
34651,Pkd2,168507,PKD1L1,fly
35404,dimm,168620,BHLHA15,fly
40720,CG10979,168850,ZNF800,fly
38407,ZnT63C,169026,SLC30A8,fly
40491,CG11367,169200,TMEM64,fly
31267,CG2712,169270,ZNF596,fly
39697,Phs,169270,ZNF596,fly
41445,CG3281,169270,ZNF596,fly
318720,Qsox4,169714,QSOX2,fly
36464,Qsox1,169714,QSOX2,fly
42583,Qsox2,169714,QSOX2,fly
42582,Qsox3,169714,QSOX2,fly
31267,CG2712,169841,ZNF169,fly
39697,Phs,169841,ZNF169,fly
41445,CG3281,169841,ZNF169,fly
246653,CG46385,169966,TENT5D,fly
3346238,form3,170062,FAM47B,fly
33611,capu,170062,FAM47B,fly
35340,dia,170062,FAM47B,fly
39561,Frl,170062,FAM47B,fly
39522,Spt20,170067,SUPT20HL2,fly
38164,FucTD,170384,FUT11,fly
42177,Ssdp,170463,SSBP4,fly
38141,tfc,170482,CLEC4C,fly
3885602,CG34033,170482,CLEC4C,fly
53523,lectin-46Ca,170482,CLEC4C,fly
53516,lectin-33A,170482,CLEC4C,fly
41854,CG14866,170482,CLEC4C,fly
53522,lectin-46Cb,170482,CLEC4C,fly
35339,Rhau,170506,DHX36,fly
5740142,Gpa2,170589,GPHA2,fly
246640,CG30480,170825,GSX2,fly
41404,CG18476,170960,ZNF721,fly
43069,CG10669,170960,ZNF721,fly
36612,Asx,171023,ASXL1,fly
43780,CG1674,171024,SYNPO2,fly
5740534,CG34194,171546,SPTSSA,fly
5740555,CG34293,171546,SPTSSA,fly
39310,CG7339,171568,POLR3H,fly
35930,Hydr1,171586,ABHD3,fly
42003,Dhfr,1719,DHFR,fly
41022,Dhod,1723,DHODH,fly
38917,CG8005,1725,DHPS,fly
39336,CG5946,1727,CYB5R3,fly
39561,Frl,1729,DIAPH1,fly
35340,dia,1730,DIAPH2,fly
39561,Frl,1730,DIAPH2,fly
33114,Sep1,1731,SEPTIN1,fly
42438,Sep2,1731,SEPTIN1,fly
37873,Nop60B,1736,DKC1,fly
34021,muc,1737,DLAT,fly
39988,CG7430,1738,DLD,fly
32083,dlg1,1739,DLG1,fly
32083,dlg1,1740,DLG2,fly
32083,dlg1,1741,DLG3,fly
32083,dlg1,1742,DLG4,fly
41360,CG5214,1743,DLST,fly
37973,Dll,1745,DLX1,fly
37973,Dll,1746,DLX2,fly
37973,Dll,1747,DLX3,fly
37973,Dll,1748,DLX4,fly
37973,Dll,1749,DLX5,fly
37211,CG10474,175,AGA,fly
37490,CG4372,175,AGA,fly
35989,CG1827,175,AGA,fly
37026,Sardh,1757,SARDH,fly
39686,dop,1760,DMPK,fly
40560,CG32944,1760,DMPK,fly
43218,CG6420,1762,DMWD,fly
36550,CG6701,1763,DNA2,fly
36922,CG6967,1763,DNA2,fly
26067053,kl-3,1767,DNAH5,fly
32785,Dhc16F,1768,DNAH6,fly
41171,CG9492,1769,DNAH8,fly
26067054,kl-5,1770,DNAH9,fly
42485,Dhc93AB,1770,DNAH9,fly
43295,CG3339,1770,DNAH9,fly
48228,DNaseII,1777,DNASE2,fly
38580,Dhc64C,1778,DYNC1H1,fly
37435,CG9485,178,AGL,fly
26067076,SdicC,1780,DYNC1I1,fly
2768886,Sdic4,1780,DYNC1I1,fly
2768883,Sdic2,1780,DYNC1I1,fly
318231,Sdic3|SdicA|SdicB,1780,DYNC1I1,fly
26067075,Sdic3|SdicA|SdicB,1780,DYNC1I1,fly
26067074,Sdic3|SdicA|SdicB,1780,DYNC1I1,fly
44160,sw,1780,DYNC1I1,fly
43984,Sdic1,1780,DYNC1I1,fly
26067075,Sdic3|SdicA|SdicB,1781,DYNC1I2,fly
26067076,SdicC,1781,DYNC1I2,fly
318231,Sdic3|SdicA|SdicB,1781,DYNC1I2,fly
2768883,Sdic2,1781,DYNC1I2,fly
2768886,Sdic4,1781,DYNC1I2,fly
26067074,Sdic3|SdicA|SdicB,1781,DYNC1I2,fly
43984,Sdic1,1781,DYNC1I2,fly
44160,sw,1781,DYNC1I2,fly
32057,Dlic,1783,DYNC1LI2,fly
34632,Mt2,1787,TRDMT1,fly
42817,mbc,1794,DOCK2,fly
33165,Zir,1795,DOCK3,fly
31667,Dok,1796,DOK1,fly
34169,CG13398,1796,DOK1,fly
2768882,Rai1,1797,DXO,fly
36269,cuff,1797,DXO,fly
34711,CG5287,1798,DPAGT1,fly
40188,Gabat,18,ABAT,fly
43184,CG6154,1800,DPEP1,fly
5740513,CG44837,1800,DPEP1,fly
39317,Dph1,1801,DPH1,fly
41802,CG7265,1802,DPH2,fly
44297,ome,1803,DPP4,fly
42972,CG3744,1804,DPP6,fly
31858,su(r),1806,DPYD,fly
40675,CRMP,1807,DPYS,fly
34875,NC2beta,1810,DR1,fly
39996,Prestin,1811,SLC26A3,fly
42343,CG6195,1819,DRG2,fly
43275,Ser,182,JAG1,fly
42313,Dl,182,JAG1,fly
45976,retn,1820,ARID3A,fly
46156,Gug,1822,ATN1,fly
47384,sra,1827,RCAN1,fly
34665,bun,1831,TSC22D3,fly
36362,Dyb,1837,DTNA,fly
37062,CG5757,1841,DTYMK,fly
34529,dUTPase,1854,DUT,fly
32078,dsh,1855,DVL1,fly
32078,dsh,1856,DVL2,fly
32078,dsh,1857,DVL3,fly
32771,mnb,1859,DYRK1A,fly
31399,Torsin,1861,TOR1A,fly
35381,E2f2,1870,E2F2,fly
42550,E2f1,1870,E2F2,fly
45318,kn,1879,EBF1,fly
33005,Nep3,1889,ECE1,fly
326172,Nepl3,1889,ECE1,fly
41172,Nepl12,1889,ECE1,fly
43411,Nepl19,1889,ECE1,fly
43413,Nepl21,1889,ECE1,fly
43412,Nepl20,1889,ECE1,fly
42701,Nepl15,1889,ECE1,fly
43356,Nep7,1889,ECE1,fly
43410,Nepl18,1889,ECE1,fly
42449,Nep4,1889,ECE1,fly
31587,Spat,189,AGXT,fly
33016,CG9577,1891,ECH1,fly
36536,Echs1,1892,ECHS1,fly
38879,pbl,1894,ECT2,fly
37293,CG8908,19,ABCA1,fly
34783,Eato,19,ABCA1,fly
37004,CCHa1-R,1909,EDNRA,fly
35535,CCHa2-R,1909,EDNRA,fly
32471,Ahcy,191,AHCY,fly
35535,CCHa2-R,1910,EDNRB,fly
37004,CCHa1-R,1910,EDNRB,fly
34709,Sfmbt,1911,PHC1,fly
43288,l(3)mbt,1911,PHC1,fly
34709,Sfmbt,1912,PHC2,fly
41168,Scm,1912,PHC2,fly
43288,l(3)mbt,1912,PHC2,fly
35681,mEFTu2,1915,EEF1A1,fly
41843,eIF2gamma,1915,EEF1A1,fly
35681,mEFTu2,1917,EEF1A2,fly
41843,eIF2gamma,1917,EEF1A2,fly
31143,Pgam5,192111,PGAM5,fly
37899,Pgam5-2,192111,PGAM5,fly
31358,brn,192134,B3GNT6,fly
246409,CG30037,192134,B3GNT6,fly
246408,CG30036,192134,B3GNT6,fly
36279,GalT1,192134,B3GNT6,fly
32470,Scamp,192683,SCAMP5,fly
34363,eEF1delta,1936,EEF1D,fly
44791,eEF1gamma,1937,EEF1G,fly
35422,eEF2,1938,EEF2,fly
64874,eIF2D,1939,EIF2D,fly
43799,Ephrin,1942,EFNA1,fly
43799,Ephrin,1943,EFNA2,fly
43799,Ephrin,1944,EFNA3,fly
43799,Ephrin,1945,EFNA4,fly
43799,Ephrin,1946,EFNA5,fly
43799,Ephrin,1947,EFNB1,fly
43799,Ephrin,1948,EFNB2,fly
43799,Ephrin,1949,EFNB3,fly
32552,Lrp4,1950,EGF,fly
36125,stan,1951,CELSR3,fly
36125,stan,1952,CELSR2,fly
32266,CG4318,195828,ZNF367,fly
39228,klu,195828,ZNF367,fly
41988,ss,196,AHR,fly
35966,wun,196051,PLPP4,fly
40672,CG12746,196051,PLPP4,fly
40472,CG11425,196051,PLPP4,fly
40471,CG11426,196051,PLPP4,fly
40470,CG11437,196051,PLPP4,fly
40469,CG11438,196051,PLPP4,fly
40468,laza,196051,PLPP4,fly
53558,wun2,196051,PLPP4,fly
41278,CG14683,196074,METTL15,fly
32505,CG9240,196294,IMMP1L,fly
31090,Rilpl,196383,RILPL2,fly
43379,Dhc98D,196385,DNAH10,fly
44260,eIF1A,1964,EIF1AX,fly
38610,lama,196463,PLBD2,fly
32916,CG7889,196483,EEF2KMT,fly
32617,eIF2alpha,1965,EIF2S1,fly
37790,DCP1,196513,DCP1B,fly
35560,Bap170,196528,ARID2,fly
43549,eIF2Balpha,1967,EIF2B1,fly
36174,CG7737,196743,PAOX,fly
35189,CG10561,196743,PAOX,fly
39973,CG7460,196743,PAOX,fly
39024,CG5653,196743,PAOX,fly
39974,CG6034,196743,PAOX,fly
41026,CG8032,196743,PAOX,fly
35681,mEFTu2,1968,EIF2S3,fly
41843,eIF2gamma,1968,EIF2S3,fly
33552,GramD1B,196996,GRAMD2A,fly
39872,CG9701,197021,LCTL,fly
32687,Ubr1,197131,UBR1,fly
42058,Patr-1,197135,PATL2,fly
33835,eIF4A,1973,EIF4A1,fly
31668,CG18155,197322,ACSF3,fly
36136,mms4,197342,EME2,fly
33938,Nse1,197370,NSMCE1,fly
2768685,mld,197407,ZNF48,fly
31741,CG2129,197407,ZNF48,fly
35684,CG1602,197407,ZNF48,fly
36156,CG30020,197407,ZNF48,fly
35682,az2,197407,ZNF48,fly
38159,CG2199,197407,ZNF48,fly
3355041,eIF4B,1975,EIF4B,fly
31059,eIF4E7,1977,EIF4E,fly
326255,eIF4EHP,1977,EIF4E,fly
38923,eIF4E3,1977,EIF4E,fly
38878,eIF4E5,1977,EIF4E,fly
38743,eIF4E4,1977,EIF4E,fly
43422,eIF4E6,1977,EIF4E,fly
45525,eIF4E1,1977,EIF4E,fly
33569,Thor,1978,EIF4EBP1,fly
33569,Thor,1979,EIF4EBP2,fly
46020,NAT1,1982,EIF4G2,fly
32566,eIF5,1983,EIF5,fly
37846,eEF5,1984,EIF5A,fly
31090,Rilpl,199221,DZIP1L,fly
32245,fne,1993,ELAVL2,fly
33498,Rbp9,1993,ELAVL2,fly
34811,Vajk2,199720,GGN,fly
36950,Vajk4,199720,GGN,fly
37641,nahoda,199720,GGN,fly
34812,Vajk3,199720,GGN,fly
35097,Fas3,199731,CADM4,fly
38086,CG13894,199745,THAP8,fly
33201,U2af38,199746,U2AF1L4,fly
32479,Alg14,199857,ALG14,fly
39069,CG4452,199870,FAM76A,fly
33754,Cyp4ac1,199974,CYP4Z1,fly
31192,Cyp4d2,199974,CYP4Z1,fly
33756,Cyp4ac3,199974,CYP4Z1,fly
33755,Cyp4ac2,199974,CYP4Z1,fly
32444,Cyp4s3,199974,CYP4Z1,fly
31188,Cyp4d1,199974,CYP4Z1,fly
31193,Cyp4ae1,199974,CYP4Z1,fly
34036,Cyp4d21,199974,CYP4Z1,fly
34291,Cyp4e3,199974,CYP4Z1,fly
36752,Cyp4aa1,199974,CYP4Z1,fly
35948,Cyp4p3,199974,CYP4Z1,fly
35822,Cyp4e2,199974,CYP4Z1,fly
35821,Cyp4ad1,199974,CYP4Z1,fly
35946,Cyp4p2,199974,CYP4Z1,fly
38841,Cyp4d8,199974,CYP4Z1,fly
38311,Cyp4d20,199974,CYP4Z1,fly
40005,Cyp312a1,199974,CYP4Z1,fly
43663,Cyp4c3,199974,CYP4Z1,fly
45524,Cyp4p1,199974,CYP4Z1,fly
45706,Cyp4d14,199974,CYP4Z1,fly
44632,Cyp4e1,199974,CYP4Z1,fly
34044,Tep2,2,A2M,fly
35248,Tep4,2,A2M,fly
34045,Tep3,2,A2M,fly
34937,Tep1,2,A2M,fly
33104,CG1801,20,ABCA2,fly
318066,CG34120,20,ABCA2,fly
33102,CG1494,20,ABCA2,fly
33103,ABCA,20,ABCA2,fly
34783,Eato,20,ABCA2,fly
37293,CG8908,20,ABCA2,fly
39971,CG6052,20,ABCA2,fly
42382,CG31213,20,ABCA2,fly
33395,CG31668,200010,SLC5A9,fly
318891,CG33124,200010,SLC5A9,fly
31674,CG9657,200010,SLC5A9,fly
318649,CG31262,200010,SLC5A9,fly
34117,SLC5A11,200010,SLC5A9,fly
41368,CG6723,200010,SLC5A9,fly
43742,salt,200010,SLC5A9,fly
43136,CG42235,200010,SLC5A9,fly
42245,ChT,200010,SLC5A9,fly
43743,CG2187,200010,SLC5A9,fly
43744,Smvt,200010,SLC5A9,fly
34543,l(2)gd1,200014,CC2D1B,fly
35387,CG43345,200150,PLD5,fly
35384,Pld3,200150,PLD5,fly
318747,CG31460,200185,KRTCAP2,fly
39970,Crtc,200186,CRTC2,fly
41030,CG8043,200205,IBA57,fly
40791,gzl,200312,RNF215,fly
42092,CREG,200407,CREG2,fly
41872,CG6171,200558,APLF,fly
37033,fab1,200576,PIKFYVE,fly
41035,TMEM216,200728,TMEM17,fly
41036,CG11760,200728,TMEM17,fly
36643,Spred,200734,SPRED2,fly
37201,ena,200734,SPRED2,fly
37456,twz,200845,KCTD6,fly
33405,CG4267,200879,LIPH,fly
32709,CG5162,200879,LIPH,fly
32708,CG18258,200879,LIPH,fly
36895,CG6472,200879,LIPH,fly
35439,CG6675,200879,LIPH,fly
40243,CG5665,200879,LIPH,fly
43246,CG6296,200879,LIPH,fly
43252,CG6271,200879,LIPH,fly
43249,CG17191,200879,LIPH,fly
43248,CG17192,200879,LIPH,fly
43251,CG6277,200879,LIPH,fly
41954,sxe2,200879,LIPH,fly
43086,CG4582,200879,LIPH,fly
43247,CG6295,200879,LIPH,fly
43250,CG6283,200879,LIPH,fly
42003,Dhfr,200895,DHFR2,fly
38185,CG12004,200931,SLC51A,fly
36460,Fsn,200933,FBXO45,fly
318794,CG31548,201140,DHRS7C,fly
40691,CG31546,201140,DHRS7C,fly
43502,CG7601,201140,DHRS7C,fly
39025,CG5021,201158,TVP23C,fly
38793,BHD,201163,FLCN,fly
34609,zuc,201164,PLD6,fly
32790,RhoGAP16F,201176,ARHGAP27,fly
34462,dbf,201181,ZNF385C,fly
38060,CG1231,201181,ZNF385C,fly
46194,Spn,201191,SAMD14,fly
32926,out,201232,SLC16A13,fly
32925,CG8051,201232,SLC16A13,fly
32915,CG14196,201232,SLC16A13,fly
31198,Mct1,201232,SLC16A13,fly
36263,Sln,201232,SLC16A13,fly
36630,CG12866,201232,SLC16A13,fly
36577,CG8468,201232,SLC16A13,fly
38104,CG13907,201232,SLC16A13,fly
36273,Zip48C,201266,SLC39A11,fly
38801,unc-13-4A,201294,UNC13D,fly
45380,spin,201305,SPNS3,fly
43005,Stt3B,201595,STT3B,fly
326158,CG31759,201626,PDE12,fly
31450,CG3309,201627,DENND6A,fly
35097,Fas3,201633,TIGIT,fly
37918,CG13585,201895,SMIM14,fly
36239,inv,2019,EN1,fly
36240,en,2019,EN1,fly
42125,CG7523,201931,TMEM192,fly
35127,CG10343,201965,RWDD4,fly
42165,CG7218,202018,TAPT1,fly
3354941,l(3)80Fg,202052,DNAJC18,fly
40459,Csp,202052,DNAJC18,fly
41161,P58IPK,202052,DNAJC18,fly
40332,CG10565,202052,DNAJC18,fly
318044,Tengl2,2021,ENDOG,fly
36309,EndoG,2021,ENDOG,fly
41321,Tengl4,2021,ENDOG,fly
33351,Eno,2023,ENO1,fly
40560,CG32944,202374,STK32A,fly
39686,dop,202374,STK32A,fly
42123,CG14325,202500,TCTE1,fly
37562,qkr58E-2,202559,KHDRBS2,fly
36966,qkr54B,202559,KHDRBS2,fly
37577,nsr,202559,KHDRBS2,fly
37561,qkr58E-1,202559,KHDRBS2,fly
37559,qkr58E-3,202559,KHDRBS2,fly
37576,CG3927,202559,KHDRBS2,fly
37567,CG10384,202559,KHDRBS2,fly
37484,CG4021,202559,KHDRBS2,fly
33351,Eno,2026,ENO2,fly
33351,Eno,2027,ENO3,fly
41634,CG8773,2028,ENPEP,fly
41636,CG32473,2028,ENPEP,fly
41635,CG8774,2028,ENPEP,fly
33921,Ent2,2030,SLC29A1,fly
39260,Adck5,203054,ADCK5,fly
39485,Syx13,203062,TSNARE1,fly
38360,CG2162,203069,R3HCC1,fly
318651,CG31267,203074,PRSS55,fly
42071,CG31266,203074,PRSS55,fly
32561,mmd,203102,ADAM32,fly
34772,kuz,203102,ADAM32,fly
34912,kek3,203190,LGI3,fly
38590,Con,203190,LGI3,fly
34775,CG18507,203197,TMEM268,fly
36652,CG10209,203245,NAIF1,fly
43856,nej,2033,EP300,fly
38065,trh,2034,EPAS1,fly
43580,sima,2034,EPAS1,fly
34398,CG5022,2035,EPB41,fly
37205,cora,2035,EPB41,fly
41656,yrt,2035,EPB41,fly
31496,IntS6,203522,INTS6L,fly
40269,CG5969,203547,VMA21,fly
42299,CG42359,203547,VMA21,fly
34398,CG5022,2036,EPB41L1,fly
37205,cora,2036,EPB41L1,fly
41656,yrt,2036,EPB41L1,fly
37205,cora,2037,EPB41L2,fly
34398,CG5022,2037,EPB41L2,fly
41656,yrt,2037,EPB41L2,fly
261629,Unc-115a,2039,DMTN,fly
41178,Unc-115b,2039,DMTN,fly
37834,Adk2,204,AK2,fly
2768889,CG33253,2040,STOM,fly
32905,Mec2,2040,STOM,fly
40536,CG14644,2040,STOM,fly
38562,CG42540,2040,STOM,fly
41466,CG14736,2040,STOM,fly
41462,CG31358,2040,STOM,fly
50392,schlank,204219,CERS3,fly
36270,ERp60,204474,PDILT,fly
39775,CG5027,204474,PDILT,fly
39651,Pdi,204474,PDILT,fly
32771,mnb,204851,HIPK1,fly
34220,CG9541,205,AK4,fly
251984,Jheh1,2052,EPHX1,fly
37182,Jheh3,2052,EPHX1,fly
37181,Jheh2,2052,EPHX1,fly
38277,CG15820,2053,EPHX2,fly
38274,CG15879,2053,EPHX2,fly
40356,CG11309,2053,EPHX2,fly
40357,CG7632,2053,EPHX2,fly
48613,CG5704,2053,EPHX2,fly
48422,CG5707,2053,EPHX2,fly
42221,CG31122,205327,C2orf69,fly
42854,Syx1A,2054,STX2,fly
37533,CG11170,205428,DIPK2A,fly
317858,CG32110,205564,SENP5,fly
32910,Ulp1,205564,SENP5,fly
42834,GluProRS,2058,EPRS1,fly
35378,Dap160,2060,EPS15,fly
37961,Eps-15,2060,EPS15,fly
31165,usp,2063,NR2F6,fly
40783,Hr83,2063,NR2F6,fly
40378,Hr78,2063,NR2F6,fly
326133,CG31343,206338,LVRN,fly
326140,CG31445,206338,LVRN,fly
31995,CG2111,206338,LVRN,fly
31994,CG9806,206338,LVRN,fly
37695,CG3502,206338,LVRN,fly
34935,CG7653,206338,LVRN,fly
39308,CG6071,206338,LVRN,fly
42557,CG31233,206338,LVRN,fly
53473,SP1029,206338,LVRN,fly
44359,CG46339,206338,LVRN,fly
43444,CG14516,206338,LVRN,fly
42556,CG5849,206338,LVRN,fly
32695,CG4991,206358,SLC36A1,fly
326194,CG32081,206358,SLC36A1,fly
32694,CG16700,206358,SLC36A1,fly
36574,VGAT,206358,SLC36A1,fly
36161,polyph,206358,SLC36A1,fly
34160,CG13384,206358,SLC36A1,fly
39230,CG32079,206358,SLC36A1,fly
38264,CG1139,206358,SLC36A1,fly
39232,CG7888,206358,SLC36A1,fly
42988,mah,206358,SLC36A1,fly
36654,Ercc1,2067,ERCC1,fly
37414,Xpd,2068,ERCC2,fly
33916,eya,2070,EYA4,fly
35707,CG2065,207063,DHRSX,fly
39202,hay,2071,ERCC3,fly
31373,mei-9,2072,ERCC4,fly
43951,e(r),2079,ERH,fly
37662,Fib,2091,FBL,fly
41581,CG10909,2091,FBL,fly
42396,CG4390,2098,ESD,fly
38912,ERR,2099,ESR1,fly
33102,CG1494,21,ABCA3,fly
33104,CG1801,21,ABCA3,fly
33103,ABCA,21,ABCA3,fly
318066,CG34120,21,ABCA3,fly
34783,Eato,21,ABCA3,fly
37293,CG8908,21,ABCA3,fly
39971,CG6052,21,ABCA3,fly
42382,CG31213,21,ABCA3,fly
39402,Pbgs,210,ALAD,fly
38912,ERR,2100,ESR2,fly
38912,ERR,2101,ESRRA,fly
38912,ERR,2103,ESRRB,fly
38912,ERR,2104,ESRRG,fly
40240,eRF1,2107,ETF1,fly
43515,CG7834,2109,ETFB,fly
36031,Etf-QO,2110,ETFDH,fly
42952,Ets96B,2118,ETV4,fly
37815,Alas,212,ALAS2,fly
35132,CG10348,2122,MECOM,fly
32587,caz,2130,EWSR1,fly
3772101,sotv,2132,EXT2,fly
36614,ttv,2134,EXTL1,fly
37198,botv,2137,EXTL3,fly
33916,eya,2138,EYA1,fly
33916,eya,2139,EYA2,fly
33916,eya,2140,EYA3,fly
32301,Set2,2145,EZH1,fly
31149,trr,2145,EZH1,fly
30971,G9a,2145,EZH1,fly
40133,ash1,2145,EZH1,fly
41303,CG4565,2145,EZH1,fly
37962,egg,2145,EZH1,fly
32301,Set2,2146,EZH2,fly
30971,G9a,2146,EZH2,fly
41303,CG4565,2146,EZH2,fly
43772,ABCD,215,ABCD1,fly
35407,CG8665,216,ALDH1A1,fly
43244,CG31075,216,ALDH1A1,fly
34093,Tg,2162,F13A1,fly
40957,CG7900,2166,FAAH,fly
40956,CG7910,2166,FAAH,fly
3772232,fabp,2167,FABP4,fly
34256,Aldh,217,ALDH2,fly
3772232,fabp,2170,FABP3,fly
3772232,fabp,2171,FABP5,fly
2768674,Fancd2,2177,FANCD2,fly
35407,CG8665,218,ALDH3A1,fly
43244,CG31075,218,ALDH3A1,fly
32426,pdgy,2180,ACSL1,fly
26067068,Fatp1,2180,ACSL1,fly
37657,Fatp2,2180,ACSL1,fly
37357,CG17999,2180,ACSL1,fly
36356,CG8834,2180,ACSL1,fly
37358,CG9993,2180,ACSL1,fly
37887,Fatp3,2180,ACSL1,fly
37901,CG4563,2180,ACSL1,fly
38658,CG5568,2180,ACSL1,fly
38659,CG18586,2180,ACSL1,fly
42355,CG11453,2180,ACSL1,fly
42354,CG11407,2180,ACSL1,fly
42351,CG6300,2180,ACSL1,fly
41477,CG4830,2180,ACSL1,fly
42353,CG11391,2180,ACSL1,fly
42352,CG11659,2180,ACSL1,fly
32426,pdgy,2181,ACSL3,fly
26067068,Fatp1,2181,ACSL3,fly
37358,CG9993,2181,ACSL3,fly
37357,CG17999,2181,ACSL3,fly
36356,CG8834,2181,ACSL3,fly
37657,Fatp2,2181,ACSL3,fly
38658,CG5568,2181,ACSL3,fly
37901,CG4563,2181,ACSL3,fly
37887,Fatp3,2181,ACSL3,fly
38659,CG18586,2181,ACSL3,fly
42355,CG11453,2181,ACSL3,fly
42352,CG11659,2181,ACSL3,fly
41477,CG4830,2181,ACSL3,fly
42353,CG11391,2181,ACSL3,fly
42354,CG11407,2181,ACSL3,fly
42351,CG6300,2181,ACSL3,fly
32426,pdgy,2182,ACSL4,fly
26067068,Fatp1,2182,ACSL4,fly
37358,CG9993,2182,ACSL4,fly
36356,CG8834,2182,ACSL4,fly
37357,CG17999,2182,ACSL4,fly
37657,Fatp2,2182,ACSL4,fly
37901,CG4563,2182,ACSL4,fly
38658,CG5568,2182,ACSL4,fly
37887,Fatp3,2182,ACSL4,fly
38659,CG18586,2182,ACSL4,fly
42353,CG11391,2182,ACSL4,fly
42351,CG6300,2182,ACSL4,fly
42352,CG11659,2182,ACSL4,fly
41477,CG4830,2182,ACSL4,fly
42354,CG11407,2182,ACSL4,fly
42355,CG11453,2182,ACSL4,fly
45577,Faa,2184,FAH,fly
44811,E(bx),2186,BPTF,fly
35407,CG8665,219,ALDH1B1,fly
43244,CG31075,219,ALDH1B1,fly
31740,alpha-PheRS,2193,FARSA,fly
42702,Usp12-46,219333,USP12,fly
33524,FASN1,2194,FASN,fly
117361,FASN2,2194,FASN,fly
36125,stan,2195,FAT1,fly
36912,Ehbp1,219537,SMTNL1,fly
35575,CG3270,219539,YPEL4,fly
49427,l(2)37Bb,219539,YPEL4,fly
39987,MED19,219541,MED19,fly
36125,stan,2196,FAT2,fly
43195,CG14238,219623,TMEM26,fly
38322,CG16984,219670,ENKUR,fly
36703,unc-5,219699,UNC5B,fly
42470,RpS30,2197,FAU,fly
2768988,CG33285,219736,STOX1,fly
37966,CG3589,219743,TYSND1,fly
31267,CG2712,219749,ZNF25,fly
39697,Phs,219749,ZNF25,fly
41445,CG3281,219749,ZNF25,fly
34593,CycY,219771,CCNY,fly
31413,CG6978,219855,SLC37A2,fly
33427,VGlut,219855,SLC37A2,fly
36865,Picot,219855,SLC37A2,fly
34773,CG9254,219855,SLC37A2,fly
37427,MFS16,219855,SLC37A2,fly
47253,dmGlut,219855,SLC37A2,fly
36072,mlt,219899,TBCEL,fly
40091,mRpL21,219927,MRPL21,fly
42058,Patr-1,219988,PATL1,fly
38193,ABCB7,22,ABCB7,fly
36395,nemy,220002,CYB561A3,fly
31667,Dok,220164,DOK6,fly
34169,CG13398,220164,DOK6,fly
35110,amos,220202,ATOH7,fly
39935,tap,220202,ATOH7,fly
40975,ato,220202,ATOH7,fly
33671,CG3251,220213,OTUD1,fly
31789,otu,220213,OTUD1,fly
35265,fbp,2203,FBP1,fly
33435,oaf,220323,OAF,fly
38141,tfc,2208,FCER2,fly
3885602,CG34033,2208,FCER2,fly
41854,CG14866,2208,FCER2,fly
53522,lectin-46Cb,2208,FCER2,fly
53523,lectin-46Ca,2208,FCER2,fly
53516,lectin-33A,2208,FCER2,fly
32926,out,220963,SLC16A9,fly
31198,Mct1,220963,SLC16A9,fly
32915,CG14196,220963,SLC16A9,fly
32925,CG8051,220963,SLC16A9,fly
36263,Sln,220963,SLC16A9,fly
36630,CG12866,220963,SLC16A9,fly
36577,CG8468,220963,SLC16A9,fly
38104,CG13907,220963,SLC16A9,fly
37012,CG6424,220965,FAM13C,fly
39079,CG4080,220972,MARCHF8,fly
41404,CG18476,220992,ZNF485,fly
43069,CG10669,220992,ZNF485,fly
35407,CG8665,221,ALDH3B1,fly
43244,CG31075,221,ALDH3B1,fly
32103,Reepl1,221035,REEP3,fly
37766,CG5539,221035,REEP3,fly
41143,JHDM2,221037,JMJD1C,fly
40507,CG11109,221078,NSUN6,fly
38931,Arl5,221079,ARL5B,fly
33858,CG9154,221143,EEF1AKMT1,fly
42357,MICU3,221154,MICU2,fly
39058,CG4477,221191,PRSS54,fly
34220,CG9541,221264,AK9,fly
38148,CG2277,221294,NT5DC1,fly
31265,dwg,221302,ZUP1,fly
41831,CG6654,221302,ZUP1,fly
40130,CG9231,221303,FAM162B,fly
37417,tud,221400,TDRD6,fly
318950,Rsph9,221421,RSPH9,fly
326246,CG33056,221443,OARD1,fly
40340,CG33054,221443,OARD1,fly
5740205,CG34261,221443,OARD1,fly
37838,MAN1,221496,LEMD2,fly
37811,CG16787,221545,C6orf136,fly
35189,CG10561,221656,KDM1B,fly
41026,CG8032,221656,KDM1B,fly
39818,roq,221687,RNF182,fly
38438,CG32264,221692,PHACTR1,fly
39132,Prps,221823,PRPS1L1,fly
2768719,luna,221833,SP8,fly
43694,CG12054,221895,JAZF1,fly
42497,CG7044,221927,BRAT1,fly
42656,AdipoR,221938,MMD2,fly
38455,Ccz1,221960,CCZ1B,fly
45398,Aldh-III,222,ALDH3B2,fly
318890,p24-2,222068,TMED4,fly
41177,eca,222068,TMED4,fly
35142,CG10600,222194,RSBN1L,fly
36720,CG8187,222234,FAM185A,fly
32824,CG15056,222235,FBXL13,fly
