trait,trait_label,k
http://www.orpha.net/ORDO/Orphanet_156601,Rare genetic hepatic disease,7
http://www.orpha.net/ORDO/Orphanet_156610,Rare genetic respiratory disease,8
http://www.orpha.net/ORDO/Orphanet_156619,Rare genetic urogenital disease,7
http://www.orpha.net/ORDO/Orphanet_156622,Genetic urogenital tract malformation,2
http://www.orpha.net/ORDO/Orphanet_156629,Rare genetic cause of hypertension,5
http://www.orpha.net/ORDO/Orphanet_156638,Rare genetic endocrine disease,12
http://www.orpha.net/ORDO/Orphanet_156643,Genetic endocrine growth disease,10
http://www.orpha.net/ORDO/Orphanet_1572,Common variable immunodeficiency,2
http://www.orpha.net/ORDO/Orphanet_157769,Situs ambiguus,1
http://www.orpha.net/ORDO/Orphanet_158124,Genetic dementia,12
http://www.orpha.net/ORDO/Orphanet_158300,Rare genetic hematologic disease,16
http://www.orpha.net/ORDO/Orphanet_163631,Bile acid synthesis defect with cholestasis and malabsorption,2
http://www.orpha.net/ORDO/Orphanet_164001,Rare odontal or periodontal disorder,5
http://www.orpha.net/ORDO/Orphanet_165652,Rare genetic gastroenterological disease,4
http://www.orpha.net/ORDO/Orphanet_165655,Genetic intestinal disease,4
http://www.orpha.net/ORDO/Orphanet_165707,Syndromic urogenital tract malformation,2
http://www.orpha.net/ORDO/Orphanet_165711,Rare abdominal surgical disease,3
http://www.orpha.net/ORDO/Orphanet_166,Charcot-Marie-Tooth disease/Hereditary motor and sensory neuropathy,4
http://www.orpha.net/ORDO/Orphanet_166311,Benign partial infantile seizures,4
http://www.orpha.net/ORDO/Orphanet_166463,Epilepsy syndrome,11
http://www.orpha.net/ORDO/Orphanet_166469,Chromosomal anomaly with epilepsy as a major feature,2
http://www.orpha.net/ORDO/Orphanet_166472,Monogenic disease with epilepsy,11
http://www.orpha.net/ORDO/Orphanet_166475,Idiopathic or cryptogenic familial epilepsy syndrome with identified loci/genes,8
http://www.orpha.net/ORDO/Orphanet_166478,Cerebral malformation with epilepsy,3
http://www.orpha.net/ORDO/Orphanet_166481,Metabolic diseases with epilepsy,21
http://www.orpha.net/ORDO/Orphanet_167762,Rare disease with dentinogenesis imperfecta,1
http://www.orpha.net/ORDO/Orphanet_167848,Rare cardiomyopathy,9
http://www.orpha.net/ORDO/Orphanet_168778,Rare pervasive developmental disorder,4
http://www.orpha.net/ORDO/Orphanet_169147,Immunodeficiency due to a classical component pathway complement deficiency,1
http://www.orpha.net/ORDO/Orphanet_169355,Immunodeficiency syndrome with autoimmunity,1
http://www.orpha.net/ORDO/Orphanet_169361,Immune dysregulation disease with immunodeficiency,3
http://www.orpha.net/ORDO/Orphanet_171,Primary sclerosing cholangitis,1
http://www.orpha.net/ORDO/Orphanet_171895,Myeloid hemopathy,5
http://www.orpha.net/ORDO/Orphanet_171898,Lymphoid hemopathy,4
http://www.orpha.net/ORDO/Orphanet_174590,Congenital hypogonadotropic hypogonadism,4
http://www.orpha.net/ORDO/Orphanet_1775,Dyskeratosis congenita,11
http://www.orpha.net/ORDO/Orphanet_178469,Autosomal dominant non-syndromic intellectual disability,4
http://www.orpha.net/ORDO/Orphanet_179006,Primary immunodeficiency due to a defect in adaptive immunity,8
http://www.orpha.net/ORDO/Orphanet_180208,Anomaly of puberty or/and menstrual cycle,7
http://www.orpha.net/ORDO/Orphanet_180250,Rare breast tumor,6
http://www.orpha.net/ORDO/Orphanet_180257,Rare malignant breast tumor,6
http://www.orpha.net/ORDO/Orphanet_181368,Rare insulin-resistance syndrome,1
http://www.orpha.net/ORDO/Orphanet_181384,Rare hypothalamic or pituitary disease,5
http://www.orpha.net/ORDO/Orphanet_181387,Rare disorder with multisystemic involvement and congenital hypogonadotropic hypogonadism,3
http://www.orpha.net/ORDO/Orphanet_181390,Endocrinopathy with congenital hypogonadotropic hypogonadism as a major feature,3
http://www.orpha.net/ORDO/Orphanet_181396,Rare hypothyroidism,4
http://www.orpha.net/ORDO/Orphanet_181402,Syndrome with hypoparathyroidism,3
http://www.orpha.net/ORDO/Orphanet_181405,Rare hypoparathyroidism,2
http://www.orpha.net/ORDO/Orphanet_181415,Rare primary hyperaldosteronism,1
http://www.orpha.net/ORDO/Orphanet_181422,Rare hyperlipidemia,2
http://www.orpha.net/ORDO/Orphanet_182040,Rare aplastic anemia,18
http://www.orpha.net/ORDO/Orphanet_182043,Rare constitutional hemolytic anemia,6
http://www.orpha.net/ORDO/Orphanet_182058,Primary orthostatic hypotension,2
http://www.orpha.net/ORDO/Orphanet_182064,Rare neuroinflammatory or neuroimmunological disease,1
http://www.orpha.net/ORDO/Orphanet_182070,Rare neurodegenerative disease,12
http://www.orpha.net/ORDO/Orphanet_182079,ARX-related epileptic encephalopathy,3
http://www.orpha.net/ORDO/Orphanet_182083,Channelopathy with epilepsy,12
http://www.orpha.net/ORDO/Orphanet_182095,Interstitial lung disease,2
http://www.orpha.net/ORDO/Orphanet_182108,Thoracic malformation,1
http://www.orpha.net/ORDO/Orphanet_182130,Tumor of endocrine glands,2
http://www.orpha.net/ORDO/Orphanet_182222,Rare systemic disease,16
http://www.orpha.net/ORDO/Orphanet_182231,Rare rheumatologic disease,1
http://www.orpha.net/ORDO/Orphanet_183422,Polymalformative genetic syndrome with increased risk of developing cancer,8
http://www.orpha.net/ORDO/Orphanet_183426,Genetic epidermal disorder,17
http://www.orpha.net/ORDO/Orphanet_183435,Inherited ichthyosis,6
http://www.orpha.net/ORDO/Orphanet_183447,Genetic epidermal appendage anomaly,13
http://www.orpha.net/ORDO/Orphanet_183450,Genetic hair anomaly,4
http://www.orpha.net/ORDO/Orphanet_183463,Genetic pigmentation anomaly of the skin,5
http://www.orpha.net/ORDO/Orphanet_183466,Genetic hyperpigmentation of the skin,11
http://www.orpha.net/ORDO/Orphanet_183469,Genetic hypopigmentation of the skin,1
http://www.orpha.net/ORDO/Orphanet_183472,Genetic dermis disorder,2
http://www.orpha.net/ORDO/Orphanet_183484,Genetic subcutaneous tissue disorder,4
http://www.orpha.net/ORDO/Orphanet_183487,Genetic skin tumor or hamartoma,2
http://www.orpha.net/ORDO/Orphanet_183490,Genetic photodermatosis,7
http://www.orpha.net/ORDO/Orphanet_183497,Genetic neuromuscular disease,29
http://www.orpha.net/ORDO/Orphanet_183500,Genetic neurodegenerative disease,13
http://www.orpha.net/ORDO/Orphanet_183506,Genetic central nervous system malformation,9
http://www.orpha.net/ORDO/Orphanet_183512,Rare genetic epilepsy,25
http://www.orpha.net/ORDO/Orphanet_183518,Hereditary ataxia,8
http://www.orpha.net/ORDO/Orphanet_183521,Rare genetic movement disorder,14
http://www.orpha.net/ORDO/Orphanet_183524,Rare genetic bone disease,10
http://www.orpha.net/ORDO/Orphanet_183530,Rare genetic developmental defect during embryogenesis,23
http://www.orpha.net/ORDO/Orphanet_183533,Genetic multiple congenital anomalies/dysmorphic syndrome,16
http://www.orpha.net/ORDO/Orphanet_183536,Genetic congenital limb malformation,5
http://www.orpha.net/ORDO/Orphanet_183539,Genetic renal or urinary tract malformation,2
http://www.orpha.net/ORDO/Orphanet_183542,Genetic cranial malformation,8
http://www.orpha.net/ORDO/Orphanet_183545,Genetic digestive tract malformation,4
http://www.orpha.net/ORDO/Orphanet_183548,Genetic visceral malformation of the liver; biliary tract; pancreas or spleen,5
http://www.orpha.net/ORDO/Orphanet_183557,Genetic developmental defect of the eye,18
http://www.orpha.net/ORDO/Orphanet_183570,Genetic malformation syndrome with short stature,4
http://www.orpha.net/ORDO/Orphanet_183573,Genetic overgrowth/obesity syndrome,5
http://www.orpha.net/ORDO/Orphanet_183576,Genetic branchial arch or oral-acral syndrome,2
http://www.orpha.net/ORDO/Orphanet_183580,Genetic malformation syndrome with odontal and/or periodontal component,1
http://www.orpha.net/ORDO/Orphanet_183583,Genetic head and neck malformation,11
http://www.orpha.net/ORDO/Orphanet_183586,Genetic glomerular disease,4
http://www.orpha.net/ORDO/Orphanet_183592,Genetic renal tubular disease,3
http://www.orpha.net/ORDO/Orphanet_183607,Genetic lens and zonula anomaly,12
http://www.orpha.net/ORDO/Orphanet_183616,Genetic neuro-ophthalmological disease,7
http://www.orpha.net/ORDO/Orphanet_183625,Rare genetic diabetes mellitus,9
http://www.orpha.net/ORDO/Orphanet_183628,Rare genetic hypothalamic or pituitary disease,5
http://www.orpha.net/ORDO/Orphanet_183631,Rare genetic thyroid disease,4
http://www.orpha.net/ORDO/Orphanet_183637,Rare genetic adrenal disease,14
http://www.orpha.net/ORDO/Orphanet_183643,Genetic polyendocrinopathy,2
http://www.orpha.net/ORDO/Orphanet_183651,Rare constitutional anemia,20
http://www.orpha.net/ORDO/Orphanet_183654,Rare genetic coagulation disorder,2
http://www.orpha.net/ORDO/Orphanet_183710,Genetic susceptibility to infections due to particular pathogens,2
http://www.orpha.net/ORDO/Orphanet_183731,Rare genetic gynecological and obstetrical diseases,6
http://www.orpha.net/ORDO/Orphanet_183757,Rare genetic intellectual disability,24
http://www.orpha.net/ORDO/Orphanet_183763,Rare genetic syndromic intellectual disability,24
http://www.orpha.net/ORDO/Orphanet_183770,Rare genetic immune disease,7
http://www.orpha.net/ORDO/Orphanet_186,Primary biliary cholangitis,4
http://www.orpha.net/ORDO/Orphanet_1872,Cone rod dystrophy,13
http://www.orpha.net/ORDO/Orphanet_1934,Early infantile epileptic encephalopathy,8
http://www.orpha.net/ORDO/Orphanet_199306,Cleft lip/palate,1
http://www.orpha.net/ORDO/Orphanet_199633,Non-syndromic cerebral malformation,4
http://www.orpha.net/ORDO/Orphanet_199639,Syndrome with corpus callosum agenesis/dysgenesis as a major feature,2
http://www.orpha.net/ORDO/Orphanet_199642,Isolated congenital microcephaly,7
http://www.orpha.net/ORDO/Orphanet_200037,Paroxysmal dystonia,1
http://www.orpha.net/ORDO/Orphanet_201,Cowden syndrome,1
http://www.orpha.net/ORDO/Orphanet_2014,Cleft palate,2
http://www.orpha.net/ORDO/Orphanet_202940,Anomaly of puberty or/and menstrual cycle of genetic origin,5
http://www.orpha.net/ORDO/Orphanet_202948,Syndromic microphthalmia-anophthalmia-coloboma,1
http://www.orpha.net/ORDO/Orphanet_2032,Idiopathic pulmonary fibrosis,2
http://www.orpha.net/ORDO/Orphanet_206634,Genetic skeletal muscle disease,27
http://www.orpha.net/ORDO/Orphanet_206644,Progressive muscular dystrophy,1
http://www.orpha.net/ORDO/Orphanet_206650,Autosomal dominant distal myopathy,3
http://www.orpha.net/ORDO/Orphanet_206656,Non-dystrophic myopathy,28
http://www.orpha.net/ORDO/Orphanet_206959,Muscular glycogenosis,3
http://www.orpha.net/ORDO/Orphanet_206966,Mitochondrial myopathy,21
http://www.orpha.net/ORDO/Orphanet_207015,Rare hereditary disease with peripheral neuropathy,17
http://www.orpha.net/ORDO/Orphanet_207018,Rare hereditary metabolic disease with peripheral neuropathy,15
http://www.orpha.net/ORDO/Orphanet_207025,Rare hereditary neurologic disease with peripheral neuropathy,1
http://www.orpha.net/ORDO/Orphanet_207028,Cerebellar ataxia with peripheral neuropathy,1
http://www.orpha.net/ORDO/Orphanet_207049,Qualitative or quantitative protein defects in neuromuscular diseases,10
http://www.orpha.net/ORDO/Orphanet_207085,Qualitative or quantitative defects of dystrophin,7
http://www.orpha.net/ORDO/Orphanet_207113,Qualitative or quantitative defects of protein involved in O-glycosylation of alpha-dystroglycan,1
http://www.orpha.net/ORDO/Orphanet_207122,Qualitative or quantitative defects of fukutin,1
http://www.orpha.net/ORDO/Orphanet_2073,Narcolepsy type 1,8
http://www.orpha.net/ORDO/Orphanet_208593,Genetic hypoparathyroidism,3
http://www.orpha.net/ORDO/Orphanet_209038,Qualitative or quantitative defects of myofibrillar proteins,1
http://www.orpha.net/ORDO/Orphanet_209059,Qualitative or quantitative defects of alpha-actin,4
http://www.orpha.net/ORDO/Orphanet_209182,Qualitative or quantitative defects of nebulin,2
http://www.orpha.net/ORDO/Orphanet_209193,Qualitative or quantitative defects of selenoprotein N1,2
http://www.orpha.net/ORDO/Orphanet_211240,Genetic vascular anomaly,1
http://www.orpha.net/ORDO/Orphanet_211255,Rare lymphatic system anomaly,1
http://www.orpha.net/ORDO/Orphanet_213500,Ovarian cancer,3
http://www.orpha.net/ORDO/Orphanet_215,Congenital stationary night blindness,10
http://www.orpha.net/ORDO/Orphanet_2162,Holoprosencephaly,2
http://www.orpha.net/ORDO/Orphanet_216804,Osteogenesis imperfecta type 2,1
http://www.orpha.net/ORDO/Orphanet_216812,Osteogenesis imperfecta type 3,1
http://www.orpha.net/ORDO/Orphanet_216820,Osteogenesis imperfecta type 4,1
http://www.orpha.net/ORDO/Orphanet_217569,Rare hypertrophic cardiomyopathy,1
http://www.orpha.net/ORDO/Orphanet_217581,Lysosomal disease with hypertrophic cardiomyopathy,1
http://www.orpha.net/ORDO/Orphanet_217587,Mitochondrial disease with hypertrophic cardiomyopathy,1
http://www.orpha.net/ORDO/Orphanet_217604,Dilated cardiomyopathy,8
http://www.orpha.net/ORDO/Orphanet_217607,Familial dilated cardiomyopathy,8
http://www.orpha.net/ORDO/Orphanet_217613,Mitochondrial disease with dilated cardiomyopathy,1
http://www.orpha.net/ORDO/Orphanet_217632,Restrictive cardiomyopathy,2
http://www.orpha.net/ORDO/Orphanet_217635,Familial restrictive cardiomyopathy,2
http://www.orpha.net/ORDO/Orphanet_217656,Inherited isolated arrhythmogenic cardiomyopathy,1
http://www.orpha.net/ORDO/Orphanet_217678,Unclassified cardiomyopathy,4
http://www.orpha.net/ORDO/Orphanet_218436,Rare cardiac rhythm disease,19
http://www.orpha.net/ORDO/Orphanet_220386,Semilobar holoprosencephaly,2
http://www.orpha.net/ORDO/Orphanet_220452,Isolated hereditary giant platelet disorder,3
http://www.orpha.net/ORDO/Orphanet_220489,Rare hereditary hemochromatosis,1
http://www.orpha.net/ORDO/Orphanet_222628,Hereditary poikiloderma,4
http://www.orpha.net/ORDO/Orphanet_223713,Mitochondrial oxidative phosphorylation disorder,23
http://www.orpha.net/ORDO/Orphanet_223735,Lymphoma,2
http://www.orpha.net/ORDO/Orphanet_225681,Lysosomal disease with epilepsy,1
http://www.orpha.net/ORDO/Orphanet_225686,Peroxisomal disease with epilepsy,4
http://www.orpha.net/ORDO/Orphanet_225689,Amino acid or protein metabolism disease with epilepsy,8
http://www.orpha.net/ORDO/Orphanet_225696,Energy metabolism disorder with epilepsy,22
http://www.orpha.net/ORDO/Orphanet_225700,Mitochondrial disease with epilepsy,21
http://www.orpha.net/ORDO/Orphanet_225703,Mitochondrial disease with peripheral neuropathy,18
http://www.orpha.net/ORDO/Orphanet_226292,Permanent congenital hypothyroidism,5
http://www.orpha.net/ORDO/Orphanet_226295,Primary congenital hypothyroidism,3
http://www.orpha.net/ORDO/Orphanet_226298,Central congenital hypothyroidism,1
http://www.orpha.net/ORDO/Orphanet_228215,Genetic dermis elastic tissue disorder,3
http://www.orpha.net/ORDO/Orphanet_231169,Usher syndrome type 1,3
http://www.orpha.net/ORDO/Orphanet_233655,Rare genetic vascular disease,2
http://www.orpha.net/ORDO/Orphanet_238468,Hypohidrotic ectodermal dysplasia,1
http://www.orpha.net/ORDO/Orphanet_240371,Syndromic obesity,3
http://www.orpha.net/ORDO/Orphanet_243,46;XX gonadal dysgenesis,1
http://www.orpha.net/ORDO/Orphanet_244,Primary ciliary dyskinesia,6
http://www.orpha.net/ORDO/Orphanet_2443,Mitochondrial oxidative phosphorylation disorder due to nuclear DNA anomalies,20
http://www.orpha.net/ORDO/Orphanet_2445,Conotruncal heart malformations,2
http://www.orpha.net/ORDO/Orphanet_247,Inherited arrhythmogenic cardiomyopathy,1
http://www.orpha.net/ORDO/Orphanet_248293,Rare deficiency anemia,9
http://www.orpha.net/ORDO/Orphanet_248296,Constitutional deficiency anemia,9
http://www.orpha.net/ORDO/Orphanet_248308,Rare hemorrhagic disorder,2
http://www.orpha.net/ORDO/Orphanet_248326,Rare hemorrhagic disorder due to a platelet anomaly,2
http://www.orpha.net/ORDO/Orphanet_250805,Serpinopathy,1
http://www.orpha.net/ORDO/Orphanet_250908,Rare neoplastic disease,11
http://www.orpha.net/ORDO/Orphanet_2512,Autosomal recessive primary microcephaly,7
http://www.orpha.net/ORDO/Orphanet_252190,Inherited nervous system cancer-predisposing syndrome,2
http://www.orpha.net/ORDO/Orphanet_253,Spondyloepiphyseal dysplasia and spondyloepimetaphyseal dysplasia,4
http://www.orpha.net/ORDO/Orphanet_2542,Isolated microphthalmia-anophthalmia-coloboma,3
http://www.orpha.net/ORDO/Orphanet_254746,Pyruvate metabolism disorder,13
http://www.orpha.net/ORDO/Orphanet_254758,Mitochondrial oxidative phosphorylation disorder due to mitochondrial DNA anomalies,1
http://www.orpha.net/ORDO/Orphanet_254776,Mitochondrial oxidative phosphorylation disorder due to a point mutation of mitochondrial DNA,3
http://www.orpha.net/ORDO/Orphanet_254846,Isolated oxidative phosphorylation complex disorder,20
http://www.orpha.net/ORDO/Orphanet_254905,Isolated cytochrome C oxidase deficiency,8
http://www.orpha.net/ORDO/Orphanet_254913,Isolated ATP synthase deficiency,12
http://www.orpha.net/ORDO/Orphanet_255210,Mitochondrial DNA-associated Leigh syndrome,1
http://www.orpha.net/ORDO/Orphanet_2554,Ear-patella-short stature syndrome,2
http://www.orpha.net/ORDO/Orphanet_2573,Moyamoya disease,2
http://www.orpha.net/ORDO/Orphanet_2609,Isolated complex I deficiency,15
http://www.orpha.net/ORDO/Orphanet_261796,Partial deletion of chromosome 7 syndrome,4
http://www.orpha.net/ORDO/Orphanet_262056,Partial deletion of the long arm of chromosome 7 syndrome,4
http://www.orpha.net/ORDO/Orphanet_262119,Partial deletion of the long arm of chromosome 15 syndrome,2
http://www.orpha.net/ORDO/Orphanet_262182,Partial deletion of the long arm of chromosome 22 syndrome,3
http://www.orpha.net/ORDO/Orphanet_263,Limb-girdle muscular dystrophy,3
http://www.orpha.net/ORDO/Orphanet_264656,Interstitial lung disease specific to childhood,1
http://www.orpha.net/ORDO/Orphanet_264665,Primary interstitial lung disease specific to childhood,1
http://www.orpha.net/ORDO/Orphanet_264670,Primary interstitial lung disease specific to childhood due to alveolar structure disorder,1
http://www.orpha.net/ORDO/Orphanet_264699,Secondary interstitial lung disease specific to childhood associated with a systemic disease,1
http://www.orpha.net/ORDO/Orphanet_264992,Genetic interstitial lung disease,1
http://www.orpha.net/ORDO/Orphanet_268926,Midline cerebral malformation,2
http://www.orpha.net/ORDO/Orphanet_269523,Syndrome with a cerebellar malformation as a major feature,3
http://www.orpha.net/ORDO/Orphanet_269528,Syndrome with microcephaly as a major feature,11
http://www.orpha.net/ORDO/Orphanet_269531,Other syndrome with a central nervous system malformation as a major feature,3
http://www.orpha.net/ORDO/Orphanet_269550,Genetic non-syndromic central nervous system malformation,2
http://www.orpha.net/ORDO/Orphanet_269553,Genetic cerebral malformation,4
http://www.orpha.net/ORDO/Orphanet_269564,Genetic syndrome with a central nervous system malformation as a major feature,8
http://www.orpha.net/ORDO/Orphanet_269567,Genetic syndrome with a cerebellar malformation as a major feature,2
http://www.orpha.net/ORDO/Orphanet_269573,Genetic syndrome with corpus callosum agenesis/dysgenesis as a major feature,1
http://www.orpha.net/ORDO/Orphanet_271835,Genetic digestive tract tumor,1
http://www.orpha.net/ORDO/Orphanet_271847,Genetic neuroendocrine tumor,12
http://www.orpha.net/ORDO/Orphanet_271853,Genetic cardiac anomaly,5
http://www.orpha.net/ORDO/Orphanet_271870,Rare genetic systemic or rheumatologic disease,14
http://www.orpha.net/ORDO/Orphanet_275555,Preeclampsia,4
http://www.orpha.net/ORDO/Orphanet_275729,Rare hemorrhagic disorder due to a constitutional thrombocytopenia,2
http://www.orpha.net/ORDO/Orphanet_275742,Genetic infertility,12
http://www.orpha.net/ORDO/Orphanet_276058,Genetic neurodegenerative disease with dementia,10
http://www.orpha.net/ORDO/Orphanet_276234,Non-syndromic male infertility due to sperm motility disorder,5
http://www.orpha.net/ORDO/Orphanet_2781,Osteopetrosis and related disorders,3
http://www.orpha.net/ORDO/Orphanet_280195,Septopreoptic holoprosencephaly,1
http://www.orpha.net/ORDO/Orphanet_280200,Microform holoprosencephaly,2
http://www.orpha.net/ORDO/Orphanet_280342,Rare systemic or rheumatological disease of childhood,1
http://www.orpha.net/ORDO/Orphanet_280373,Rare pediatric systemic disease,1
http://www.orpha.net/ORDO/Orphanet_281082,Inherited non-syndromic ichthyosis,2
http://www.orpha.net/ORDO/Orphanet_281085,Inherited ichthyosis syndromic form,5
http://www.orpha.net/ORDO/Orphanet_281097,Autosomal recessive congenital ichthyosis,3
http://www.orpha.net/ORDO/Orphanet_281217,Autosomal ichthyosis syndrome,4
http://www.orpha.net/ORDO/Orphanet_281222,Autosomal ichthyosis syndrome with prominent hair abnormalities,1
http://www.orpha.net/ORDO/Orphanet_2828,Young-onset Parkinson disease,12
http://www.orpha.net/ORDO/Orphanet_284385,Familial intrahepatic cholestasis,2
http://www.orpha.net/ORDO/Orphanet_284790,Qualitative or quantitative defects of tropomyosin,5
http://www.orpha.net/ORDO/Orphanet_284811,Syndromic oculocutaneous albinism,1
http://www.orpha.net/ORDO/Orphanet_284818,Disorder of tyrosine metabolism,1
http://www.orpha.net/ORDO/Orphanet_284993,Marfan syndrome and Marfan-related disorders,2
http://www.orpha.net/ORDO/Orphanet_285014,Rare disease with thoracic aortic aneurysm and aortic dissection,2
http://www.orpha.net/ORDO/Orphanet_285657,Disorder of folate metabolism and transport,2
http://www.orpha.net/ORDO/Orphanet_289899,Organic aciduria,10
http://www.orpha.net/ORDO/Orphanet_29072,Hereditary pheochromocytoma-paraganglioma,14
http://www.orpha.net/ORDO/Orphanet_290836,Systemic disease with skin involvement,1
http://www.orpha.net/ORDO/Orphanet_290842,Autoinflammatory syndrome with skin involvement,2
http://www.orpha.net/ORDO/Orphanet_293910,Inherited isolated arrhythmogenic cardiomyopathy; dominant-right variant,1
http://www.orpha.net/ORDO/Orphanet_294955,Syndrome with limb reduction defects,4
http://www.orpha.net/ORDO/Orphanet_294959,Syndrome with limb duplication; polydactyly; syndactyly; and/or hyperphalangy,2
http://www.orpha.net/ORDO/Orphanet_2982,46;XX difference of sex development,3
http://www.orpha.net/ORDO/Orphanet_300755,Laminopathy with striated muscle involvement,6
http://www.orpha.net/ORDO/Orphanet_306498,PTEN hamartoma tumor syndrome,1
http://www.orpha.net/ORDO/Orphanet_306666,Rare parkinsonian syndrome due to neurodegenerative disease,2
http://www.orpha.net/ORDO/Orphanet_306695,Miscellaneous movement disorder due to neurodegenerative disease,1
http://www.orpha.net/ORDO/Orphanet_306747,Rare myoclonus,6
http://www.orpha.net/ORDO/Orphanet_306750,Primary myoclonus,1
http://www.orpha.net/ORDO/Orphanet_306753,Rare disease with myoclonus as a major feature,2
http://www.orpha.net/ORDO/Orphanet_306756,Epilepsy and/or ataxia with myoclonus as a major feature,2
http://www.orpha.net/ORDO/Orphanet_306759,Non progressive epilepsy and/or ataxia with myoclonus as a major feature,1
http://www.orpha.net/ORDO/Orphanet_306765,Motor stereotypies,4
http://www.orpha.net/ORDO/Orphanet_306768,Rare paroxysmal movement disorder,1
http://www.orpha.net/ORDO/Orphanet_307,Juvenile myoclonic epilepsy,1
http://www.orpha.net/ORDO/Orphanet_307052,Rare genetic parkinsonian disorder,2
http://www.orpha.net/ORDO/Orphanet_307055,Rare parkinsonian syndrome due to genetic neurodegenerative disease,1
http://www.orpha.net/ORDO/Orphanet_307058,Miscellaneous movement disorder due to genetic neurodegenerative disease,1
http://www.orpha.net/ORDO/Orphanet_307064,Rare genetic myoclonus,5
http://www.orpha.net/ORDO/Orphanet_307067,Rare genetic disease with myoclonus as a major feature,2
http://www.orpha.net/ORDO/Orphanet_307141,Diffuse palmoplantar keratoderma,1
http://www.orpha.net/ORDO/Orphanet_309,Familial partial epilepsy,8
http://www.orpha.net/ORDO/Orphanet_309005,Disorder of lipid metabolism,6
http://www.orpha.net/ORDO/Orphanet_309115,Disorder of fatty acid oxidation and ketogenesis,5
http://www.orpha.net/ORDO/Orphanet_309340,Disorder of lysosomal-related organelles,1
http://www.orpha.net/ORDO/Orphanet_309347,Disorder of protein N-glycosylation,1
http://www.orpha.net/ORDO/Orphanet_309447,Disorder of protein O-glycosylation,3
http://www.orpha.net/ORDO/Orphanet_309450,Disorder of O-xylosylglycan synthesis,3
http://www.orpha.net/ORDO/Orphanet_309526,Disorder of multiple glycosylation,2
http://www.orpha.net/ORDO/Orphanet_309810,Disorder of peroxisomal alpha-; beta- and omega-oxidation,2
http://www.orpha.net/ORDO/Orphanet_309824,Disorder of metabolite absorption and transport,11
http://www.orpha.net/ORDO/Orphanet_309827,Disorder of vitamin and non-protein cofactor absorption and transport,14
http://www.orpha.net/ORDO/Orphanet_309833,Disorder of other vitamins and cofactors metabolism and transport,5
http://www.orpha.net/ORDO/Orphanet_309836,Disorder of mineral absorption and transport,2
http://www.orpha.net/ORDO/Orphanet_309842,Disorder of iron metabolism and transport,2
http://www.orpha.net/ORDO/Orphanet_309848,Disorder of magnesium transport,1
http://www.orpha.net/ORDO/Orphanet_313,Lamellar ichthyosis,1
http://www.orpha.net/ORDO/Orphanet_314749,Rare disease with adrenal Cushing syndrome as a major feature,1
http://www.orpha.net/ORDO/Orphanet_3156,Senior-Loken syndrome,1
http://www.orpha.net/ORDO/Orphanet_3157,Septo-optic dysplasia spectrum,1
http://www.orpha.net/ORDO/Orphanet_320335,Pure or complex hereditary spastic paraplegia,1
http://www.orpha.net/ORDO/Orphanet_324761,Microcephalic primordial dwarfism,9
http://www.orpha.net/ORDO/Orphanet_324927,Pyogenic autoinflammatory syndrome,1
http://www.orpha.net/ORDO/Orphanet_324953,Unclassified autoinflammatory syndrome of childhood,1
http://www.orpha.net/ORDO/Orphanet_325055,46;XX disorder of gonadal development,1
http://www.orpha.net/ORDO/Orphanet_325118,46;XY disorder of gonadal development,1
http://www.orpha.net/ORDO/Orphanet_325351,46;XY difference of sex development of endocrine origin,4
http://www.orpha.net/ORDO/Orphanet_325357,46;XY difference of sex development due to impaired androgen production,3
http://www.orpha.net/ORDO/Orphanet_325620,Difference of sex development of gynecological interest,4
http://www.orpha.net/ORDO/Orphanet_325632,46;XY difference of sex development of gynecological interest,1
http://www.orpha.net/ORDO/Orphanet_325638,Syndrome with difference of sex development of gynecological interest,1
http://www.orpha.net/ORDO/Orphanet_325665,Genetic difference of sex development of gynecological interest,4
http://www.orpha.net/ORDO/Orphanet_325690,Genetic difference of sex development,6
http://www.orpha.net/ORDO/Orphanet_325697,Genetic 46;XX difference of sex development,2
http://www.orpha.net/ORDO/Orphanet_325706,Genetic 46;XY difference of sex development,5
http://www.orpha.net/ORDO/Orphanet_325713,Genetic 46;XY difference of sex development of endocrine origin,3
http://www.orpha.net/ORDO/Orphanet_3286,Catecholaminergic polymorphic ventricular tachycardia,3
http://www.orpha.net/ORDO/Orphanet_3287,Takayasu arteritis,1
http://www.orpha.net/ORDO/Orphanet_330206,Genetic multiple congenital anomalies/dysmorphic syndrome without intellectual disability,7
http://www.orpha.net/ORDO/Orphanet_3303,Tetralogy of Fallot,2
http://www.orpha.net/ORDO/Orphanet_33069,Dravet syndrome,2
http://www.orpha.net/ORDO/Orphanet_331184,Syndrome with congenital neutropenia as a major feature,1
http://www.orpha.net/ORDO/Orphanet_331217,Syndrome with combined immunodeficiency,3
http://www.orpha.net/ORDO/Orphanet_331220,Syndome with combined immunodeficiency due to thymic defect,1
http://www.orpha.net/ORDO/Orphanet_3322,Hoyeraal-Hreidarsson syndrome,9
http://www.orpha.net/ORDO/Orphanet_33364,Trichothiodystrophy,1
http://www.orpha.net/ORDO/Orphanet_334,Familial atrial fibrillation,10
http://www.orpha.net/ORDO/Orphanet_3394,Soft tissue sarcoma,3
http://www.orpha.net/ORDO/Orphanet_3440,Waardenburg syndrome,2
