model_entrez,model_symbol,human_entrez,human_symbol,species
269800,Zfp384,171017,ZNF384,mouse
240322,Adamts19,171019,ADAMTS19,mouse
228790,Asxl1,171023,ASXL1,mouse
118449,Synpo2,171024,SYNPO2,mouse
69363,Spaca4,171169,SPACA4,mouse
228543,Rhov,171177,RHOV,mouse
22195,Ube2l3,171222,UBE2L5,mouse
101613,Nlrp6,171389,NLRP6,mouse
69634,Clybl,171425,CLYBL,mouse
22445,Xlr3a,171482,FAM9A,mouse
22446,Xlr3c,171482,FAM9A,mouse
574437,Xlr3b,171482,FAM9A,mouse
434794,Xlr4a,171482,FAM9A,mouse
27083,Xlr4b,171482,FAM9A,mouse
574438,Xlr5a,171482,FAM9A,mouse
27084,Xlr5c,171482,FAM9A,mouse
627081,Xlr5b,171482,FAM9A,mouse
72891,Xlr4c,171482,FAM9A,mouse
27084,Xlr5c,171483,FAM9B,mouse
574438,Xlr5a,171483,FAM9B,mouse
627081,Xlr5b,171483,FAM9B,mouse
22445,Xlr3a,171484,FAM9C,mouse
22446,Xlr3c,171484,FAM9C,mouse
627081,Xlr5b,171484,FAM9C,mouse
27084,Xlr5c,171484,FAM9C,mouse
27083,Xlr4b,171484,FAM9C,mouse
434794,Xlr4a,171484,FAM9C,mouse
574437,Xlr3b,171484,FAM9C,mouse
574438,Xlr5a,171484,FAM9C,mouse
72891,Xlr4c,171484,FAM9C,mouse
384724,Cyp2t4,171523,CYP2T1P,mouse
102635514,Gm6993,171546,SPTSSA,mouse
104725,Sptssa,171546,SPTSSA,mouse
19208,Ptcra,171558,PTCRA,mouse
78929,Polr3h,171568,POLR3H,mouse
106861,Abhd3,171586,ABHD3,mouse
27369,Dguok,1716,DGUOK,mouse
13360,Dhcr7,1717,DHCR7,mouse
74754,Dhcr24,1718,DHCR24,mouse
13361,Dhfr,1719,DHFR,mouse
114896,Afg3l1,172,AFG3L1P,mouse
56749,Dhodh,1723,DHODH,mouse
330817,Dhps,1725,DHPS,mouse
109754,Cyb5r3,1727,CYB5R3,mouse
18104,Nqo1,1728,NQO1,mouse
13367,Diaph1,1729,DIAPH1,mouse
280662,Afm,173,AFM,mouse
54004,Diaph2,1730,DIAPH2,mouse
54204,Septin1|Gm4532,1731,SEPTIN1,mouse
13370,Dio1,1733,DIO1,mouse
13371,Dio2,1734,DIO2,mouse
107585,Dio3,1735,DIO3,mouse
245474,Dkc1,1736,DKC1,mouse
235339,Dlat,1737,DLAT,mouse
13382,Dld,1738,DLD,mouse
13383,Dlg1,1739,DLG1,mouse
11576,Afp,174,AFP,mouse
23859,Dlg2,1740,DLG2,mouse
53310,Dlg3,1741,DLG3,mouse
13385,Dlg4,1742,DLG4,mouse
78920,Dlst,1743,DLST,mouse
13390,Dlx1,1745,DLX1,mouse
13392,Dlx2,1746,DLX2,mouse
13393,Dlx3,1747,DLX3,mouse
13394,Dlx4,1748,DLX4,mouse
13395,Dlx5,1749,DLX5,mouse
11593,Aga,175,AGA,mouse
13396,Dlx6,1750,DLX6,mouse
12945,Dmbt1,1755,DMBT1,mouse
13405,Dmd,1756,DMD,mouse
192166,Sardh,1757,SARDH,mouse
13406,Dmp1,1758,DMP1,mouse
13429,Dnm1,1759,DNM1,mouse
11595,Acan,176,ACAN,mouse
13400,Dmpk,1760,DMPK,mouse
50796,Dmrt1,1761,DMRT1,mouse
13401,Dmwd,1762,DMWD,mouse
327762,Dna2,1763,DNA2,mouse
110082,Dnah5,1767,DNAH5,mouse
330355,Dnah6,1768,DNAH6,mouse
13417,Dnah8,1769,DNAH8,mouse
11596,Ager,177,AGER,mouse
237806,Dnah9,1770,DNAH9,mouse
13419,Dnase1,1773,DNASE1,mouse
69537,Dnase1l1,1774,DNASE1L1,mouse
66705,Dnase1l2,1775,DNASE1L2,mouse
13421,Dnase1l3,1776,DNASE1L3,mouse
13423,Dnase2a|Gm38426,1777,DNASE2,mouse
13424,Dync1h1,1778,DYNC1H1,mouse
77559,Agl,178,AGL,mouse
13426,Dync1i1,1780,DYNC1I1,mouse
13427,Dync1i2,1781,DYNC1I2,mouse
234663,Dync1li2,1783,DYNC1LI2,mouse
13430,Dnm2,1785,DNM2,mouse
13433,Dnmt1,1786,DNMT1,mouse
13434,Trdmt1,1787,TRDMT1,mouse
13435,Dnmt3a,1788,DNMT3A,mouse
13436,Dnmt3b,1789,DNMT3B,mouse
21673,Dntt,1791,DNTT,mouse
330662,Dock1,1793,DOCK1,mouse
94176,Dock2,1794,DOCK2,mouse
208869,Dock3,1795,DOCK3,mouse
13448,Dok1,1796,DOK1,mouse
112403,Dxo,1797,DXO,mouse
13478,Dpagt1,1798,DPAGT1,mouse
268860,Abat,18,ABAT,mouse
13479,Dpep1,1800,DPEP1,mouse
116905,Dph1,1801,DPH1,mouse
67728,Dph2,1802,DPH2,mouse
13482,Dpp4,1803,DPP4,mouse
13483,Dpp6,1804,DPP6,mouse
56429,Dpt,1805,DPT,mouse
99586,Dpyd,1806,DPYD,mouse
64705,Dpys,1807,DPYS,mouse
12934,Dpysl2,1808,DPYSL2,mouse
22240,Dpysl3,1809,DPYSL3,mouse
11604,Agrp,181,AGRP,mouse
13486,Dr1,1810,DR1,mouse
13487,Slc26a3,1811,SLC26A3,mouse
13488,Drd1,1812,DRD1,mouse
13489,Drd2,1813,DRD2,mouse
13490,Drd3,1814,DRD3,mouse
13491,Drd4,1815,DRD4,mouse
13492,Drd5,1816,DRD5,mouse
13495,Drg2,1819,DRG2,mouse
16449,Jag1,182,JAG1,mouse
13496,Arid3a,1820,ARID3A,mouse
13497,Drp2,1821,DRP2,mouse
13498,Atn1,1822,ATN1,mouse
13505,Dsc1,1823,DSC1,mouse
13506,Dsc2,1824,DSC2,mouse
13507,Dsc3,1825,DSC3,mouse
13508,Dscam,1826,DSCAM,mouse
54720,Rcan1,1827,RCAN1,mouse
13510,Dsg1a,1828,DSG1,mouse
211924,Dsg1c,1828,DSG1,mouse
225256,Dsg1b,1828,DSG1,mouse
13511,Dsg2,1829,DSG2,mouse
11606,Agt,183,AGT,mouse
13512,Dsg3,1830,DSG3,mouse
14605,Tsc22d3,1831,TSC22D3,mouse
109620,Dsp,1832,DSP,mouse
13516,Epyc,1833,EPYC,mouse
666279,Dspp,1834,DSPP,mouse
13521,Slc26a2,1836,SLC26A2,mouse
13527,Dtna,1837,DTNA,mouse
13528,Dtnb,1838,DTNB,mouse
15200,Hbegf,1839,HBEGF,mouse
14357,Dtx1,1840,DTX1,mouse
21915,Dtymk,1841,DTYMK,mouse
407800,Ecm2,1842,ECM2,mouse
19252,Dusp1,1843,DUSP1,mouse
13537,Dusp2,1844,DUSP2,mouse
72349,Dusp3,1845,DUSP3,mouse
319520,Dusp4,1846,DUSP4,mouse
240672,Dusp5,1847,DUSP5,mouse
67603,Dusp6,1848,DUSP6,mouse
235584,Dusp7,1849,DUSP7,mouse
11607,Agtr1a,185,AGTR1,mouse
11608,Agtr1b,185,AGTR1,mouse
18218,Dusp8,1850,DUSP8,mouse
75590,Dusp9,1852,DUSP9,mouse
110074,Dut,1854,DUT,mouse
13542,Dvl1,1855,DVL1,mouse
13543,Dvl2,1856,DVL2,mouse
13544,Dvl3,1857,DVL3,mouse
13548,Dyrk1a,1859,DYRK1A,mouse
11609,Agtr2,186,AGTR2,mouse
30931,Tor1a,1861,TOR1A,mouse
13555,E2f1,1869,E2F1,mouse
23796,Aplnr,187,APLNR,mouse
242705,E2f2,1870,E2F2,mouse
13557,E2f3,1871,E2F3,mouse
104394,E2f4,1874,E2F4,mouse
13559,E2f5,1875,E2F5,mouse
50496,E2f6,1876,E2F6,mouse
13560,E4f1,1877,E4F1,mouse
13591,Ebf1,1879,EBF1,mouse
321019,Gpr183,1880,GPR183,mouse
230857,Ece1,1889,ECE1,mouse
11611,Agxt,189,AGXT,mouse
72962,Tymp,1890,TYMP,mouse
51798,Ech1,1891,ECH1,mouse
93747,Echs1,1892,ECHS1,mouse
13601,Ecm1,1893,ECM1,mouse
13605,Ect2,1894,ECT2,mouse
13607,Eda,1896,EDA,mouse
11303,Abca1,19,ABCA1,mouse
11614,Nr0b1,190,NR0B1,mouse
13609,S1pr1,1901,S1PR1,mouse
14745,Lpar1,1902,LPAR1,mouse
13610,S1pr3,1903,S1PR3,mouse
13614,Edn1,1906,EDN1,mouse
13615,Edn2,1907,EDN2,mouse
13616,Edn3,1908,EDN3,mouse
13617,Ednra,1909,EDNRA,mouse
11615,Ahcyl,191,AHCY,mouse
269378,Ahcy,191,AHCY,mouse
13618,Ednrb,1910,EDNRB,mouse
13619,Phc1,1911,PHC1,mouse
54383,Phc2,1912,PHC2,mouse
13627,Eef1a1,1915,EEF1A1,mouse
13628,Eef1a2,1917,EEF1A2,mouse
72542,Pgam5,192111,PGAM5,mouse
272411,B3gnt6,192134,B3GNT6,mouse
67044,Higd2a,192286,HIGD2A,mouse
75706,Krt24,192666,KRT24,mouse
12879,Cys1,192668,CYS1,mouse
214150,Ago3,192669,AGO3,mouse
76850,Ago4,192670,AGO4,mouse
56807,Scamp5,192683,SCAMP5,mouse
55949,Eef1b2,1933,EEF1B2,mouse
66656,Eef1d,1936,EEF1D,mouse
67160,Eef1g,1937,EEF1G,mouse
13629,Eef2,1938,EEF2,mouse
16865,Eif2d,1939,EIF2D,mouse
13636,Efna1,1942,EFNA1,mouse
13637,Efna2,1943,EFNA2,mouse
13638,Efna3,1944,EFNA3,mouse
13639,Efna4,1945,EFNA4,mouse
13640,Efna5,1946,EFNA5,mouse
13641,Efnb1,1947,EFNB1,mouse
13642,Efnb2,1948,EFNB2,mouse
13643,Efnb3,1949,EFNB3,mouse
13645,Egf,1950,EGF,mouse
107934,Celsr3,1951,CELSR3,mouse
53883,Celsr2,1952,CELSR2,mouse
230971,Megf6,1953,MEGF6,mouse
269878,Megf8,1954,MEGF8,mouse
230316,Megf9,1955,MEGF9,mouse
13649,Egfr,1956,EGFR,mouse
13653,Egr1,1958,EGR1,mouse
242285,Sdr16c5,195814,SDR16C5,mouse
66129,Prxl2c,195827,PRXL2C,mouse
238673,Zfp367,195828,ZNF367,mouse
13654,Egr2,1959,EGR2,mouse
239029,Antxrl,195977,ANTXRL,mouse
11622,Ahr,196,AHR,mouse
13655,Egr3,1960,EGR3,mouse
329078,Emx2os,196047,EMX2OS,mouse
381925,Plpp4,196051,PLPP4,mouse
76894,Mettl15,196074,METTL15,mouse
13656,Egr4,1961,EGR4,mouse
74147,Ehhadh,1962,EHHADH,mouse
319742,Mpzl3,196264,MPZL3,mouse
66541,Immp1l,196294,IMMP1L,mouse
258745,Olfr689,196335,OR56B4,mouse
332131,Krt78,196374,KRT78,mouse
80291,Rilpl2,196383,RILPL2,mouse
56087,Dnah10,196385,DNAH10,mouse
232566,Amn1,196394,AMN1,mouse
100861908,Eif1ad19,1964,EIF1AX,mouse
100042776,Eif1ad6,1964,EIF1AX,mouse
13664,Eif1a,1964,EIF1AX,mouse
100039052,Eif1ad4,1964,EIF1AX,mouse
100039162,Eif1ad17,1964,EIF1AX,mouse
100039042,Eif1ad3,1964,EIF1AX,mouse
435337,Gm5662,1964,EIF1AX,mouse
544881,Eif1ad2,1964,EIF1AX,mouse
666862,Eif1ad10,1964,EIF1AX,mouse
66235,Eif1ax,1964,EIF1AX,mouse
666806,Eif1ad8,1964,EIF1AX,mouse
80904,Dtx3,196403,DTX3,mouse
71664,Mettl7b,196410,METTL7B,mouse
216345,Zfc3h1,196441,ZFC3H1,mouse
237558,Myrfl,196446,MYRFL,mouse
71772,Plbd2,196463,PLBD2,mouse
66716,Ccer1,196477,CCER1,mouse
70511,Eef2kmt,196483,EEF2KMT,mouse
13665,Eif2s1,1965,EIF2S1,mouse
319352,Pianp,196500,PIANP,mouse
319618,Dcp1b,196513,DCP1B,mouse
105722,Ano6,196527,ANO6,mouse
77044,Arid2,196528,ARID2,mouse
433294,Mettl21c,196541,METTL21C,mouse
209354,Eif2b1,1967,EIF2B1,mouse
320736,Vstm4,196740,VSTM4,mouse
212503,Paox,196743,PAOX,mouse
68223,Fam24a,196792,FAM24B,mouse
69318,Fam24b,196792,FAM24B,mouse
26905,Eif2s3x,1968,EIF2S3,mouse
26908,Eif2s3y,1968,EIF2S3,mouse
104110,Adcy4,196883,ADCY4,mouse
13836,Epha2,1969,EPHA2,mouse
75823,Fam227b,196951,FAM227B,mouse
546134,Gramd2a,196996,GRAMD2A,mouse
11625,Ahsg,197,AHSG,mouse
235435,Lctl,197021,LCTL,mouse
22222,Ubr1,197131,UBR1,mouse
67578,Patl2,197135,PATL2,mouse
52815,Ldhd,197257,LDHD,mouse
234730,Fcsk,197258,FCSK,mouse
74568,Mlkl,197259,MLKL,mouse
13681,Eif4a1,1973,EIF4A1,mouse
13999,Gm14288,197320,ZNF778,mouse
73451,Zfp763,197320,ZNF778,mouse
257633,Acsf3,197322,ACSF3,mouse
106618,Wdr90,197335,WDR90,mouse
193838,Eme2,197342,EME2,mouse
381070,Casp16,197350,CASP16P,mouse
268857,Nlrc3,197358,NLRC3,mouse
67711,Nsmce1,197370,NSMCE1,mouse
13682,Eif4a2,1974,EIF4A2,mouse
233887,Zfp553,197407,ZNF48,mouse
75705,Eif4b,1975,EIF4B,mouse
13684,Eif4e,1977,EIF4E,mouse
13685,Eif4ebp1,1978,EIF4EBP1,mouse
13688,Eif4ebp2,1979,EIF4EBP2,mouse
208643,Eif4g1,1981,EIF4G1,mouse
13690,Eif4g2,1982,EIF4G2,mouse
217869,Eif5,1983,EIF5,mouse
276770,Eif5a,1984,EIF5A,mouse
277496,Lkaaear1,198437,LKAAEAR1,mouse
11629,Aif1,199,AIF1,mouse
109901,Cela1,1990,CELA1,mouse
50701,Elane,1991,ELANE,mouse
282663,Serpinb1b,1992,SERPINB1,mouse
380839,Serpinb1c,1992,SERPINB1,mouse
66222,Serpinb1a,1992,SERPINB1,mouse
72507,Dzip1l,199221,DZIP1L,mouse
74052,Ttc21a,199223,TTC21A,mouse
15569,Elavl2,1993,ELAVL2,mouse
15568,Elavl1,1994,ELAVL1,mouse
15571,Elavl3,1995,ELAVL3,mouse
15572,Elavl4,1996,ELAVL4,mouse
69189,Mcemp1,199675,MCEMP1,mouse
619310,Zfp872,199692,ZNF627,mouse
23863,Dand5,199699,DAND5,mouse
13709,Elf1,1997,ELF1,mouse
22689,Zfp27,199704,ZNF585A,mouse
243897,Ggn,199720,GGN,mouse
260299,Cadm4,199731,CADM4,mouse
233073,U2af1l4,199746,U2AF1L4,mouse
100037278,Niban3,199786,NIBAN3,mouse
69257,Elf2,1998,ELF2,mouse
66789,Alg14,199857,ALG14,mouse
230789,Fam76a,199870,FAM76A,mouse
13710,Elf3,1999,ELF3,mouse
242594,Fyb2,199920,FYB2,mouse
230917,Tmem201,199953,TMEM201,mouse
329909,Tmem61,199964,TMEM61,mouse
67513,Faap20,199990,FAAP20,mouse
232345,A2m,2,A2M,mouse
11305,Abca2,20,ABCA2,mouse
56501,Elf4,2000,ELF4,mouse
242603,Cdcp2,200008,CDCP2,mouse
230612,Slc5a9,200010,SLC5A9,mouse
319965,Cc2d1b,200014,CC2D1B,mouse
78373,Nudt17,200035,NUDT17,mouse
109658,Txlna,200081,TXLNA,mouse
13711,Elf5,2001,ELF5,mouse
67344,Dynlt5,200132,DYNLT5,mouse
319455,Pld5,200150,PLD5,mouse
69428,1700016C15Rik,200159,C1orf100,mouse
74362,Spag17,200162,SPAG17,mouse
194219,Slfnl1,200172,SLFNL1,mouse
66059,Krtcap2,200185,KRTCAP2,mouse
74343,Crtc2,200186,CRTC2,mouse
13712,Elk1,2002,ELK1,mouse
216792,Iba57,200205,IBA57,mouse
76426,Fam209,200232,FAM209A,mouse
71673,Rnf215,200312,RNF215,mouse
80287,Apobec3,200316,APOBEC3F,mouse
14237,Foxd4,200350,FOXD4L1,mouse
226356,Cfap221,200373,CFAP221,mouse
13713,Elk3,2004,ELK3,mouse
70853,Vwa3b,200403,VWA3B,mouse
263764,Creg2,200407,CREG2,mouse
194388,Tet3,200424,TET3,mouse
13714,Elk4,2005,ELK4,mouse
66284,Gkn2,200504,GKN2,mouse
74221,Tex37,200523,TEX37,mouse
78321,Ankrd23,200539,ANKRD23,mouse
72103,Aplf,200558,APLF,mouse
18711,Pikfyve,200576,PIKFYVE,mouse
13717,Eln,2006,ELN,mouse
69815,Krtcap3,200634,KRTCAP3,mouse
103765,Tmem17,200728,TMEM17,mouse
114716,Spred2,200734,SPRED2,mouse
74430,Cfap20dc,200844,CFAP20DC,mouse
71393,Kctd6,200845,KCTD6,mouse
239759,Liph,200879,LIPH,mouse
68146,Arl13b,200894,ARL13B,mouse
13361,Dhfr,200895,DHFR2,mouse
68519,Eml1,2009,EML1,mouse
68028,Rpl22l1,200916,RPL22L1,mouse
106407,Slc51a,200931,SLC51A,mouse
268882,Fbxo45,200933,FBXO45,mouse
78267,Klhdc8b,200942,KLHDC8B,mouse
224116,Muc20,200958,MUC20,mouse
328699,Gabrr3,200959,GABRR3,mouse
13726,Emd,2010,EMD,mouse
13728,Mark2,2011,MARK2,mouse
76380,Cep112,201134,CEP112,mouse
68460,Dhrs7c,201140,DHRS7C,mouse
67510,Tvp23b,201158,TVP23C,mouse
73139,Cenpv,201161,CENPV,mouse
216805,Flcn,201163,FLCN,mouse
194908,Pld6,201164,PLD6,mouse
544817,Arhgap27,201176,ARHGAP27,mouse
278304,Zfp385c,201181,ZNF385C,mouse
217125,Samd14,201191,SAMD14,mouse
13730,Emp1,2012,EMP1,mouse
66274,Lyrm9,201229,LYRM9,mouse
69309,Slc16a13,201232,SLC16A13,mouse
20892,Cenpx,201254,CENPX,mouse
217366,Lrrc45,201255,LRRC45,mouse
69806,Slc39a11,201266,SLC39A11,mouse
338364,Trim65,201292,TRIM65,mouse
70450,Unc13d,201294,UNC13D,mouse
66599,Rdm1,201299,RDM1,mouse
13731,Emp2,2013,EMP2,mouse
77577,Spns3,201305,SPNS3,mouse
13732,Emp3,2014,EMP3,mouse
50764,Fbxo15,201456,FBXO15,mouse
19328,Rab12,201475,RAB12,mouse
13733,Adgre1,2015,ADGRE1,mouse
207259,Zbtb7c,201501,ZBTB7C,mouse
22767,Zfy1,201514,ZNF584,mouse
22768,Zfy2,201514,ZNF584,mouse
100043042,Zscan4-ps3,201516,ZSCAN4,mouse
245109,Zscan4c,201516,ZSCAN4,mouse
545912,Zscan4-ps1,201516,ZSCAN4,mouse
665848,Zscan4e,201516,ZSCAN4,mouse
665902,Zscan4f,201516,ZSCAN4,mouse
70757,Hacd2,201562,HACD2,mouse
68292,Stt3b,201595,STT3B,mouse
13796,Emx1,2016,EMX1,mouse
110083,Dnah12,201625,DNAH12,mouse
211948,Pde12,201626,PDE12,mouse
211922,Dennd6a,201627,DENND6A,mouse
100043314,Tigit,201633,TIGIT,mouse
13043,Cttn,2017,CTTN,mouse
75939,4930579G24Rik,201725,C4orf46,mouse
231290,Slc10a4,201780,SLC10A4,mouse
545758,Slc10a4-ps,201780,SLC10A4,mouse
403175,Tigd4,201798,TIGD4,mouse
320782,Tmem154,201799,TMEM154,mouse
13797,Emx2,2018,EMX2,mouse
68552,Smim14,201895,SMIM14,mouse
13798,En1,2019,EN1,mouse
73067,Tmem192,201931,TMEM192,mouse
192174,Rwdd4a,201965,RWDD4,mouse
408022,Primpol,201973,PRIMPOL,mouse
11630,Crybg1,202,CRYBG1,mouse
13799,En2,2020,EN2,mouse
231225,Tapt1,202018,TAPT1,mouse
71242,Spata24,202051,SPATA24,mouse
76594,Dnajc18,202052,DNAJC18,mouse
13804,Endog,2021,ENDOG,mouse
223332,Ranbp3l,202151,RANBP3L,mouse
13805,Eng,2022,ENG,mouse
76041,Ccdc125,202243,CCDC125,mouse
13806,Eno1,2023,ENO1,mouse
433182,Eno1b,2023,ENO1,mouse
238875,Gapt,202309,GAPT,mouse
76469,Cmya5,202333,CMYA5,mouse
269019,Stk32a,202374,STK32A,mouse
21645,Tcte1,202500,TCTE1,mouse
170771,Khdrbs2,202559,KHDRBS2,mouse
13807,Eno2,2026,ENO2,mouse
13808,Eno3,2027,ENO3,mouse
13809,Enpep,2028,ENPEP,mouse
56205,Ensa,2029,ENSA,mouse
231832,Tmem184a,202915,TMEM184A,mouse
11636,Ak1,203,AK1,mouse
63959,Slc29a1,2030,SLC29A1,mouse
268822,Adck5,203054,ADCK5,mouse
22154,Tubb5,203068,TUBB,mouse
71843,R3hcc1,203069,R3HCC1,mouse
71037,Prss55,203074,PRSS55,mouse
67750,4930578I06Rik,203076,C8orf74,mouse
330723,Htra4,203100,HTRA4,mouse
353188,Adam32,203102,ADAM32,mouse
239368,Erich5,203111,ERICH5,mouse
213469,Lgi3,203190,LGI3,mouse
230279,Tmem268,203197,TMEM268,mouse
73205,C9orf72,203228,C9orf72,mouse
320226,Ccdc171,203238,CCDC171,mouse
71254,Naif1,203245,NAIF1,mouse
71901,Fam219a,203259,FAM219A,mouse
622404,Ccdc107,203260,CCDC107,mouse
75691,Anks6,203286,ANKS6,mouse
328572,Ep300,2033,EP300,mouse
66329,Susd3,203328,SUSD3,mouse
13819,Epas1,2034,EPAS1,mouse
194744,Slc25a43,203427,SLC25A43,mouse
213436,Rtl3,203430,RTL3,mouse
27206,Nrk,203447,NRK,mouse
269587,Epb41,2035,EPB41,mouse
236790,Ints6l,203522,INTS6L,mouse
78619,Zfp449,203523,ZNF449,mouse
67048,Vma21,203547,VMA21,mouse
13821,Epb41l1,2036,EPB41L1,mouse
13822,Epb41l2,2037,EPB41L2,mouse
13828,Epb42,2038,EPB42,mouse
233246,Ano5,203859,ANO5|LOC102723370,mouse
13829,Dmtn,2039,DMTN,mouse
11637,Ak2,204,AK2,mouse
13830,Stom,2040,STOM,mouse
13835,Epha1,2041,EPHA1,mouse
13837,Epha3,2042,EPHA3,mouse
545975,Cers3,204219,CERS3,mouse
13838,Epha4,2043,EPHA4,mouse
13839,Epha5,2044,EPHA5,mouse
71830,Pdilt,204474,PDILT,mouse
13841,Epha7,2045,EPHA7,mouse
13842,Epha8,2046,EPHA8,mouse
270190,Ephb1,2047,EPHB1,mouse
13844,Ephb2,2048,EPHB2,mouse
15257,Hipk1,204851,HIPK1,mouse
13845,Ephb3,2049,EPHB3,mouse
242259,Slc44a5,204962,SLC44A5,mouse
11639,Ak4,205,AK4,mouse
13846,Ephb4,2050,EPHB4,mouse
13848,Ephb6,2051,EPHB6,mouse
211383,Amer3,205147,AMER3,mouse
13849,Ephx1,2052,EPHX1,mouse
67885,Mtln,205251,MTLN,mouse
13850,Ephx2,2053,EPHX2,mouse
73467,1700066M21Rik,205327,C2orf69,mouse
13852,Stx2,2054,STX2,mouse
68861,Dipk2a,205428,DIPK2A,mouse
26889,Cln8,2055,CLN8,mouse
320213,Senp5,205564,SENP5,mouse
13856,Epo,2056,EPO,mouse
13857,Epor,2057,EPOR,mouse
207806,Usf3,205717,USF3,mouse
107508,Eprs,2058,EPRS1,mouse
622117,Triml2,205860,TRIML2,mouse
13860,Eps8,2059,EPS8,mouse
13858,Eps15,2060,EPS15,mouse
13864,Nr2f6,2063,NR2F6,mouse
74574,Lvrn,206338,LVRN,mouse
215335,Slc36a1,206358,SLC36A1,mouse
13866,Erbb2,2064,ERBB2,mouse
214568,Gm136,206412,C6orf163,mouse
13867,Erbb3,2065,ERBB3,mouse
13869,Erbb4,2066,ERBB4,mouse
13870,Ercc1,2067,ERCC1,mouse
13871,Ercc2,2068,ERCC2,mouse
13874,Ereg,2069,EREG,mouse
11651,Akt1,207,AKT1,mouse
14051,Eya4,2070,EYA4,mouse
236082,Dhrsx,207063,DHRSX,mouse
13872,Ercc3,2071,ERCC3,mouse
73481,Prss59,207147,PRSS59P,mouse
50505,Ercc4,2072,ERCC4,mouse
22592,Ercc5,2073,ERCC5,mouse
319955,Ercc6,2074,ERCC6,mouse
13875,Erf,2077,ERF,mouse
13876,Erg,2078,ERG,mouse
100042777,Erhrt-ps,2079,ERH,mouse
13877,Erh,2079,ERH,mouse
11652,Akt2,208,AKT2,mouse
78943,Ern1,2081,ERN1,mouse
14113,Fbl,2091,FBL,mouse
13885,Esd,2098,ESD,mouse
13982,Esr1,2099,ESR1,mouse
27410,Abca3,21,ABCA3,mouse
17025,Alad,210,ALAD,mouse
13983,Esr2,2100,ESR2,mouse
26379,Esrra,2101,ESRRA,mouse
26380,Esrrb,2103,ESRRB,mouse
26381,Esrrg,2104,ESRRG,mouse
225363,Etf1,2107,ETF1,mouse
110842,Etfa,2108,ETFA,mouse
110826,Etfb,2109,ETFB,mouse
11655,Alas1,211,ALAS1,mouse
66841,Etfdh,2110,ETFDH,mouse
23871,Ets1,2113,ETS1,mouse
23872,Ets2,2114,ETS2,mouse
14009,Etv1,2115,ETV1,mouse
14008,Etv2,2116,ETV2,mouse
27049,Etv3,2117,ETV3,mouse
18612,Etv4,2118,ETV4,mouse
104156,Etv5,2119,ETV5,mouse
11656,Alas2,212,ALAS2,mouse
14011,Etv6,2120,ETV6,mouse
59056,Evc,2121,EVC,mouse
14013,Mecom,2122,MECOM,mouse
14017,Evi2a,2123,EVI2A,mouse
101488212,Evi2,2124,EVI2B,mouse
216984,Evi2b,2124,EVI2B,mouse
14027,Evpl,2125,EVPL,mouse
14028,Evx1,2128,EVX1,mouse
11657,Alb,213,ALB,mouse
14030,Ewsr1,2130,EWSR1,mouse
14042,Ext1,2131,EXT1,mouse
14043,Ext2,2132,EXT2,mouse
56219,Extl1,2134,EXTL1,mouse
58193,Extl2,2135,EXTL2,mouse
54616,Extl3,2137,EXTL3,mouse
14048,Eya1,2138,EYA1,mouse
14049,Eya2,2139,EYA2,mouse
11658,Alcam,214,ALCAM,mouse
14050,Eya3,2140,EYA3,mouse
14055,Ezh1,2145,EZH1,mouse
14056,Ezh2,2146,EZH2,mouse
14061,F2,2147,F2,mouse
14062,F2r,2149,F2R,mouse
11666,Abcd1,215,ABCD1,mouse
14063,F2rl1,2150,F2RL1,mouse
14064,F2rl2,2151,F2RL2,mouse
14066,F3,2152,F3,mouse
14067,F5,2153,F5,mouse
14068,F7,2155,F7,mouse
14069,F8,2157,F8,mouse
14071,F9,2158,F9,mouse
14058,F10,2159,F10,mouse
11668,Aldh1a1|E030003E18Rik,216,ALDH1A1,mouse
26358,Aldh1a7,216,ALDH1A1,mouse
109821,F11,2160,F11,mouse
58992,F12,2161,F12,mouse
74145,F13a1,2162,F13A1,mouse
14060,F13b,2165,F13B,mouse
14073,Faah,2166,FAAH,mouse
11770,Fabp4,2167,FABP4,mouse
14080,Fabp1,2168,FABP1,mouse
14079,Fabp2,2169,FABP2,mouse
11669,Aldh2,217,ALDH2,mouse
14077,Fabp3,2170,FABP3,mouse
16592,Fabp5,2171,FABP5,mouse
16204,Fabp6,2172,FABP6,mouse
12140,Fabp7,2173,FABP7,mouse
14087,Fanca,2175,FANCA,mouse
14088,Fancc,2176,FANCC,mouse
211651,Fancd2,2177,FANCD2,mouse
72775,Fance,2178,FANCE,mouse
11670,Aldh3a1,218,ALDH3A1,mouse
14081,Acsl1,2180,ACSL1,mouse
74205,Acsl3,2181,ACSL3,mouse
50790,Acsl4,2182,ACSL4,mouse
14085,Fah,2184,FAH,mouse
19229,Ptk2b,2185,PTK2B,mouse
207165,Bptf,2186,BPTF,mouse
237211,Fancb,2187,FANCB,mouse
100040608,Fancf,2188,FANCF,mouse
60534,Fancg,2189,FANCG,mouse
72535,Aldh1b1,219,ALDH1B1,mouse
14089,Fap,2191,FAP,mouse
14114,Fbln1,2192,FBLN1,mouse
209086,Samd9l,219285,SAMD9L,mouse
72125,Amer2,219287,AMER2,mouse
108888,Atad3a,219293,ATAD3C,mouse
66590,Farsa,2193,FARSA,mouse
22217,Usp12,219333,USP12,mouse
211623,Plac9,219348,PLAC9,mouse
