symbol,compound,compound_label,direction,phase,layer
ARG1,https://pubchem.ncbi.nlm.nih.gov/compound/5278,"[3-(4-Bromo-2-fluoro-benzyl)-4-oxo-3,4-dihydro-phthalazin-1-yl]-acetic acid (ponalrestat)_5278",positively regulates,,probe/bioactivity
ARG1,https://pubchem.ncbi.nlm.nih.gov/compound/5281078,mycophenolate mofetil_5281078.0,negatively regulates,,probe/bioactivity
ARG1,https://pubchem.ncbi.nlm.nih.gov/compound/5281078,mycophenolate-mofetil,negatively regulates,,probe/bioactivity
ARG1,https://pubchem.ncbi.nlm.nih.gov/compound/5281087,oxantel,negatively regulates,,probe/bioactivity
ARG1,https://pubchem.ncbi.nlm.nih.gov/compound/5281426,7-hydroxycoumarin_5281426.0,negatively regulates,,probe/bioactivity
ARG1,https://pubchem.ncbi.nlm.nih.gov/compound/5281426,Umbelliferone_5281426,negatively regulates,,probe/bioactivity
ARG1,https://pubchem.ncbi.nlm.nih.gov/compound/5281691,rhamnetin,negatively regulates,,probe/bioactivity
ARG1,https://pubchem.ncbi.nlm.nih.gov/compound/5284513,Acitretin,negatively regulates,,probe/bioactivity
ARG1,https://pubchem.ncbi.nlm.nih.gov/compound/5288320,"4-[5-(4-Pyridinyl)-1H-1,2,4-triazol-3-yl]pyridine-2-carbonitrile_5288320",positively regulates,,probe/bioactivity
ARG1,https://pubchem.ncbi.nlm.nih.gov/compound/5311309,Nateglinide,negatively regulates,,probe/bioactivity
ARG1,https://pubchem.ncbi.nlm.nih.gov/compound/5344,SID11113344_5344,positively regulates,,probe/bioactivity
ARG1,https://pubchem.ncbi.nlm.nih.gov/compound/5344,sulfisoxazole_5344.0,positively regulates,,probe/bioactivity
ARG1,https://pubchem.ncbi.nlm.nih.gov/compound/5403,terbutaline_5403,negatively regulates,,probe/bioactivity
ARG1,https://pubchem.ncbi.nlm.nih.gov/compound/5403,terbutaline_5403.0,negatively regulates,,probe/bioactivity
ARG1,https://pubchem.ncbi.nlm.nih.gov/compound/54585,Balsalazide,positively regulates,,probe/bioactivity
ARG1,https://pubchem.ncbi.nlm.nih.gov/compound/54654330,SA-1463814,negatively regulates,,probe/bioactivity
ARG1,https://pubchem.ncbi.nlm.nih.gov/compound/54654441,SA-1480001,negatively regulates,,probe/bioactivity
ARG1,https://pubchem.ncbi.nlm.nih.gov/compound/54657678,SA-1456443,positively regulates,,probe/bioactivity
ARG1,https://pubchem.ncbi.nlm.nih.gov/compound/54657695,SA-1973497,positively regulates,,probe/bioactivity
ARG1,https://pubchem.ncbi.nlm.nih.gov/compound/54657708,SA-1457336,negatively regulates,,probe/bioactivity
ARG1,https://pubchem.ncbi.nlm.nih.gov/compound/54657711,SA-1456751,positively regulates,,probe/bioactivity
ARG1,https://pubchem.ncbi.nlm.nih.gov/compound/54657712,SA-1457945,positively regulates,,probe/bioactivity
ARG1,https://pubchem.ncbi.nlm.nih.gov/compound/54657734,SA-1459173,positively regulates,,probe/bioactivity
ARG1,https://pubchem.ncbi.nlm.nih.gov/compound/54657737,SA-1457769,negatively regulates,,probe/bioactivity
ARG1,https://pubchem.ncbi.nlm.nih.gov/compound/54657742,SA-1455791,negatively regulates,,probe/bioactivity
ARG1,https://pubchem.ncbi.nlm.nih.gov/compound/54658117,SA-1457810,negatively regulates,,probe/bioactivity
ARG1,https://pubchem.ncbi.nlm.nih.gov/compound/54658498,SA-1459167,positively regulates,,probe/bioactivity
ARG1,https://pubchem.ncbi.nlm.nih.gov/compound/54658965,SA-1456352,negatively regulates,,probe/bioactivity
ARG1,https://pubchem.ncbi.nlm.nih.gov/compound/54659373,SA-1456305,positively regulates,,probe/bioactivity
ARG1,https://pubchem.ncbi.nlm.nih.gov/compound/54660111,SA-1459481,positively regulates,,probe/bioactivity
ARG1,https://pubchem.ncbi.nlm.nih.gov/compound/54669111,SA-1921614,positively regulates,,probe/bioactivity
ARG1,https://pubchem.ncbi.nlm.nih.gov/compound/5702076,isoxsuprine,negatively regulates,,probe/bioactivity
ARG1,https://pubchem.ncbi.nlm.nih.gov/compound/60490,Zileuton_60490,negatively regulates,,probe/bioactivity
ARG1,https://pubchem.ncbi.nlm.nih.gov/compound/60648,tiagabine_60648,positively regulates,,probe/bioactivity
ARG1,https://pubchem.ncbi.nlm.nih.gov/compound/60648,tiagabine_60648.0,positively regulates,,probe/bioactivity
ARG1,https://pubchem.ncbi.nlm.nih.gov/compound/60877,Emtricitabine,positively regulates,,probe/bioactivity
ARG1,https://pubchem.ncbi.nlm.nih.gov/compound/60877,emtricitabine_60877.0,positively regulates,,probe/bioactivity
ARG1,https://pubchem.ncbi.nlm.nih.gov/compound/6410758,cefatrizine,negatively regulates,,probe/bioactivity
ARG1,https://pubchem.ncbi.nlm.nih.gov/compound/6419931,methyl-hydantoin,positively regulates,,probe/bioactivity
ARG1,https://pubchem.ncbi.nlm.nih.gov/compound/65373,Secoisolariciresinol,positively regulates,,probe/bioactivity
ARG1,https://pubchem.ncbi.nlm.nih.gov/compound/65373,secoisolariciresinol_65373.0,positively regulates,,probe/bioactivity
ARG1,https://pubchem.ncbi.nlm.nih.gov/compound/6560164,azlocillin,positively regulates,,probe/bioactivity
ARG1,https://pubchem.ncbi.nlm.nih.gov/compound/6604887,"4-((1R,2S)-3-(4-benzylpiperidin-1-yl)-1-hydroxy-2-methylpropyl)phenol_6604887",negatively regulates,,probe/bioactivity
ARG1,https://pubchem.ncbi.nlm.nih.gov/compound/667477,[<sup>11</sup>C]doxepin_667477,positively regulates,,probe/bioactivity
ARG1,https://pubchem.ncbi.nlm.nih.gov/compound/6708582,deoxyandirobin,positively regulates,,probe/bioactivity
ARG1,https://pubchem.ncbi.nlm.nih.gov/compound/681615,KDM-096,negatively regulates,,probe/bioactivity
ARG1,https://pubchem.ncbi.nlm.nih.gov/compound/6839,Phensuximide,negatively regulates,,probe/bioactivity
ARG1,https://pubchem.ncbi.nlm.nih.gov/compound/6839,phensuximide_6839.0,negatively regulates,,probe/bioactivity
ARG1,https://pubchem.ncbi.nlm.nih.gov/compound/7020214,Val-Val-Val,positively regulates,,probe/bioactivity
ARG1,https://pubchem.ncbi.nlm.nih.gov/compound/709391,MW-STK33-2A,positively regulates,,probe/bioactivity
ARG1,https://pubchem.ncbi.nlm.nih.gov/compound/7172,Synephrine,positively regulates,,probe/bioactivity
ARG1,https://pubchem.ncbi.nlm.nih.gov/compound/7172,synephrine_7172.0,positively regulates,,probe/bioactivity
ARG1,https://pubchem.ncbi.nlm.nih.gov/compound/90843500,Rolitetracycline,negatively regulates,,probe/bioactivity
ARG1,https://pubchem.ncbi.nlm.nih.gov/compound/9869929,(S)-4-(3-chloro-4-methoxybenzylamino)-2-(2-(hydroxymethyl)pyrrolidin-1-yl)-N-(pyrimidin-2-ylmethyl)pyrimidine-5-carboxamide_9869929,positively regulates,,probe/bioactivity
ARG1,https://pubchem.ncbi.nlm.nih.gov/compound/9918,norcyclobenzaprine,negatively regulates,,probe/bioactivity
ARG1,https://pubchem.ncbi.nlm.nih.gov/compound/9934347,SID103904601_9934347,positively regulates,,probe/bioactivity
ATP2A3,https://pubchem.ncbi.nlm.nih.gov/compound/11485656,N-[4-(3-amino-1H-indazol-4-yl)phenyl]-N'-(2-fluoro-5-methylphenyl)urea_11485656,negatively regulates,,probe/bioactivity
ATP2A3,https://pubchem.ncbi.nlm.nih.gov/compound/11771279,Cyclohexyl-(2-phenoxy-9H-purin-6-yl)-amine_11771279,positively regulates,,probe/bioactivity
ATP2A3,https://pubchem.ncbi.nlm.nih.gov/compound/16363,benperidol_16363,negatively regulates,,probe/bioactivity
ATP2A3,https://pubchem.ncbi.nlm.nih.gov/compound/22152353,ORG-9768,negatively regulates,,probe/bioactivity
ATP2A3,https://pubchem.ncbi.nlm.nih.gov/compound/2747117,BI-78D3,negatively regulates,,probe/bioactivity
ATP2A3,https://pubchem.ncbi.nlm.nih.gov/compound/44629987,Brivudine,negatively regulates,,probe/bioactivity
ATP2A3,https://pubchem.ncbi.nlm.nih.gov/compound/49843318,SD-6-035-A11,positively regulates,,probe/bioactivity
ATP2A3,https://pubchem.ncbi.nlm.nih.gov/compound/52912189,GSK1210151A,positively regulates,,probe/bioactivity
ATP2A3,https://pubchem.ncbi.nlm.nih.gov/compound/52912189,I-BET151_52912189,positively regulates,,probe/bioactivity
ATP2A3,https://pubchem.ncbi.nlm.nih.gov/compound/65957,Pazufloxacin,negatively regulates,,probe/bioactivity
ATP2A3,https://pubchem.ncbi.nlm.nih.gov/compound/71271629,"2-methoxy-N-(3-methyl-2-oxo-1,2,3,4-tetrahydroquinazolin-6-yl)benzenesulfonamide_71271629",positively regulates,,probe/bioactivity
ATP2A3,https://pubchem.ncbi.nlm.nih.gov/compound/86101,Epidepride,positively regulates,,probe/bioactivity
ATP5F1C,https://pubchem.ncbi.nlm.nih.gov/compound/2081,alaproclate,positively regulates,,probe/bioactivity
ATP5F1C,https://pubchem.ncbi.nlm.nih.gov/compound/5337997,nifuroxazide,negatively regulates,,probe/bioactivity
ATP5F1D,https://pubchem.ncbi.nlm.nih.gov/compound/132971,"Abiraterone; 17-(3-Pyridyl)androsta-5,16-dien-3beta-ol_132971",positively regulates,,probe/bioactivity
ATP5F1D,https://pubchem.ncbi.nlm.nih.gov/compound/6477762,NSC-632839,negatively regulates,,probe/bioactivity
ATP5PD,https://pubchem.ncbi.nlm.nih.gov/compound/3472,Gimeracil,positively regulates,,probe/bioactivity
ATP5PD,https://pubchem.ncbi.nlm.nih.gov/compound/4178,"1-(2,6-dimethylphenoxy)propan-2-amine_4178",negatively regulates,,probe/bioactivity
ATP5PD,https://pubchem.ncbi.nlm.nih.gov/compound/4178,mexiletine_4178.0,negatively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/10029385,"3-[9-Fluoro-2-(piperidine-1-carbonyl)-1,2,3,4-tetrahydro-[1,4]diazepino[6,7,1-hi]indol-7-yl]-4-imidazo[1,2-a]pyridin-3-yl-pyrrole-2,5-dione_10029385",negatively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/10322450,"tert-butyl 3-[(2S,5S,8S)-2-isobutyl-14-methoxy-4,7-dioxo-3,6,17-triazatetracyclo[8.7.0.0(3,8.0)11,16]heptadeca-1(10),11,13,15-tetraene-5-yl]propanoate_10322450",negatively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/10405323,WR-216174,positively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/10932412,6-nitrodopamine,negatively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/11012,gitoxigenin,negatively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/11296282,"3-(1-(2,4-dichlorobenzyl)-5-fluoro-3-methyl-1H-indol-7-yl)-N-(4,5-dichlorothiophen-2-ylsulfonyl)acrylamide_11296282",negatively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/11450633,Alogliptin_11450633,negatively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/11609586,Serdemetan,negatively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/119032,NO-ASA,positively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/11955716,"(2,4-dihydroxy-5-isopropylphenyl)(5-((4-methylpiperazin-1-yl)methyl)isoindolin-2-yl)methanone_11955716",positively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/1206243,Mirin,positively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/126388,SID11113539_126388,positively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/1285940,"4-(4-((5-(4,5-dimethyl-2-nitrophenyl)furan-2-yl)methylene)-3-methyl-5-oxo-4,5-dihydro-1H-pyrazol-1-yl)benzoic acid_1285940",positively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/130325,SA-792709,positively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/133008,5-(4-chlorophenyl)-4-methyl-3-(1-phenethylpiperidin-4-yl)isoxazole_133008,positively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/135539077,"5-(2,4-dihydroxy-5-isopropylphenyl)-N-ethyl-4-(4-(morpholinomethyl)phenyl)isoxazole-3-carboxamide_135539077",positively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/135564985,Ganetespib_135564985,positively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/135659046,Salermide,negatively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/153241,{3-[3-(3-Methoxy-4-oxazol-5-yl-phenyl)-ureido]-benzyl}-carbamic acid tetrahydro-furan-3-yl ester_153241,negatively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/1560402,SMER-28,negatively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/16129666,Thiostrepton,positively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/16351,"2-Chloro-11-(4-methyl-piperazin-1-yl)-dibenzo[b,f][1,4]thiazepine::2-Chloro-11-(4-methyl-piperazin-1-yl)-dibenzo[b,f][1,4]thiazepine(clothiapine)::2-chloro-11-(4-methylpiperazin-1-yl)dibenzo[b,f][1,4]thiazepine::CHEMBL304902::Clothiapine_16351",negatively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/16736529,"6-chloro-9-((4-methoxy-3,5-dimethylpyridin-2-yl)methyl)-9H-purin-2-amine_16736529",positively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/16741,phenethyl isothiocyanate_16741,positively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/16741245,AZD7545_16741245,negatively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/16747776,"3,5-dichloro-2-hydroxy-N-(4-methoxy-biphenyl-3-yl)-benzenesulfonamide_16747776",negatively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/1697,CGP-52411,negatively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/1720,SID11110714_1720,negatively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/180933,SID11112883_180933,positively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/182585,MDL-72832,positively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/19103,NSC-3852,positively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/2019,actinomycin-d,negatively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/2075,aklomide,negatively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/208908,LAPATINIB,negatively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/208908,SID103905568_208908,negatively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/2129,AM-92016,negatively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/222515,Brazilin,positively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/23116322,KW-2478,positively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/23351218,radicicol,positively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/23760717,CA-074-Me,positively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/23891056,I-606051,positively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/24856238,FU-JMBII227B,positively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/25105715,"N-(2-(4-oxo-1-phenyl-1,3,8-triazaspiro[4.5]decan-8-yl)ethyl)-2-naphthamide_25105715",negatively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/25154867,PF3845_25154867,negatively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/25154868,PF750_25154868,negatively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/25183872,"(R)-1-(2-(2,5-dichlorobenzamido)acetamido)-3-methylbutylboronic acid_25183872",positively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/262093,SID11114132_262093,positively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/265237,Withaferin-a,positively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/2710,Chlorcyclizine,negatively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/2785467,ARG-A1-2,positively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/2801,clomipramine_2801,negatively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/2819095,KM-00799,positively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/2853753,CCT-031374,negatively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/2858523,CHEMBL-374350,negatively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/3080926,2-(2-benzofuranyl)-2-imidazoline_3080926,negatively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/3117,disulfiram_3117.0,positively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/3117,SID11111860_3117,positively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/3121,valproic acid_3121,negatively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/3121,valproic acid_3121.0,negatively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/3125011,MW-A1-2,negatively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/3166,drofenine,negatively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/327653,pifithrin-mu,positively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/33625,N-{1-[2-(1H-Indol-3-yl)-ethyl]-piperidin-4-yl}-benzamide_33625,positively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/3550807,EMF-sumo1-7,negatively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/3646984,F-1061-0166,positively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/3689415,K784-3187,positively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/3689416,K784-3188,positively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/3728,SID855609_3728,negatively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/379077,"6-chloro-7-(2-morpholinoethylamino)quinoline-5,8-dione_379077",positively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/3803,JLK-6,positively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/3816756,AT-SUMO-1,positively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/387447,BORTEZOMIB,positively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/387447,Dipeptidyl boronic acid derivative_387447,positively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/393595,SID11113966_393595,positively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/399698,n-bromoacetyltryptamine,positively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/4139,Methylene blue_4139,negatively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/4183496,EMF-bca1-16,positively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/4237309,L-701252,negatively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/4369524,"5-(4,4-dimethyl-2-thioxo-2,4-dihydro-1H-benzo[d][1,3]oxazin-6-yl)-1-methyl-1H-pyrrole-2-carbonitrile_4369524",negatively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/4381125,K784-3131,positively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/44240264,SRT-1720,negatively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/44369694,BNTX,positively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/44462760,Dabrafenib_44462760,negatively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/44483259,Manumycin-a,positively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/445580,docosahexaenoic acid_445580,positively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/445621,Glucosamine,negatively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/44589607,7b-cis,positively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/44607587,KU-C104141,negatively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/4462449,CAY-10578,negatively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/448013,Epothilone,positively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/448013,epothilone B_448013.0,positively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/44819697,"N-(biphenyl-2-yl)-8-(4-(pyridin-3-yl)-1H-1,2,3-triazol-1-yl)octanamide_44819697",negatively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/45006067,parthenolide,positively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/457193,Dactinomycin,negatively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/462382,compound 5b [PMID: 16686537]_462382,positively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/4641,Oxyphenbutazone_4641,positively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/46695,Salsoline,negatively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/4767,phenothrin,negatively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/481747,Cdk4 inhibitor III_481747,positively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/4832,pipenzolate,negatively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/4850,SID11111688_4850,positively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/4934,propantheline_4934,negatively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/5053,resmethrin,positively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/5056826,F-1566-0341,positively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/51003685,CVF-SUMO-14,positively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/51003694,EMF-sumo1-39,positively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/51003695,CVF-SUMO-7,positively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/51003716,CVF-SUMO-11,positively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/5240,Iodoacetic-acid,positively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/5281222,butein,positively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/5281614,fisetin_5281614,negatively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/5281847,rottlerin_5281847,negatively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/5282054,cerulenin,positively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/5282054,Cerulenin_5282054.0,positively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/5284550,dosulepin,negatively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/5286534,STOCK1S-03920,negatively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/5286565,ST-4029573,positively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/5288382,Geldanamycin_5288382,positively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/5288382,geldanamycin_5288382.0,positively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/5288674,17-(2-dimethylamino)ethylamino-17-demethoxygeldanamycin_5288674,positively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/52914932,SAR-245408,negatively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/5311346,"((4aR,10bR)-4-propyl-3,4,4a,10b-tetrahydro-2H,5H-chromeno[4,3-b][1,4]-oxazin-9-ol)_5311346",negatively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/5323714,Furazolidone,negatively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/5323714,furazolidone_5323714.0,negatively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/5350,Sulforaphane_5350,positively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/5353431,BAY-11-7082,positively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/5400,TER-14687,positively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/54657695,SA-1973497,negatively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/5475586,BCI-hydrochloride,positively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/5497183,"benzyl (S)-4-methyl-1-((S)-4-methyl-1-((S,E)-5-methyl-1-(methylsulfonyl)hex-1-en-3-ylamino)-1-oxopentan-2-ylamino)-1-oxopentan-2-ylcarbamate_5497183",positively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/5702055,flumethasone-pivalate,negatively regulates,,probe/bioactivity
BAG3,https://pubchem.ncbi.nlm.nih.gov/compound/5702164,puromycin,positively regulates,,probe/bioactivity
