rel,otherLabel,cat,source,nStatements
predisposes_to_condition,tau Proteins,aapp,PubMed,1
preventative_for_condition,Taurine,aapp,PubMed,1
predisposes_to_condition,thimet oligopeptidase,aapp,PubMed,1
predisposes_to_condition,TRANSCRIPTION FACTOR,aapp,PubMed,1
predisposes_to_condition,Transcription factor genes,aapp,PubMed,1
predisposes_to_condition,Transforming Growth Factor beta,aapp,PubMed,1
preventative_for_condition,Transforming Growth Factor beta,aapp,PubMed,1
predisposes_to_condition,Transgenes,aapp,PubMed,1
predisposes_to_condition,Transglutaminases,aapp,PubMed,1
predisposes_to_condition,Tryptophan,aapp,PubMed,1
predisposes_to_condition,Tumor Necrosis Factors,aapp,PubMed,1
predisposes_to_condition,Ubiquitin,aapp,PubMed,1
preventative_for_condition,Ubiquitin,aapp,PubMed,1
predisposes_to_condition,valylvaline,aapp,PubMed,1
predisposes_to_condition,Vascular Cell Adhesion Molecule-1,aapp,PubMed,1
predisposes_to_condition,Vascular Endothelial Growth Factor A,aapp,PubMed,1
predisposes_to_condition,Vascular Endothelial Growth Factors,aapp,PubMed,1
preventative_for_condition,Vascular Endothelial Growth Factors,aapp,PubMed,1
predisposes_to_condition,Vesicle-Associated Membrane Protein 1,aapp,PubMed,1
NEG_PREDISPOSES,Vesicle-Associated Membrane Protein 2,aapp,PubMed,1
predisposes_to_condition,Vitamin D-Binding Protein,aapp,PubMed,1
predisposes_to_condition,Cataract,acab_acab,PubMed,1
predisposes_to_condition,Tooth Loss,acab_acab,PubMed,1
NEG_PREDISPOSES,Neurofibrillary Tangles,acab,PubMed,1
predisposes_to_condition,Neurofibrillary Tangles,acab,PubMed,1
predisposes_to_condition,Nonexudative age-related macular degeneration,acab,PubMed,1
predisposes_to_condition,Antibiotics,antb_antb,PubMed,1
preventative_for_condition,Antibiotics,antb_antb,PubMed,1
predisposes_to_condition,A/T/S,antb_orch_antb,PubMed,1
preventative_for_condition,Rifampin,antb_orch_antb,PubMed,1
predisposes_to_condition,Today,antb_orch_antb,PubMed,1
preventative_for_condition,Today,antb_orch_antb,PubMed,1
preventative_for_condition,Sirolimus,antb_orch_orch,PubMed,1
predisposes_to_condition,Metabolite,bacs_bacs,PubMed,1
preventative_for_condition,Metabolite,bacs_bacs,PubMed,1
predisposes_to_condition,Magnesium,bacs_elii_bacs,PubMed,1
preventative_for_condition,Magnesium,bacs_elii_bacs,PubMed,1
predisposes_to_condition,Copper,bacs_elii_phsu_bacs,PubMed,1
preventative_for_condition,Copper,bacs_elii_phsu_bacs,PubMed,1
preventative_for_condition,Potassium,bacs_elii_phsu_bacs,PubMed,1
predisposes_to_condition,Selenium,bacs_elii_phsu_bacs,PubMed,1
preventative_for_condition,Selenium,bacs_elii_phsu_bacs,PubMed,1
NEG_PREDISPOSES,Zinc,bacs_elii_phsu_bacs,PubMed,1
predisposes_to_condition,Zinc,bacs_elii_phsu_bacs,PubMed,1
preventative_for_condition,Zinc,bacs_elii_phsu_bacs,PubMed,1
predisposes_to_condition,Calcium,bacs_elii_phsu_phsu,PubMed,1
predisposes_to_condition,Iron,bacs_elii_phsu_phsu,PubMed,1
predisposes_to_condition,Oxygen,bacs_elii_phsu_phsu,PubMed,1
preventative_for_condition,Oxygen,bacs_elii_phsu_phsu,PubMed,1
predisposes_to_condition,Toxin,bacs_hops_bacs,PubMed,1
preventative_for_condition,Toxin,bacs_hops_bacs,PubMed,1
predisposes_to_condition,Nitric Oxide,bacs_inch_phsu_bacs,PubMed,1
preventative_for_condition,Nitric Oxide,bacs_inch_phsu_bacs,PubMed,1
predisposes_to_condition,Nitrous Oxide,bacs_inch_phsu_bacs,PubMed,1
NEG_PREDISPOSES,DNA,bacs_nnon_bacs,PubMed,1
predisposes_to_condition,DNA,bacs_nnon_bacs,PubMed,1
preventative_for_condition,DNA,bacs_nnon_bacs,PubMed,1
predisposes_to_condition,Nucleic Acids,bacs_nnon_bacs,PubMed,1
NEG_PREVENTS,Urate,bacs_nnon_bacs,PubMed,1
predisposes_to_condition,Urate,bacs_nnon_bacs,PubMed,1
preventative_for_condition,Adenosine,bacs_nnon_phsu_bacs,PubMed,1
predisposes_to_condition,Nicotinamide adenine dinucleotide (NAD),bacs_nnon_phsu_bacs,PubMed,1
predisposes_to_condition,3-Hydroxybutyrate,bacs_orch_bacs,PubMed,1
preventative_for_condition,3-Hydroxybutyrate,bacs_orch_bacs,PubMed,1
predisposes_to_condition,Bilirubin,bacs_orch_bacs,PubMed,1
preventative_for_condition,Bilirubin,bacs_orch_bacs,PubMed,1
predisposes_to_condition,Cholesterol,bacs_orch_bacs,PubMed,1
preventative_for_condition,Cholesterol,bacs_orch_bacs,PubMed,1
preventative_for_condition,"Fatty Acids, Volatile",bacs_orch_bacs,PubMed,1
predisposes_to_condition,Heme,bacs_orch_bacs,PubMed,1
preventative_for_condition,Histamine,bacs_orch_bacs,PubMed,1
predisposes_to_condition,Long chain fatty acid,bacs_orch_bacs,PubMed,1
predisposes_to_condition,Low-Density Lipoproteins,bacs_orch_bacs,PubMed,1
predisposes_to_condition,Palmitic Acid,bacs_orch_bacs,PubMed,1
preventative_for_condition,phosphoethanolamine,bacs_orch_bacs,PubMed,1
predisposes_to_condition,Phospholipids,bacs_orch_bacs,PubMed,1
preventative_for_condition,Phospholipids,bacs_orch_bacs,PubMed,1
predisposes_to_condition,Serotonin,bacs_orch_bacs,PubMed,1
preventative_for_condition,Serotonin,bacs_orch_bacs,PubMed,1
predisposes_to_condition,Triglycerides,bacs_orch_bacs,PubMed,1
predisposes_to_condition,Uric Acid,bacs_orch_bacs,PubMed,1
preventative_for_condition,Uric Acid,bacs_orch_bacs,PubMed,1
predisposes_to_condition,Choline,bacs_orch_phsu_bacs,PubMed,1
preventative_for_condition,Chondroitin Sulfates,bacs_orch_phsu_bacs,PubMed,1
preventative_for_condition,Dopamine,bacs_orch_phsu_bacs,PubMed,1
NEG_PREVENTS,Omega-3 Fatty Acids,bacs_orch_phsu_bacs,PubMed,1
predisposes_to_condition,Omega-3 Fatty Acids,bacs_orch_phsu_bacs,PubMed,1
preventative_for_condition,Omega-3 Fatty Acids,bacs_orch_phsu_bacs,PubMed,1
predisposes_to_condition,Acetylcholine,bacs_orch_phsu_orch,PubMed,1
preventative_for_condition,Acetylcholine,bacs_orch_phsu_orch,PubMed,1
preventative_for_condition,Eicosapentaenoic Acid,bacs_orch_phsu_phsu,PubMed,1
predisposes_to_condition,Glucose,bacs_orch_phsu_phsu,PubMed,1
preventative_for_condition,Glucose,bacs_orch_phsu_phsu,PubMed,1
predisposes_to_condition,Glycosaminoglycans,bacs_orch_phsu_phsu,PubMed,1
preventative_for_condition,Ursodiol,bacs_orch_phsu_phsu,PubMed,1
predisposes_to_condition,Catecholamines,bacs_phsu_phsu,PubMed,1
predisposes_to_condition,3' Untranslated Regions,bacs,PubMed,1
preventative_for_condition,3' Untranslated Regions,bacs,PubMed,1
preventative_for_condition,Abnormal protein,bacs,PubMed,1
preventative_for_condition,Abscisic Acid,bacs,PubMed,1
predisposes_to_condition,Acetylglucosamine,bacs,PubMed,1
preventative_for_condition,Activator,bacs,PubMed,1
preventative_for_condition,Acyl Coenzyme A,bacs,PubMed,1
NEG_PREDISPOSES,alpha 2-Glucoproteins,bacs,PubMed,1
predisposes_to_condition,alpha 2-Glucoproteins,bacs,PubMed,1
predisposes_to_condition,alpha-carotene,bacs,PubMed,1
predisposes_to_condition,alpha-Linolenic Acid,bacs,PubMed,1
predisposes_to_condition,Angiogenesis Factor,bacs,PubMed,1
preventative_for_condition,apolipoprotein D,bacs,PubMed,1
predisposes_to_condition,Bile Acids,bacs,PubMed,1
preventative_for_condition,Bile Acids,bacs,PubMed,1
preventative_for_condition,Biopterin,bacs,PubMed,1
predisposes_to_condition,Carotenoids,bacs,PubMed,1
preventative_for_condition,Carotenoids,bacs,PubMed,1
predisposes_to_condition,Cholesterol Esters,bacs,PubMed,1
preventative_for_condition,Cholesterol Esters,bacs,PubMed,1
predisposes_to_condition,cholinergic system,bacs,PubMed,1
preventative_for_condition,cholinergic system,bacs,PubMed,1
NEG_PREVENTS,Cobalamins,bacs,PubMed,1
predisposes_to_condition,"Codon, Nonsense",bacs,PubMed,1
predisposes_to_condition,CpG Islands,bacs,PubMed,1
predisposes_to_condition,Dehydroepiandrosterone Sulfate,bacs,PubMed,1
preventative_for_condition,Dehydroepiandrosterone Sulfate,bacs,PubMed,1
preventative_for_condition,Desmosterol,bacs,PubMed,1
predisposes_to_condition,"DNA, Mitochondrial",bacs,PubMed,1
preventative_for_condition,"DNA, Mitochondrial",bacs,PubMed,1
predisposes_to_condition,Docosahexaenoic Acids,bacs,PubMed,1
preventative_for_condition,Docosahexaenoic Acids,bacs,PubMed,1
NEG_PREDISPOSES,Endocannabinoids,bacs,PubMed,1
predisposes_to_condition,Endocannabinoids,bacs,PubMed,1
preventative_for_condition,Endocannabinoids,bacs,PubMed,1
preventative_for_condition,Ergothioneine,bacs,PubMed,1
predisposes_to_condition,Fatty Acids,bacs,PubMed,1
preventative_for_condition,Fatty Acids,bacs,PubMed,1
preventative_for_condition,"Fatty Acids, Essential",bacs,PubMed,1
preventative_for_condition,"Fatty Acids, Monounsaturated",bacs,PubMed,1
predisposes_to_condition,Flavin-Adenine Dinucleotide,bacs,PubMed,1
predisposes_to_condition,Free Radicals,bacs,PubMed,1
preventative_for_condition,Genistein,bacs,PubMed,1
preventative_for_condition,Glucosylceramides,bacs,PubMed,1
predisposes_to_condition,Glutamine-Specific tRNA,bacs,PubMed,1
preventative_for_condition,Hesperidin,bacs,PubMed,1
preventative_for_condition,Homovanillic Acid,bacs,PubMed,1
preventative_for_condition,huang-lien-chieh-tu-tang,bacs,PubMed,1
predisposes_to_condition,Indican,bacs,PubMed,1
preventative_for_condition,Inhibitor,bacs,PubMed,1
predisposes_to_condition,Ion Channel,bacs,PubMed,1
predisposes_to_condition,Isoprostanes,bacs,PubMed,1
predisposes_to_condition,Linoleic Acid,bacs,PubMed,1
predisposes_to_condition,Lipofuscin,bacs,PubMed,1
predisposes_to_condition,Lipoproteins,bacs,PubMed,1
preventative_for_condition,lipoxin A4,bacs,PubMed,1
preventative_for_condition,loganin,bacs,PubMed,1
predisposes_to_condition,Lutein,bacs,PubMed,1
preventative_for_condition,Lutein,bacs,PubMed,1
predisposes_to_condition,Manganese,bacs,PubMed,1
predisposes_to_condition,Metabolic Marker,bacs,PubMed,1
preventative_for_condition,Micronutrients,bacs,PubMed,1
NEG_PREDISPOSES,MicroRNAs,bacs,PubMed,1
predisposes_to_condition,MicroRNAs,bacs,PubMed,1
preventative_for_condition,MicroRNAs,bacs,PubMed,1
predisposes_to_condition,Minisatellite Repeats,bacs,PubMed,1
preventative_for_condition,Minisatellite Repeats,bacs,PubMed,1
predisposes_to_condition,Mitochondrial Proteins,bacs,PubMed,1
preventative_for_condition,Mitochondrial Proteins,bacs,PubMed,1
predisposes_to_condition,Natural Products,bacs,PubMed,1
preventative_for_condition,Natural Products,bacs,PubMed,1
predisposes_to_condition,Neopterin,bacs,PubMed,1
preventative_for_condition,Nuclear Proteins,bacs,PubMed,1
preventative_for_condition,Phytochemical,bacs,PubMed,1
preventative_for_condition,Phytosterols,bacs,PubMed,1
preventative_for_condition,Plant Extracts,bacs,PubMed,1
predisposes_to_condition,Polyunsaturated Fatty Acids,bacs,PubMed,1
preventative_for_condition,Polyunsaturated Fatty Acids,bacs,PubMed,1
NEG_PREDISPOSES,Promoter Regions (Genetics),bacs,PubMed,1
predisposes_to_condition,Promoter Regions (Genetics),bacs,PubMed,1
predisposes_to_condition,Reactive Oxygen Species,bacs,PubMed,1
preventative_for_condition,Reactive Oxygen Species,bacs,PubMed,1
predisposes_to_condition,Recombinant DNA,bacs,PubMed,1
predisposes_to_condition,"Regulatory Sequences, Nucleic Acid",bacs,PubMed,1
preventative_for_condition,"Regulatory Sequences, Nucleic Acid",bacs,PubMed,1
predisposes_to_condition,Ribosomal RNA,bacs,PubMed,1
predisposes_to_condition,"RNA, Messenger",bacs,PubMed,1
preventative_for_condition,"RNA, Messenger",bacs,PubMed,1
NEG_PREDISPOSES,serotonin transporter,bacs,PubMed,1
predisposes_to_condition,serotonin transporter,bacs,PubMed,1
preventative_for_condition,serotonin transporter,bacs,PubMed,1
predisposes_to_condition,Sphingomyelins,bacs,PubMed,1
preventative_for_condition,Sphingomyelins,bacs,PubMed,1
preventative_for_condition,Sphingosine,bacs,PubMed,1
predisposes_to_condition,Splice Donor Site,bacs,PubMed,1
preventative_for_condition,sulphoraphene,bacs,PubMed,1
predisposes_to_condition,Tissue Extracts,bacs,PubMed,1
predisposes_to_condition,Transfer RNA,bacs,PubMed,1
predisposes_to_condition,Trehalose,bacs,PubMed,1
predisposes_to_condition,Untranslated Regions,bacs,PubMed,1
predisposes_to_condition,Virulence Factors,bacs,PubMed,1
preventative_for_condition,Virulence Factors,bacs,PubMed,1
preventative_for_condition,Xanthophylls,bacs,PubMed,1
predisposes_to_condition,Xenobiotics,bacs,PubMed,1
predisposes_to_condition,Behavior,bhvr_bhvr,PubMed,1
predisposes_to_condition,protective factors,biof,PubMed,1
predisposes_to_condition,Silicon Dioxide,bodm_inch_inch,PubMed,1
predisposes_to_condition,Diethylhexyl Phthalate,bodm,PubMed,1
predisposes_to_condition,Galactose,carb,PubMed,1
predisposes_to_condition,Inositol,carb,PubMed,1
preventative_for_condition,Inositol,carb,PubMed,1
preventative_for_condition,maysin,carb,PubMed,1
preventative_for_condition,Oligosaccharides,carb,PubMed,1
predisposes_to_condition,Polysaccharides,carb,PubMed,1
preventative_for_condition,Polysaccharides,carb,PubMed,1
predisposes_to_condition,Refined carbohydrate,carb,PubMed,1
preventative_for_condition,scyllitol,carb,PubMed,1
predisposes_to_condition,Congenital heart disease,cgab_cgab,PubMed,1
preventative_for_condition,Molecular Target,chvf,PubMed,1
preventative_for_condition,Particle,chvs_chvs,PubMed,1
preventative_for_condition,Analog,chvs,PubMed,1
preventative_for_condition,derivatives,chvs,PubMed,1
preventative_for_condition,Lead compound,chvs,PubMed,1
preventative_for_condition,macromolecule,chvs,PubMed,1
preventative_for_condition,monomer,chvs,PubMed,1
preventative_for_condition,"Nanotubes, Carbon",chvs,PubMed,1
NEG_PREDISPOSES,Biological Markers,clna_clna,PubMed,1
predisposes_to_condition,Biological Markers,clna_clna,PubMed,1
predisposes_to_condition,Cardiac Output,clna_clna,PubMed,1
predisposes_to_condition,Challenge:Type:Point in time:^Patient:Nominal,clna_clna,PubMed,1
predisposes_to_condition,clinical aspects,clna_clna,PubMed,1
predisposes_to_condition,Complaint:Find:Pt:^Patient:Nom,clna_clna,PubMed,1
NEG_PREDISPOSES,Diastolic blood pressure,clna_clna,PubMed,1
predisposes_to_condition,Diastolic blood pressure,clna_clna,PubMed,1
predisposes_to_condition,Evaluation and management note:Finding:Point in time:{Setting}:Document:{Provider},clna_clna,PubMed,1
predisposes_to_condition,Intravascular systolic:Pressure:Point in time:Arterial system:Quantitative,clna_clna,PubMed,1
predisposes_to_condition,Left ventricular ejection fraction,clna_clna,PubMed,1
predisposes_to_condition,Multiple markers,clna_clna,PubMed,1
predisposes_to_condition,Precipitating Factors,clna_clna,PubMed,1
predisposes_to_condition,"Range of Motion, Articular",clna_clna,PubMed,1
predisposes_to_condition,Therapeutic Effect,clna_clna,PubMed,1
NEG_PREDISPOSES,Body mass index,clna,PubMed,1
predisposes_to_condition,Body mass index,clna,PubMed,1
predisposes_to_condition,Clinical information:Finding:Point in time:^Patient:Narrative,clna,PubMed,1
predisposes_to_condition,Composition,clna,PubMed,1
predisposes_to_condition,Condition status,clna,PubMed,1
predisposes_to_condition,Detectable,clna,PubMed,1
predisposes_to_condition,Diagnostic Factor,clna,PubMed,1
predisposes_to_condition,Disease susceptibility,clna,PubMed,1
predisposes_to_condition,Head circumference,clna,PubMed,1
predisposes_to_condition,Lean body mass,clna,PubMed,1
predisposes_to_condition,Molecular Fingerprint of Tumor,clna,PubMed,1
predisposes_to_condition,Oxygen Consumption,clna,PubMed,1
predisposes_to_condition,Pathologic stage,clna,PubMed,1
predisposes_to_condition,patient characteristics,clna,PubMed,1
predisposes_to_condition,preference,clna,PubMed,1
predisposes_to_condition,QUINTILE,clna,PubMed,1
predisposes_to_condition,risk and protective factors,clna,PubMed,1
predisposes_to_condition,Vascular function,clna,PubMed,1
predisposes_to_condition,neuron loss,comd,PubMed,1
preventative_for_condition,Diagnosis,diap_diap,PubMed,1
predisposes_to_condition,Imaging Techniques,diap_diap,PubMed,1
predisposes_to_condition,disease stage,diap,PubMed,1
NEG_PREDISPOSES,Exercise,dora_dora,PubMed,1
predisposes_to_condition,Exercise,dora_dora,PubMed,1
preventative_for_condition,Exercise,dora_dora,PubMed,1
predisposes_to_condition,Rest,dora_dora,PubMed,1
preventative_for_condition,Running (physical activity),dora_dora,PubMed,1
predisposes_to_condition,Walking (activity),dora_dora,PubMed,1
predisposes_to_condition,Cigarette Smoking,dora,PubMed,1
preventative_for_condition,Daily Activities,dora,PubMed,1
preventative_for_condition,Exercise Training,dora,PubMed,1
predisposes_to_condition,Fitness,dora,PubMed,1
preventative_for_condition,Fitness,dora,PubMed,1
predisposes_to_condition,game,dora,PubMed,1
predisposes_to_condition,Leisure Activities,dora,PubMed,1
preventative_for_condition,Leisure Activities,dora,PubMed,1
predisposes_to_condition,Leisure physical activity,dora,PubMed,1
preventative_for_condition,Leisure physical activity,dora,PubMed,1
predisposes_to_condition,Physical activity,dora,PubMed,1
preventative_for_condition,Physical activity,dora,PubMed,1
predisposes_to_condition,Regular exercise,dora,PubMed,1
preventative_for_condition,Regular exercise,dora,PubMed,1
predisposes_to_condition,regular physical activity,dora,PubMed,1
preventative_for_condition,regular physical activity,dora,PubMed,1
predisposes_to_condition,Television Viewing,dora,PubMed,1
predisposes_to_condition,Adrenal Gland Hyperfunction,dsyn_dsyn,PubMed,1
predisposes_to_condition,Amyloidosis,dsyn_dsyn,PubMed,1
predisposes_to_condition,Amyotrophic Lateral Sclerosis,dsyn_dsyn,PubMed,1
predisposes_to_condition,Anemia,dsyn_dsyn,PubMed,1
predisposes_to_condition,Arthritis,dsyn_dsyn,PubMed,1
predisposes_to_condition,Asthma,dsyn_dsyn,PubMed,1
predisposes_to_condition,Asymptomatic Infections,dsyn_dsyn,PubMed,1
predisposes_to_condition,Atherosclerosis,dsyn_dsyn,PubMed,1
predisposes_to_condition,Atrial Fibrillation,dsyn_dsyn,PubMed,1
predisposes_to_condition,Avitaminosis,dsyn_dsyn,PubMed,1
predisposes_to_condition,"BESTROPHINOPATHY, AUTOSOMAL RECESSIVE",dsyn_dsyn,PubMed,1
predisposes_to_condition,Brain Diseases,dsyn_dsyn,PubMed,1
predisposes_to_condition,Brain Edema,dsyn_dsyn,PubMed,1
predisposes_to_condition,Brain Ischemia,dsyn_dsyn,PubMed,1
NEG_PREDISPOSES,Cardiovascular Diseases,dsyn_dsyn,PubMed,1
predisposes_to_condition,Cardiovascular Diseases,dsyn_dsyn,PubMed,1
predisposes_to_condition,cardiovascular risk factor,dsyn_dsyn,PubMed,1
predisposes_to_condition,Carotid Atherosclerosis,dsyn_dsyn,PubMed,1
predisposes_to_condition,Cerebral Amyloid Angiopathy,dsyn_dsyn,PubMed,1
predisposes_to_condition,Cerebral Atherosclerosis,dsyn_dsyn,PubMed,1
predisposes_to_condition,Cerebral atrophy,dsyn_dsyn,PubMed,1
predisposes_to_condition,Cerebral disorder,dsyn_dsyn,PubMed,1
predisposes_to_condition,Cerebral dysfunction,dsyn_dsyn,PubMed,1
predisposes_to_condition,Cerebral Infarction,dsyn_dsyn,PubMed,1
predisposes_to_condition,Cerebrovascular accident,dsyn_dsyn,PubMed,1
predisposes_to_condition,Cerebrovascular Disorders,dsyn_dsyn,PubMed,1
predisposes_to_condition,Chronic cerebral ischemia,dsyn_dsyn,PubMed,1
predisposes_to_condition,Chronic disease,dsyn_dsyn,PubMed,1
predisposes_to_condition,Chronic heart failure,dsyn_dsyn,PubMed,1
predisposes_to_condition,Chronic infectious disease,dsyn_dsyn,PubMed,1
NEG_PREDISPOSES,Chronic inflammatory disorder,dsyn_dsyn,PubMed,1
predisposes_to_condition,Chronic Kidney Diseases,dsyn_dsyn,PubMed,1
predisposes_to_condition,Chronic Obstructive Airway Disease,dsyn_dsyn,PubMed,1
predisposes_to_condition,Cirrhosis,dsyn_dsyn,PubMed,1
predisposes_to_condition,Common wart,dsyn_dsyn,PubMed,1
predisposes_to_condition,Communicable Diseases,dsyn_dsyn,PubMed,1
predisposes_to_condition,Congestive heart failure,dsyn_dsyn,PubMed,1
predisposes_to_condition,Coronary Arteriosclerosis,dsyn_dsyn,PubMed,1
NEG_PREDISPOSES,Coronary heart disease,dsyn_dsyn,PubMed,1
predisposes_to_condition,Coronary heart disease,dsyn_dsyn,PubMed,1
predisposes_to_condition,Crohn Disease,dsyn_dsyn,PubMed,1
predisposes_to_condition,Cytomegalovirus Infections,dsyn_dsyn,PubMed,1
predisposes_to_condition,Degenerative polyarthritis,dsyn_dsyn,PubMed,1
predisposes_to_condition,Dehydration,dsyn_dsyn,PubMed,1
NEG_PREDISPOSES,"Dementia, Vascular",dsyn_dsyn,PubMed,1
predisposes_to_condition,"Dementia, Vascular",dsyn_dsyn,PubMed,1
predisposes_to_condition,Dentatorubral-Pallidoluysian Atrophy,dsyn_dsyn,PubMed,1
NEG_PREDISPOSES,Diabetes,dsyn_dsyn,PubMed,1
predisposes_to_condition,Diabetes,dsyn_dsyn,PubMed,1
NEG_PREDISPOSES,Diabetes Mellitus,dsyn_dsyn,PubMed,1
predisposes_to_condition,Diabetes Mellitus,dsyn_dsyn,PubMed,1
NEG_PREDISPOSES,"Diabetes Mellitus, Non-Insulin-Dependent",dsyn_dsyn,PubMed,1
predisposes_to_condition,"Diabetes Mellitus, Non-Insulin-Dependent",dsyn_dsyn,PubMed,1
predisposes_to_condition,Diabetic Retinopathy,dsyn_dsyn,PubMed,1
NEG_PREDISPOSES,Disease,dsyn_dsyn,PubMed,1
predisposes_to_condition,Disease,dsyn_dsyn,PubMed,2
predisposes_to_condition,Disorder of eye,dsyn_dsyn,PubMed,1
predisposes_to_condition,Down Syndrome,dsyn_dsyn,PubMed,1
predisposes_to_condition,Dyslipidemias,dsyn_dsyn,PubMed,1
predisposes_to_condition,Dyssomnias,dsyn_dsyn,PubMed,1
predisposes_to_condition,early disease onset,dsyn_dsyn,PubMed,1
predisposes_to_condition,Encephalitis,dsyn_dsyn,PubMed,1
predisposes_to_condition,Encephalopathies,dsyn_dsyn,PubMed,1
predisposes_to_condition,end organ damage,dsyn_dsyn,PubMed,1
predisposes_to_condition,Epilepsy,dsyn_dsyn,PubMed,1
predisposes_to_condition,Essential Hypertension,dsyn_dsyn,PubMed,1
predisposes_to_condition,Essential Tremor,dsyn_dsyn,PubMed,1
predisposes_to_condition,Fatty Liver,dsyn_dsyn,PubMed,1
predisposes_to_condition,Folic Acid Deficiency,dsyn_dsyn,PubMed,1
predisposes_to_condition,Fragile X Syndrome,dsyn_dsyn,PubMed,1
NEG_PREDISPOSES,Glaucoma,dsyn_dsyn,PubMed,1
predisposes_to_condition,Glaucoma,dsyn_dsyn,PubMed,1
NEG_PREDISPOSES,Gout,dsyn_dsyn,PubMed,1
predisposes_to_condition,Gout,dsyn_dsyn,PubMed,1
predisposes_to_condition,hearing impairment,dsyn_dsyn,PubMed,1
NEG_PREDISPOSES,Heart Diseases,dsyn_dsyn,PubMed,1
predisposes_to_condition,Heart Diseases,dsyn_dsyn,PubMed,1
predisposes_to_condition,Heart failure,dsyn_dsyn,PubMed,1
NEG_PREDISPOSES,Hemochromatosis,dsyn_dsyn,PubMed,1
predisposes_to_condition,Heparin-induced thrombocytopenia,dsyn_dsyn,PubMed,1
predisposes_to_condition,Herpes Labialis,dsyn_dsyn,PubMed,1
predisposes_to_condition,Herpes Simplex Infections,dsyn_dsyn,PubMed,1
predisposes_to_condition,Herpesviridae Infections,dsyn_dsyn,PubMed,1
predisposes_to_condition,"Hydrocephalus, Normal Pressure",dsyn_dsyn,PubMed,1
predisposes_to_condition,Hyperammonemia,dsyn_dsyn,PubMed,1
predisposes_to_condition,Hyperbilirubinemia,dsyn_dsyn,PubMed,1
NEG_PREDISPOSES,hypercholesterolemia,dsyn_dsyn,PubMed,1
predisposes_to_condition,hypercholesterolemia,dsyn_dsyn,PubMed,1
predisposes_to_condition,Hyperglycemia,dsyn_dsyn,PubMed,1
predisposes_to_condition,Hyperhomocysteinemia,dsyn_dsyn,PubMed,1
predisposes_to_condition,Hyperinsulinism,dsyn_dsyn,PubMed,1
predisposes_to_condition,Hyperlipidemia,dsyn_dsyn,PubMed,1
NEG_PREDISPOSES,Hypertensive disease,dsyn_dsyn,PubMed,1
predisposes_to_condition,Hypertensive disease,dsyn_dsyn,PubMed,1
predisposes_to_condition,Hyperthyroidism,dsyn_dsyn,PubMed,1
predisposes_to_condition,Hypertriglyceridemia,dsyn_dsyn,PubMed,1
predisposes_to_condition,Hypoglycemia,dsyn_dsyn,PubMed,1
predisposes_to_condition,"Hypotension, Orthostatic",dsyn_dsyn,PubMed,1
predisposes_to_condition,Hypothyroidism,dsyn_dsyn,PubMed,1
predisposes_to_condition,Idiopathic disease,dsyn_dsyn,PubMed,1
predisposes_to_condition,Infantile Neuroaxonal Dystrophy,dsyn_dsyn,PubMed,1
predisposes_to_condition,"Infarction, Lacunar",dsyn_dsyn,PubMed,1
predisposes_to_condition,Infection of tooth,dsyn_dsyn,PubMed,1
predisposes_to_condition,Infectious disease of lung,dsyn_dsyn,PubMed,1
predisposes_to_condition,Inflammatory Bowel Diseases,dsyn_dsyn,PubMed,1
predisposes_to_condition,Iron deficiency,dsyn_dsyn,PubMed,1
predisposes_to_condition,Iron Overload,dsyn_dsyn,PubMed,1
predisposes_to_condition,Ischemic stroke,dsyn_dsyn,PubMed,1
predisposes_to_condition,"Kidney Failure, Chronic",dsyn_dsyn,PubMed,1
predisposes_to_condition,Leprosy,dsyn_dsyn,PubMed,1
predisposes_to_condition,Leukoencephalopathies,dsyn_dsyn,PubMed,1
predisposes_to_condition,Low Vision,dsyn_dsyn,PubMed,1
predisposes_to_condition,Lyme Disease,dsyn_dsyn,PubMed,1
predisposes_to_condition,Malnutrition,dsyn_dsyn,PubMed,1
predisposes_to_condition,Metabolic Diseases,dsyn_dsyn,PubMed,1
predisposes_to_condition,metabolic disturbance,dsyn_dsyn,PubMed,1
predisposes_to_condition,Migraine Disorders,dsyn_dsyn,PubMed,1
predisposes_to_condition,Mitochondrial Diseases,dsyn_dsyn,PubMed,1
predisposes_to_condition,Motor Neuron Disease,dsyn_dsyn,PubMed,1
predisposes_to_condition,Multiple Sclerosis,dsyn_dsyn,PubMed,1
predisposes_to_condition,Myocardial Infarction,dsyn_dsyn,PubMed,1
predisposes_to_condition,Myocardial Ischemia,dsyn_dsyn,PubMed,1
predisposes_to_condition,nervous system disorder,dsyn_dsyn,PubMed,1
predisposes_to_condition,Neuritis,dsyn_dsyn,PubMed,1
predisposes_to_condition,Neurodegenerative Disorders,dsyn_dsyn,PubMed,1
predisposes_to_condition,Non-alcoholic Fatty Liver Disease,dsyn_dsyn,PubMed,1
predisposes_to_condition,Obesity,dsyn_dsyn,PubMed,1
predisposes_to_condition,Oral infection,dsyn_dsyn,PubMed,1
predisposes_to_condition,Osteoporosis,dsyn_dsyn,PubMed,1
NEG_PREDISPOSES,Parkinson Disease,dsyn_dsyn,PubMed,1
predisposes_to_condition,Parkinson Disease,dsyn_dsyn,PubMed,1
predisposes_to_condition,Parkinsonian Disorders,dsyn_dsyn,PubMed,1
predisposes_to_condition,Pick Disease of the Brain,dsyn_dsyn,PubMed,1
