entity_type,entity,entity_id,biotype,relationship,sources,n_sources,evidence_types,best_score,score_type,tissue_celltype,confidence_tier,notes
gene,GUCA1B,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,GYG1,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,GYS1,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,GYS2,,protein-coding,associated_with_T2D,digcfdekg,1,statistical_association,3.61,PIGEAN/EAGGL_weight,,T3 medium,
gene,HAMP,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,HBA1,,protein-coding,associated_with_T2D,rdkg;spoke-okn,2,curated_link,,source_count,,T3 medium,
gene,HBA2,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,HBB,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,HERC2,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,HESX1,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,HFE,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,HGSNAT,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,HHEX,,protein-coding,associated_with_T2D,digcfdekg;rdkg,2,curated_link;statistical_association,4.66,PIGEAN/EAGGL_weight,,T3 medium,
gene,HIF1A,,protein-coding,associated_with_T2D,digcfdekg;spoke-okn,2,curated_link;statistical_association,2.93,PIGEAN/EAGGL_weight,,T3 medium,
gene,HJV,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,HK1,,protein-coding,associated_with_T2D,digcfdekg;rdkg,2,curated_link;statistical_association,3.19,PIGEAN/EAGGL_weight,,T3 medium,
gene,HLA-C,,protein-coding,associated_with_T2D,digcfdekg,1,statistical_association,2.93,PIGEAN/EAGGL_weight,,T4 low,
gene,HLA-DQA1,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,HLA-DQA2,,protein-coding,associated_with_T2D,digcfdekg;spoke-okn,2,curated_link;statistical_association,2.58,PIGEAN/EAGGL_weight,,T3 medium,
gene,HLA-DQB1,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,HLA-DRB1,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,HLA-DRB5,,protein-coding,associated_with_T2D,rdkg,1,curated_link,,source_count,,T4 low,
gene,HMG20A,,protein-coding,associated_with_T2D,digcfdekg;rdkg,2,curated_link;statistical_association,2.4,PIGEAN/EAGGL_weight,,T3 medium,
gene,HMGA1,,protein-coding,associated_with_T2D,digcfdekg;rdkg;spoke-okn,3,curated_link;statistical_association,3.95,PIGEAN/EAGGL_weight,,T2 high,
gene,HMGA2,,protein-coding,associated_with_T2D,digcfdekg;spoke-okn,2,curated_link;statistical_association,3.77,PIGEAN/EAGGL_weight,,T3 medium,
gene,HMGCR,,protein-coding,associated_with_T2D,digcfdekg;spoke-okn,2,curated_link;statistical_association,2.53,PIGEAN/EAGGL_weight,,T3 medium,
gene,HMOX1,,protein-coding,associated_with_T2D,rdkg;spoke-okn,2,curated_link,,source_count,,T3 medium,
gene,HNF1A,,protein-coding,associated_with_T2D,digcfdekg;prokn;rdkg;spoke-okn,4,curated_link;statistical_association,8.6,PIGEAN/EAGGL_weight,,T1 very-high,
gene,HNF1B,,protein-coding,associated_with_T2D,digcfdekg;prokn;rdkg;spoke-okn,4,curated_link;statistical_association,6.9,PIGEAN/EAGGL_weight,,T1 very-high,
gene,HNF4A,,protein-coding,associated_with_T2D,digcfdekg;prokn;rdkg;spoke-okn,4,curated_link;statistical_association,7.54,PIGEAN/EAGGL_weight,,T1 very-high,
gene,HP,,protein-coding,associated_with_T2D,rdkg,1,curated_link,,source_count,,T4 low,
gene,HPX,,protein-coding,associated_with_T2D,rdkg,1,curated_link,,source_count,,T4 low,
gene,HR,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,HSPA5,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,HSPG2,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,HTR2C,,protein-coding,associated_with_T2D,digcfdekg,1,statistical_association,2.52,PIGEAN/EAGGL_weight,,T4 low,
gene,HUWE1,,protein-coding,associated_with_T2D,digcfdekg,1,statistical_association,4.02,PIGEAN/EAGGL_weight,,T3 medium,
gene,IAPP,,protein-coding,associated_with_T2D,rdkg;spoke-okn,2,curated_link,,source_count,,T3 medium,
gene,IARS1,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,ICAM1,,protein-coding,associated_with_T2D,rdkg;spoke-okn,2,curated_link,,source_count,,T3 medium,
gene,ID1,,protein-coding,associated_with_T2D,rdkg,1,curated_link,,source_count,,T4 low,
gene,IDH3A,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,IDH3B,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,IER3IP1,,protein-coding,associated_with_T2D,digcfdekg;spoke-okn,2,curated_link;statistical_association,2.63,PIGEAN/EAGGL_weight,,T3 medium,
gene,IFIH1,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,IFNG,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,IFT140,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,IFT172,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,IFT27,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,IFT74,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,IFT88,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,IGF1,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,IGF1R,,protein-coding,associated_with_T2D,digcfdekg;spoke-okn,2,curated_link;statistical_association,4.09,PIGEAN/EAGGL_weight,,T3 medium,
gene,IGF2,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,IGF2BP1,,protein-coding,associated_with_T2D,digcfdekg,1,statistical_association,2.34,PIGEAN/EAGGL_weight,,T4 low,
gene,IGF2BP2,,protein-coding,associated_with_T2D,digcfdekg;rdkg;spoke-okn,3,curated_link;statistical_association,4.93,PIGEAN/EAGGL_weight,,T2 high,
gene,IL10,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,IL13,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,IL13RA1,,protein-coding,associated_with_T2D,rdkg,1,curated_link,,source_count,,T4 low,
gene,IL17A,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,IL18,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,IL18BP,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,IL1A,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,IL1B,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,IL2,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,IL2RA,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,IL4,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,IL6,,protein-coding,associated_with_T2D,digcfdekg;spoke-okn,2,curated_link;statistical_association,3.47,PIGEAN/EAGGL_weight,,T3 medium,
gene,IMPDH1,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,IMPG1,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,IMPG2,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,INHBB,,protein-coding,associated_with_T2D,digcfdekg,1,statistical_association,3.62,PIGEAN/EAGGL_weight,,T3 medium,
gene,INPPL1,,protein-coding,associated_with_T2D,rdkg;spoke-okn,2,curated_link,,source_count,,T3 medium,
gene,INS,,protein-coding,associated_with_T2D,digcfdekg;rdkg;spoke-okn,3,curated_link;statistical_association,10.3,PIGEAN/EAGGL_weight,,T2 high,
gene,INSR,,protein-coding,associated_with_T2D,digcfdekg;rdkg;spoke-okn,3,curated_link;statistical_association,5.86,PIGEAN/EAGGL_weight,,T2 high,
gene,INTS11,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,IRS1,,protein-coding,associated_with_T2D,digcfdekg;prokn;rdkg;spoke-okn,4,curated_link;statistical_association,8.29,PIGEAN/EAGGL_weight,,T1 very-high,
gene,IRS2,,protein-coding,associated_with_T2D,digcfdekg;rdkg;spoke-okn,3,curated_link;statistical_association,6.03,PIGEAN/EAGGL_weight,,T2 high,
gene,ITCH,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,ITGA1,,protein-coding,associated_with_T2D,digcfdekg;rdkg,2,curated_link;statistical_association,2.77,PIGEAN/EAGGL_weight,,T3 medium,
gene,ITGAM,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,ITGB6,,protein-coding,associated_with_T2D,digcfdekg,1,statistical_association,2.57,PIGEAN/EAGGL_weight,,T4 low,
gene,ITLN1,,protein-coding,associated_with_T2D,rdkg,1,curated_link,,source_count,,T4 low,
gene,ITPR3,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,JADE2,,protein-coding,associated_with_T2D,rdkg,1,curated_link,,source_count,,T4 low,
gene,JAZF1,,protein-coding,associated_with_T2D,digcfdekg;rdkg;spoke-okn,3,curated_link;statistical_association,5.3,PIGEAN/EAGGL_weight,,T2 high,
gene,JUN,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,KCNH6,,protein-coding,associated_with_T2D,digcfdekg,1,statistical_association,4.29,PIGEAN/EAGGL_weight,,T3 medium,
gene,KCNJ11,,protein-coding,associated_with_T2D,digcfdekg;prokn;rdkg;spoke-okn,4,curated_link;statistical_association,8.13,PIGEAN/EAGGL_weight,,T1 very-high,
gene,KCNK16,,protein-coding,associated_with_T2D,digcfdekg;rdkg,2,curated_link;statistical_association,3.25,PIGEAN/EAGGL_weight,,T3 medium,
gene,KCNQ1,,protein-coding,associated_with_T2D,digcfdekg;rdkg;spoke-okn,3,curated_link;statistical_association,2.99,PIGEAN/EAGGL_weight,,T2 high,
gene,KCNU1,,protein-coding,associated_with_T2D,digcfdekg;rdkg,2,curated_link;statistical_association,2.66,PIGEAN/EAGGL_weight,,T3 medium,
gene,KCTD1,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,KDSR,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,KIAA1549,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,KIF11,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,KIZ,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,KL,,protein-coding,associated_with_T2D,digcfdekg;rdkg,2,curated_link;statistical_association,5.55,PIGEAN/EAGGL_weight,,T2 high,
gene,KLF11,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,KLF14,,protein-coding,associated_with_T2D,digcfdekg;rdkg,2,curated_link;statistical_association,4.57,PIGEAN/EAGGL_weight,,T3 medium,
gene,KLHL7,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,KRAS,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,KSR2,,protein-coding,associated_with_T2D,digcfdekg;rdkg,2,curated_link;statistical_association,2.6,PIGEAN/EAGGL_weight,,T3 medium,
gene,LCN2,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,LDLR,,protein-coding,associated_with_T2D,digcfdekg;spoke-okn,2,curated_link;statistical_association,3.4,PIGEAN/EAGGL_weight,,T3 medium,
gene,LEMD3,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,LEP,,protein-coding,associated_with_T2D,digcfdekg;rdkg;spoke-okn,3,curated_link;statistical_association,9.77,PIGEAN/EAGGL_weight,,T2 high,
gene,LEPR,,protein-coding,associated_with_T2D,digcfdekg;rdkg;spoke-okn,3,curated_link;statistical_association,4.11,PIGEAN/EAGGL_weight,,T2 high,
gene,LHX1,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,LIG4,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,LIMK1,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,LIPC,,protein-coding,associated_with_T2D,rdkg;spoke-okn,2,curated_link,,source_count,,T3 medium,
gene,LIPE,,protein-coding,associated_with_T2D,digcfdekg;spoke-okn,2,curated_link;statistical_association,3.2,PIGEAN/EAGGL_weight,,T3 medium,
gene,LMF1,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,LMNA,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,LMNB2,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,LPL,,protein-coding,associated_with_T2D,digcfdekg;spoke-okn,2,curated_link;statistical_association,3.17,PIGEAN/EAGGL_weight,,T3 medium,
gene,LRAT,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,LRBA,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,LRP5,,protein-coding,associated_with_T2D,digcfdekg,1,statistical_association,2.66,PIGEAN/EAGGL_weight,,T4 low,
gene,LRP6,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,LSM11,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,LYPLAL1,,protein-coding,associated_with_T2D,digcfdekg,1,statistical_association,4.0,PIGEAN/EAGGL_weight,,T3 medium,
gene,LYZ,,protein-coding,associated_with_T2D,digcfdekg,1,statistical_association,2.55,PIGEAN/EAGGL_weight,,T4 low,
gene,LZTFL1,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,MACF1,,protein-coding,associated_with_T2D,digcfdekg,1,statistical_association,3.8,PIGEAN/EAGGL_weight,,T3 medium,
gene,MAEA,,protein-coding,associated_with_T2D,rdkg,1,curated_link,,source_count,,T4 low,
gene,MAFA,,protein-coding,associated_with_T2D,digcfdekg;spoke-okn,2,curated_link;statistical_association,2.93,PIGEAN/EAGGL_weight,,T3 medium,
gene,MAGEL2,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,MAK,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,MANF,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,MANSC4,,protein-coding,associated_with_T2D,digcfdekg,1,statistical_association,4.34,PIGEAN/EAGGL_weight,,T3 medium,
gene,MAPK3,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,MAPK8,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,MAPK8IP1,,protein-coding,associated_with_T2D,rdkg;spoke-okn,2,curated_link,,source_count,,T3 medium,
gene,MAT1A,,protein-coding,associated_with_T2D,rdkg,1,curated_link,,source_count,,T4 low,
gene,MC4R,,protein-coding,associated_with_T2D,digcfdekg;spoke-okn,2,curated_link;statistical_association,4.78,PIGEAN/EAGGL_weight,,T3 medium,
gene,MCF2L2,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,MEF2A,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,MEN1,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,MERTK,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,METTL27,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,MGAM,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,MGAT4A,,protein-coding,associated_with_T2D,digcfdekg,1,statistical_association,2.35,PIGEAN/EAGGL_weight,,T4 low,
gene,MIA3,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,MICU1,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,MIR10B,,non-coding,associated_with_T2D,rdkg,1,curated_link,,source_count,,T4 low,
gene,MIR1226,,non-coding,associated_with_T2D,rdkg,1,curated_link,,source_count,,T4 low,
gene,MIR1228,,non-coding,associated_with_T2D,rdkg,1,curated_link,,source_count,,T4 low,
gene,MIR1249,,non-coding,associated_with_T2D,rdkg,1,curated_link,,source_count,,T4 low,
gene,MIR125B1,,non-coding,associated_with_T2D,rdkg,1,curated_link,,source_count,,T4 low,
gene,MIR126,,non-coding,associated_with_T2D,rdkg,1,curated_link,,source_count,,T4 low,
gene,MIR1260A,,non-coding,associated_with_T2D,rdkg,1,curated_link,,source_count,,T4 low,
gene,MIR1260B,,non-coding,associated_with_T2D,rdkg,1,curated_link,,source_count,,T4 low,
gene,MIR127,,non-coding,associated_with_T2D,rdkg,1,curated_link,,source_count,,T4 low,
gene,MIR1296,,non-coding,associated_with_T2D,rdkg,1,curated_link,,source_count,,T4 low,
gene,MIR1301,,non-coding,associated_with_T2D,rdkg,1,curated_link,,source_count,,T4 low,
gene,MIR1306,,non-coding,associated_with_T2D,rdkg,1,curated_link,,source_count,,T4 low,
gene,MIR1307,,non-coding,associated_with_T2D,rdkg,1,curated_link,,source_count,,T4 low,
gene,MIR130B,,non-coding,associated_with_T2D,rdkg,1,curated_link,,source_count,,T4 low,
gene,MIR140,,non-coding,associated_with_T2D,rdkg,1,curated_link,,source_count,,T4 low,
gene,MIR141,,non-coding,associated_with_T2D,rdkg,1,curated_link,,source_count,,T4 low,
gene,MIR142,,non-coding,associated_with_T2D,rdkg,1,curated_link,,source_count,,T4 low,
gene,MIR144,,non-coding,associated_with_T2D,rdkg,1,curated_link,,source_count,,T4 low,
gene,MIR151A,,non-coding,associated_with_T2D,rdkg,1,curated_link,,source_count,,T4 low,
gene,MIR17HG,,non-coding,associated_with_T2D,rdkg,1,curated_link,,source_count,,T4 low,
gene,MIR181C,,non-coding,associated_with_T2D,rdkg,1,curated_link,,source_count,,T4 low,
gene,MIR1908,,non-coding,associated_with_T2D,rdkg,1,curated_link,,source_count,,T4 low,
gene,MIR192,,non-coding,associated_with_T2D,rdkg,1,curated_link,,source_count,,T4 low,
gene,MIR195,,non-coding,associated_with_T2D,rdkg,1,curated_link,,source_count,,T4 low,
gene,MIR200A,,non-coding,associated_with_T2D,rdkg,1,curated_link,,source_count,,T4 low,
gene,MIR203A,,non-coding,associated_with_T2D,rdkg,1,curated_link,,source_count,,T4 low,
gene,MIR204,,non-coding,associated_with_T2D,rdkg,1,curated_link,,source_count,,T4 low,
gene,MIR205,,non-coding,associated_with_T2D,rdkg,1,curated_link,,source_count,,T4 low,
gene,MIR2116,,non-coding,associated_with_T2D,rdkg,1,curated_link,,source_count,,T4 low,
gene,MIR214,,non-coding,associated_with_T2D,rdkg,1,curated_link,,source_count,,T4 low,
gene,MIR215,,non-coding,associated_with_T2D,rdkg,1,curated_link,,source_count,,T4 low,
gene,MIR221,,non-coding,associated_with_T2D,rdkg,1,curated_link,,source_count,,T4 low,
gene,MIR222,,non-coding,associated_with_T2D,rdkg,1,curated_link,,source_count,,T4 low,
gene,MIR27A,,non-coding,associated_with_T2D,rdkg,1,curated_link,,source_count,,T4 low,
gene,MIR30A,,non-coding,associated_with_T2D,rdkg,1,curated_link,,source_count,,T4 low,
gene,MIR3173,,non-coding,associated_with_T2D,rdkg,1,curated_link,,source_count,,T4 low,
gene,MIR335,,non-coding,associated_with_T2D,rdkg,1,curated_link,,source_count,,T4 low,
gene,MIR339,,non-coding,associated_with_T2D,rdkg,1,curated_link,,source_count,,T4 low,
gene,MIR33B,,non-coding,associated_with_T2D,rdkg,1,curated_link,,source_count,,T4 low,
gene,MIR375,,non-coding,associated_with_T2D,rdkg,1,curated_link,,source_count,,T4 low,
gene,MIR377,,non-coding,associated_with_T2D,rdkg,1,curated_link,,source_count,,T4 low,
gene,MIR409,,non-coding,associated_with_T2D,rdkg,1,curated_link,,source_count,,T4 low,
gene,MIR423,,non-coding,associated_with_T2D,rdkg,1,curated_link,,source_count,,T4 low,
gene,MIR432,,non-coding,associated_with_T2D,rdkg,1,curated_link,,source_count,,T4 low,
gene,MIR4482,,non-coding,associated_with_T2D,rdkg,1,curated_link,,source_count,,T4 low,
gene,MIR4516,,non-coding,associated_with_T2D,rdkg,1,curated_link,,source_count,,T4 low,
gene,MIR483,,non-coding,associated_with_T2D,rdkg,1,curated_link,,source_count,,T4 low,
gene,MIR485,,non-coding,associated_with_T2D,rdkg,1,curated_link,,source_count,,T4 low,
gene,MIR487B,,non-coding,associated_with_T2D,rdkg,1,curated_link,,source_count,,T4 low,
gene,MIR532,,non-coding,associated_with_T2D,rdkg,1,curated_link,,source_count,,T4 low,
gene,MIR628,,non-coding,associated_with_T2D,rdkg,1,curated_link,,source_count,,T4 low,
gene,MIR6741,,non-coding,associated_with_T2D,rdkg,1,curated_link,,source_count,,T4 low,
gene,MIR6803,,non-coding,associated_with_T2D,rdkg,1,curated_link,,source_count,,T4 low,
gene,MIR744,,non-coding,associated_with_T2D,rdkg,1,curated_link,,source_count,,T4 low,
gene,MIR7704,,non-coding,associated_with_T2D,rdkg,1,curated_link,,source_count,,T4 low,
gene,MIR8061,,non-coding,associated_with_T2D,rdkg,1,curated_link,,source_count,,T4 low,
gene,MIR885,,non-coding,associated_with_T2D,rdkg,1,curated_link,,source_count,,T4 low,
gene,MIR92B,,non-coding,associated_with_T2D,rdkg,1,curated_link,,source_count,,T4 low,
gene,MIR939,,non-coding,associated_with_T2D,rdkg,1,curated_link,,source_count,,T4 low,
gene,MIR98,,non-coding,associated_with_T2D,rdkg,1,curated_link,,source_count,,T4 low,
gene,MIRLET7D,,non-coding,associated_with_T2D,rdkg,1,curated_link,,source_count,,T4 low,
gene,MKKS,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,MKRN3,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,MKS1,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,MLXIPL,,protein-coding,associated_with_T2D,digcfdekg;spoke-okn,2,curated_link;statistical_association,3.1,PIGEAN/EAGGL_weight,,T3 medium,
gene,MMP14,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,MMP2,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,MMP9,,protein-coding,associated_with_T2D,spoke-okn,1,curated_link,,source_count,,T4 low,spoke-okn is parent-term (diabetes mellitus)
gene,MOB1B,,protein-coding,associated_with_T2D,digcfdekg,1,statistical_association,3.88,PIGEAN/EAGGL_weight,,T3 medium,
