assay	gene	mouse_symbol	human	human_symbol	human_taxonomy	osd	mouse_entrez	human_entrez
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/20524	Slc25a17	http://www.ncbi.nlm.nih.gov/gene/10478	SLC25A17	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	20524	10478
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/20525	Slc2a1	http://www.ncbi.nlm.nih.gov/gene/6513	SLC2A1	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	20525	6513
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/20526	Slc2a2	http://www.ncbi.nlm.nih.gov/gene/6514	SLC2A2	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	20526	6514
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/20530	Slc31a2	http://www.ncbi.nlm.nih.gov/gene/1318	SLC31A2	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	20530	1318
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/20534	Slc4a1ap	http://www.ncbi.nlm.nih.gov/gene/22950	SLC4A1AP	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	20534	22950
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/20587	Smarcb1	http://www.ncbi.nlm.nih.gov/gene/6598	SMARCB1	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	20587	6598
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/20595	Smn1	http://www.ncbi.nlm.nih.gov/gene/6606	SMN1	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	20595	6606
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/20595	Smn1	http://www.ncbi.nlm.nih.gov/gene/6607	SMN1|SMN2	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	20595	6607
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/20598	Smpd2	http://www.ncbi.nlm.nih.gov/gene/6610	SMPD2	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	20598	6610
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/20604	Sst	http://www.ncbi.nlm.nih.gov/gene/6750	SST	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	20604	6750
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/20612	Siglec1	http://www.ncbi.nlm.nih.gov/gene/6614	SIGLEC1	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	20612	6614
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/20615	Snapin	http://www.ncbi.nlm.nih.gov/gene/23557	SNAPIN	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	20615	23557
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/20619	Snap23	http://www.ncbi.nlm.nih.gov/gene/8773	SNAP23	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	20619	8773
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/20620	Plk2	http://www.ncbi.nlm.nih.gov/gene/10769	PLK2	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	20620	10769
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/20624	Eftud2	http://www.ncbi.nlm.nih.gov/gene/9343	EFTUD2	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	20624	9343
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/20639	Snrpb2	http://www.ncbi.nlm.nih.gov/gene/6629	SNRPB2	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	20639	6629
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/20655	Sod1	http://www.ncbi.nlm.nih.gov/gene/6647	SOD1	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	20655	6647
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/20658	Son	http://www.ncbi.nlm.nih.gov/gene/6651	SON	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	20658	6651
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/20687	Sp3	http://www.ncbi.nlm.nih.gov/gene/6670	SP3	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	20687	6670
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/20703	Serpina1d	http://www.ncbi.nlm.nih.gov/gene/5265	SERPINA1	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	20703	5265
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/20716	Serpina3n	http://www.ncbi.nlm.nih.gov/gene/12	SERPINA3	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	20716	12
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/20720	Serpine2	http://www.ncbi.nlm.nih.gov/gene/5270	SERPINE2	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	20720	5270
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/207212	Arhgef17	http://www.ncbi.nlm.nih.gov/gene/9828	ARHGEF17	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	207212	9828
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/207214	Larp4	http://www.ncbi.nlm.nih.gov/gene/113251	LARP4	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	207214	113251
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/207215	Fbxo40	http://www.ncbi.nlm.nih.gov/gene/51725	FBXO40	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	207215	51725
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/207227	Stxbp5l	http://www.ncbi.nlm.nih.gov/gene/9515	STXBP5L	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	207227	9515
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/20723	Serpinb9	http://www.ncbi.nlm.nih.gov/gene/5272	SERPINB9	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	20723	5272
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/20729	Spin1	http://www.ncbi.nlm.nih.gov/gene/10927	SPIN1	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	20729	10927
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/207304	Hectd1	http://www.ncbi.nlm.nih.gov/gene/25831	HECTD1	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	207304	25831
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/207352	Sec23ip	http://www.ncbi.nlm.nih.gov/gene/11196	SEC23IP	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	207352	11196
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/20741	Sptb	http://www.ncbi.nlm.nih.gov/gene/6710	SPTB	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	20741	6710
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/20743	Sptbn2	http://www.ncbi.nlm.nih.gov/gene/6712	SPTBN2	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	20743	6712
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/20744	Strbp	http://www.ncbi.nlm.nih.gov/gene/55342	STRBP	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	20744	55342
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/20747	Spop	http://www.ncbi.nlm.nih.gov/gene/8405	SPOP	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	20747	8405
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/20751	Spr	http://www.ncbi.nlm.nih.gov/gene/6697	SPR	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	20751	6697
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/207615	Wdr37	http://www.ncbi.nlm.nih.gov/gene/22884	WDR37	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	207615	22884
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/207683	Igsf11	http://www.ncbi.nlm.nih.gov/gene/152404	IGSF11	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	207683	152404
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/207742	Rnf43	http://www.ncbi.nlm.nih.gov/gene/54894	RNF43	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	207742	54894
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/20776	Tmie	http://www.ncbi.nlm.nih.gov/gene/259236	TMIE	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	20776	259236
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/20778	Scarb1	http://www.ncbi.nlm.nih.gov/gene/949	SCARB1	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	20778	949
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/20788	Srebf2	http://www.ncbi.nlm.nih.gov/gene/6721	SREBF2	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	20788	6721
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/207952	Klhl25	http://www.ncbi.nlm.nih.gov/gene/64410	KLHL25	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	207952	64410
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/207958	Alg11	http://www.ncbi.nlm.nih.gov/gene/440138	ALG11	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	207958	440138
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/20810	Srm	http://www.ncbi.nlm.nih.gov/gene/6723	SRM	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	20810	6723
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/208111	Zfp976	http://www.ncbi.nlm.nih.gov/gene/147658	ZNF534	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	208111	147658
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/208111	Zfp976	http://www.ncbi.nlm.nih.gov/gene/162967	ZNF320	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	208111	162967
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/208111	Zfp976	http://www.ncbi.nlm.nih.gov/gene/55786	ZNF415	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	208111	55786
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/208111	Zfp976	http://www.ncbi.nlm.nih.gov/gene/84436	ZNF528	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	208111	84436
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/208111	Zfp976	http://www.ncbi.nlm.nih.gov/gene/90317	ZNF616	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	208111	90317
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/208144	Dhx37	http://www.ncbi.nlm.nih.gov/gene/57647	DHX37	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	208144	57647
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/20815	Srpk1	http://www.ncbi.nlm.nih.gov/gene/6732	SRPK1	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	20815	6732
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/208211	Alg1	http://www.ncbi.nlm.nih.gov/gene/56052	ALG1	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	208211	56052
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/208211	Alg1	http://www.ncbi.nlm.nih.gov/gene/644974	ALG1L2	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	208211	644974
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/20823	Ssb	http://www.ncbi.nlm.nih.gov/gene/6741	SSB	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	20823	6741
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/208266	Dot1l	http://www.ncbi.nlm.nih.gov/gene/84444	DOT1L	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	208266	84444
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/208292	Zfp871	http://www.ncbi.nlm.nih.gov/gene/94039	ZNF101	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	208292	94039
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/20832	Ssr4	http://www.ncbi.nlm.nih.gov/gene/6748	SSR4	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	20832	6748
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/20833	Ssrp1	http://www.ncbi.nlm.nih.gov/gene/6749	SSRP1	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	20833	6749
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/20841	Zfp143	http://www.ncbi.nlm.nih.gov/gene/7702	ZNF143	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	20841	7702
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/208440	Dip2c	http://www.ncbi.nlm.nih.gov/gene/22982	DIP2C	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	208440	22982
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/208449	Sgms1	http://www.ncbi.nlm.nih.gov/gene/259230	SGMS1	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	208449	259230
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/20847	Stat2	http://www.ncbi.nlm.nih.gov/gene/6773	STAT2	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	20847	6773
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/20850	Stat5a	http://www.ncbi.nlm.nih.gov/gene/6776	STAT5A	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	20850	6776
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/20851	Stat5b	http://www.ncbi.nlm.nih.gov/gene/6777	STAT5B	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	20851	6777
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/208518	Cep78	http://www.ncbi.nlm.nih.gov/gene/84131	CEP78	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	208518	84131
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/20852	Stat6	http://www.ncbi.nlm.nih.gov/gene/6778	STAT6	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	20852	6778
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/20860	Sult1e1	http://www.ncbi.nlm.nih.gov/gene/6783	SULT1E1	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	20860	6783
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/208606	Rsrc2	http://www.ncbi.nlm.nih.gov/gene/65117	RSRC2	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	208606	65117
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/208618	Etl4	http://www.ncbi.nlm.nih.gov/gene/56243	KIAA1217	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	208618	56243
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/208624	Alg3	http://www.ncbi.nlm.nih.gov/gene/10195	ALG3	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	208624	10195
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/208643	Eif4g1	http://www.ncbi.nlm.nih.gov/gene/1981	EIF4G1	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	208643	1981
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/208647	Creb3l2	http://www.ncbi.nlm.nih.gov/gene/64764	CREB3L2	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	208647	64764
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/208650	Cblb	http://www.ncbi.nlm.nih.gov/gene/868	CBLB	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	208650	868
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/20867	Stip1	http://www.ncbi.nlm.nih.gov/gene/10963	STIP1	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	20867	10963
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/208677	Creb3l3	http://www.ncbi.nlm.nih.gov/gene/84699	CREB3L3	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	208677	84699
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/208718	Dis3l2	http://www.ncbi.nlm.nih.gov/gene/129563	DIS3L2	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	208718	129563
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/20872	Stk16	http://www.ncbi.nlm.nih.gov/gene/8576	STK16	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	20872	8576
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/208768	Sde2	http://www.ncbi.nlm.nih.gov/gene/163859	SDE2	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	208768	163859
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/208795	Tmem63a	http://www.ncbi.nlm.nih.gov/gene/9725	TMEM63A	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	208795	9725
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/20887	Sult1a1	http://www.ncbi.nlm.nih.gov/gene/445329	SULT1A4	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	20887	445329
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/20887	Sult1a1	http://www.ncbi.nlm.nih.gov/gene/6799	SULT1A2	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	20887	6799
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/20887	Sult1a1	http://www.ncbi.nlm.nih.gov/gene/6817	SULT1A1	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	20887	6817
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/20887	Sult1a1	http://www.ncbi.nlm.nih.gov/gene/6818	SULT1A3	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	20887	6818
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/208908	Ccdc62	http://www.ncbi.nlm.nih.gov/gene/84660	CCDC62	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	208908	84660
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/208922	Cpeb3	http://www.ncbi.nlm.nih.gov/gene/22849	CPEB3	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	208922	22849
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/20893	Bhlhe40	http://www.ncbi.nlm.nih.gov/gene/8553	BHLHE40	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	20893	8553
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/208968	Zfp280c	http://www.ncbi.nlm.nih.gov/gene/55609	ZNF280C	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	208968	55609
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/209039	Tns2	http://www.ncbi.nlm.nih.gov/gene/23371	TNS2	http://purl.obolibrary.org/obo/NCBITaxon_9606	OSD-25	209039	23371
