category,K,k,n,N,expected,fold,p,fdr,family,signature,label
http://purl.obolibrary.org/obo/GO_1902004,17,4,1010,7663,2.24,1.79,0.1770134286156807,0.3274771526464916,GO_BP,all,positive regulation of amyloid-beta formation
http://purl.obolibrary.org/obo/GO_0048662,17,4,1010,7663,2.24,1.79,0.1770134286156807,0.3274771526464916,GO_BP,all,negative regulation of smooth muscle cell proliferation
http://purl.obolibrary.org/obo/GO_0031116,17,4,1010,7663,2.24,1.79,0.1770134286156807,0.3274771526464916,GO_BP,all,positive regulation of microtubule polymerization
http://purl.obolibrary.org/obo/GO_0010564,17,4,1010,7663,2.24,1.79,0.1770134286156807,0.3274771526464916,GO_BP,all,regulation of cell cycle process
http://purl.obolibrary.org/obo/GO_0051402,17,4,1010,7663,2.24,1.79,0.1770134286156807,0.3274771526464916,GO_BP,all,neuron apoptotic process
http://purl.obolibrary.org/obo/GO_0001975,17,4,1010,7663,2.24,1.79,0.1770134286156807,0.3274771526464916,GO_BP,all,response to amphetamine
http://purl.obolibrary.org/obo/GO_0015721,23,5,1010,7663,3.03,1.65,0.1774378197606488,0.3274771526464916,GO_BP,all,bile acid and bile salt transport
http://purl.obolibrary.org/obo/GO_0050900,23,5,1010,7663,3.03,1.65,0.1774378197606488,0.3274771526464916,GO_BP,all,leukocyte migration
http://purl.obolibrary.org/obo/GO_0045931,23,5,1010,7663,3.03,1.65,0.1774378197606488,0.3274771526464916,GO_BP,all,positive regulation of mitotic cell cycle
http://purl.obolibrary.org/obo/GO_0045668,23,5,1010,7663,3.03,1.65,0.1774378197606488,0.3274771526464916,GO_BP,all,negative regulation of osteoblast differentiation
http://purl.obolibrary.org/obo/GO_0035774,23,5,1010,7663,3.03,1.65,0.1774378197606488,0.3274771526464916,GO_BP,all,positive regulation of insulin secretion involved in cellular response to glucose stimulus
http://purl.obolibrary.org/obo/GO_0033574,23,5,1010,7663,3.03,1.65,0.1774378197606488,0.3274771526464916,GO_BP,all,response to testosterone
http://purl.obolibrary.org/obo/GO_0022008,23,5,1010,7663,3.03,1.65,0.1774378197606488,0.3274771526464916,GO_BP,all,neurogenesis
http://purl.obolibrary.org/obo/GO_0097746,23,5,1010,7663,3.03,1.65,0.1774378197606488,0.3274771526464916,GO_BP,all,blood vessel diameter maintenance
http://purl.obolibrary.org/obo/GO_0051239,23,5,1010,7663,3.03,1.65,0.1774378197606488,0.3274771526464916,GO_BP,all,regulation of multicellular organismal process
http://purl.obolibrary.org/obo/GO_0060291,23,5,1010,7663,3.03,1.65,0.1774378197606488,0.3274771526464916,GO_BP,all,long-term synaptic potentiation
http://purl.obolibrary.org/obo/GO_0030199,42,8,1010,7663,5.54,1.45,0.1809071940346313,0.3326571846351097,GO_BP,all,collagen fibril organization
http://purl.obolibrary.org/obo/GO_0006879,42,8,1010,7663,5.54,1.45,0.1809071940346313,0.3326571846351097,GO_BP,all,intracellular iron ion homeostasis
http://purl.obolibrary.org/obo/GO_0008360,62,11,1010,7663,8.17,1.35,0.1867998012728456,0.3428647175099396,GO_BP,all,regulation of cell shape
http://purl.obolibrary.org/obo/GO_0008584,36,7,1010,7663,4.74,1.48,0.1882394285028197,0.3448766171839981,GO_BP,all,male gonad development
http://purl.obolibrary.org/obo/GO_0045786,30,6,1010,7663,3.95,1.52,0.1952919399126705,0.3492957436053784,GO_BP,all,negative regulation of cell cycle
http://purl.obolibrary.org/obo/GO_0050918,30,6,1010,7663,3.95,1.52,0.1952919399126705,0.3492957436053784,GO_BP,all,positive chemotaxis
http://purl.obolibrary.org/obo/GO_0006950,30,6,1010,7663,3.95,1.52,0.1952919399126705,0.3492957436053784,GO_BP,all,response to stress
http://purl.obolibrary.org/obo/GO_0002062,24,5,1010,7663,3.16,1.58,0.2014668044169747,0.3492957436053784,GO_BP,all,chondrocyte differentiation
http://purl.obolibrary.org/obo/GO_0051262,24,5,1010,7663,3.16,1.58,0.2014668044169747,0.3492957436053784,GO_BP,all,protein tetramerization
http://purl.obolibrary.org/obo/GO_0031638,24,5,1010,7663,3.16,1.58,0.2014668044169747,0.3492957436053784,GO_BP,all,zymogen activation
http://purl.obolibrary.org/obo/GO_0001666,97,16,1010,7663,12.78,1.25,0.2025105687221414,0.3492957436053784,GO_BP,all,response to hypoxia
http://purl.obolibrary.org/obo/GO_0042310,12,3,1010,7663,1.58,1.9,0.2033666220813541,0.3492957436053784,GO_BP,all,vasoconstriction
http://purl.obolibrary.org/obo/GO_1903779,12,3,1010,7663,1.58,1.9,0.2033666220813541,0.3492957436053784,GO_BP,all,regulation of cardiac conduction
http://purl.obolibrary.org/obo/GO_0043651,12,3,1010,7663,1.58,1.9,0.2033666220813541,0.3492957436053784,GO_BP,all,linoleic acid metabolic process
http://purl.obolibrary.org/obo/GO_0019915,12,3,1010,7663,1.58,1.9,0.2033666220813541,0.3492957436053784,GO_BP,all,lipid storage
http://purl.obolibrary.org/obo/GO_0017015,12,3,1010,7663,1.58,1.9,0.2033666220813541,0.3492957436053784,GO_BP,all,regulation of transforming growth factor beta receptor signaling pathway
http://purl.obolibrary.org/obo/GO_0045721,12,3,1010,7663,1.58,1.9,0.2033666220813541,0.3492957436053784,GO_BP,all,negative regulation of gluconeogenesis
http://purl.obolibrary.org/obo/GO_0045954,12,3,1010,7663,1.58,1.9,0.2033666220813541,0.3492957436053784,GO_BP,all,positive regulation of natural killer cell mediated cytotoxicity
http://purl.obolibrary.org/obo/GO_0016125,12,3,1010,7663,1.58,1.9,0.2033666220813541,0.3492957436053784,GO_BP,all,sterol metabolic process
http://purl.obolibrary.org/obo/GO_0045953,12,3,1010,7663,1.58,1.9,0.2033666220813541,0.3492957436053784,GO_BP,all,negative regulation of natural killer cell mediated cytotoxicity
http://purl.obolibrary.org/obo/GO_0042327,12,3,1010,7663,1.58,1.9,0.2033666220813541,0.3492957436053784,GO_BP,all,positive regulation of phosphorylation
http://purl.obolibrary.org/obo/GO_0055093,12,3,1010,7663,1.58,1.9,0.2033666220813541,0.3492957436053784,GO_BP,all,response to hyperoxia
http://purl.obolibrary.org/obo/GO_0060259,12,3,1010,7663,1.58,1.9,0.2033666220813541,0.3492957436053784,GO_BP,all,regulation of feeding behavior
http://purl.obolibrary.org/obo/GO_0007597,12,3,1010,7663,1.58,1.9,0.2033666220813541,0.3492957436053784,GO_BP,all,"blood coagulation, intrinsic pathway"
http://purl.obolibrary.org/obo/GO_0035458,12,3,1010,7663,1.58,1.9,0.2033666220813541,0.3492957436053784,GO_BP,all,cellular response to interferon-beta
http://purl.obolibrary.org/obo/GO_0051693,12,3,1010,7663,1.58,1.9,0.2033666220813541,0.3492957436053784,GO_BP,all,actin filament capping
http://purl.obolibrary.org/obo/GO_0008209,12,3,1010,7663,1.58,1.9,0.2033666220813541,0.3492957436053784,GO_BP,all,androgen metabolic process
http://purl.obolibrary.org/obo/GO_0030301,12,3,1010,7663,1.58,1.9,0.2033666220813541,0.3492957436053784,GO_BP,all,cholesterol transport
http://purl.obolibrary.org/obo/GO_0051044,12,3,1010,7663,1.58,1.9,0.2033666220813541,0.3492957436053784,GO_BP,all,positive regulation of membrane protein ectodomain proteolysis
http://purl.obolibrary.org/obo/GO_0042119,12,3,1010,7663,1.58,1.9,0.2033666220813541,0.3492957436053784,GO_BP,all,neutrophil activation
http://purl.obolibrary.org/obo/GO_0006699,12,3,1010,7663,1.58,1.9,0.2033666220813541,0.3492957436053784,GO_BP,all,bile acid biosynthetic process
http://purl.obolibrary.org/obo/GO_0003203,12,3,1010,7663,1.58,1.9,0.2033666220813541,0.3492957436053784,GO_BP,all,endocardial cushion morphogenesis
http://purl.obolibrary.org/obo/GO_0090091,12,3,1010,7663,1.58,1.9,0.2033666220813541,0.3492957436053784,GO_BP,all,positive regulation of extracellular matrix disassembly
http://purl.obolibrary.org/obo/GO_0002040,18,4,1010,7663,2.37,1.69,0.2053933616902396,0.3492957436053784,GO_BP,all,sprouting angiogenesis
http://purl.obolibrary.org/obo/GO_0071773,18,4,1010,7663,2.37,1.69,0.2053933616902396,0.3492957436053784,GO_BP,all,cellular response to BMP stimulus
http://purl.obolibrary.org/obo/GO_0002639,18,4,1010,7663,2.37,1.69,0.2053933616902396,0.3492957436053784,GO_BP,all,positive regulation of immunoglobulin production
http://purl.obolibrary.org/obo/GO_0050807,18,4,1010,7663,2.37,1.69,0.2053933616902396,0.3492957436053784,GO_BP,all,regulation of synapse organization
http://purl.obolibrary.org/obo/GO_0001570,18,4,1010,7663,2.37,1.69,0.2053933616902396,0.3492957436053784,GO_BP,all,vasculogenesis
http://purl.obolibrary.org/obo/GO_0016339,18,4,1010,7663,2.37,1.69,0.2053933616902396,0.3492957436053784,GO_BP,all,calcium-dependent cell-cell adhesion
http://purl.obolibrary.org/obo/GO_0030518,18,4,1010,7663,2.37,1.69,0.2053933616902396,0.3492957436053784,GO_BP,all,nuclear receptor-mediated steroid hormone signaling pathway
http://purl.obolibrary.org/obo/GO_0003007,18,4,1010,7663,2.37,1.69,0.2053933616902396,0.3492957436053784,GO_BP,all,heart morphogenesis
http://purl.obolibrary.org/obo/GO_0032570,18,4,1010,7663,2.37,1.69,0.2053933616902396,0.3492957436053784,GO_BP,all,response to progesterone
http://purl.obolibrary.org/obo/GO_0051899,18,4,1010,7663,2.37,1.69,0.2053933616902396,0.3492957436053784,GO_BP,all,membrane depolarization
http://purl.obolibrary.org/obo/GO_1905606,18,4,1010,7663,2.37,1.69,0.2053933616902396,0.3492957436053784,GO_BP,all,regulation of presynapse assembly
http://purl.obolibrary.org/obo/GO_0010744,18,4,1010,7663,2.37,1.69,0.2053933616902396,0.3492957436053784,GO_BP,all,positive regulation of macrophage derived foam cell differentiation
http://purl.obolibrary.org/obo/GO_0002548,18,4,1010,7663,2.37,1.69,0.2053933616902396,0.3492957436053784,GO_BP,all,monocyte chemotaxis
http://purl.obolibrary.org/obo/GO_0051289,50,9,1010,7663,6.59,1.37,0.2059592432414183,0.3492957436053784,GO_BP,all,protein homotetramerization
http://purl.obolibrary.org/obo/GO_1902476,50,9,1010,7663,6.59,1.37,0.2059592432414183,0.3492957436053784,GO_BP,all,chloride transmembrane transport
http://purl.obolibrary.org/obo/GO_0048013,37,7,1010,7663,4.88,1.44,0.2076428867254246,0.3509654179668793,GO_BP,all,ephrin receptor signaling pathway
http://purl.obolibrary.org/obo/GO_0045669,37,7,1010,7663,4.88,1.44,0.2076428867254246,0.3509654179668793,GO_BP,all,positive regulation of osteoblast differentiation
http://purl.obolibrary.org/obo/GO_0008203,64,11,1010,7663,8.44,1.3,0.2161285099673471,0.3615183306107177,GO_BP,all,cholesterol metabolic process
http://purl.obolibrary.org/obo/GO_0007605,44,8,1010,7663,5.8,1.38,0.216504409576171,0.3615183306107177,GO_BP,all,sensory perception of sound
http://purl.obolibrary.org/obo/GO_0006334,44,8,1010,7663,5.8,1.38,0.216504409576171,0.3615183306107177,GO_BP,all,nucleosome assembly
http://purl.obolibrary.org/obo/GO_0002250,154,24,1010,7663,20.3,1.18,0.2169860390382849,0.3615183306107177,GO_BP,all,adaptive immune response
http://purl.obolibrary.org/obo/GO_0071320,31,6,1010,7663,4.09,1.47,0.2171270451775525,0.3615183306107177,GO_BP,all,cellular response to cAMP
http://purl.obolibrary.org/obo/GO_0086091,31,6,1010,7663,4.09,1.47,0.2171270451775525,0.3615183306107177,GO_BP,all,regulation of heart rate by cardiac conduction
http://purl.obolibrary.org/obo/GO_0032024,31,6,1010,7663,4.09,1.47,0.2171270451775525,0.3615183306107177,GO_BP,all,positive regulation of insulin secretion
http://purl.obolibrary.org/obo/GO_0006812,31,6,1010,7663,4.09,1.47,0.2171270451775525,0.3615183306107177,GO_BP,all,monoatomic cation transport
http://purl.obolibrary.org/obo/GO_1901796,31,6,1010,7663,4.09,1.47,0.2171270451775525,0.3615183306107177,GO_BP,all,regulation of signal transduction by p53 class mediator
http://purl.obolibrary.org/obo/GO_0016525,51,9,1010,7663,6.72,1.34,0.2230097882103809,0.3694749626455815,GO_BP,all,negative regulation of angiogenesis
http://purl.obolibrary.org/obo/GO_0071260,51,9,1010,7663,6.72,1.34,0.2230097882103809,0.3694749626455815,GO_BP,all,cellular response to mechanical stimulus
http://purl.obolibrary.org/obo/GO_0007179,51,9,1010,7663,6.72,1.34,0.2230097882103809,0.3694749626455815,GO_BP,all,transforming growth factor beta receptor signaling pathway
http://purl.obolibrary.org/obo/GO_0007010,85,14,1010,7663,11.2,1.25,0.2241009624842126,0.3706711142242991,GO_BP,all,cytoskeleton organization
http://purl.obolibrary.org/obo/GO_0045429,25,5,1010,7663,3.3,1.52,0.2265080324641117,0.3731805532743811,GO_BP,all,positive regulation of nitric oxide biosynthetic process
http://purl.obolibrary.org/obo/GO_0043409,25,5,1010,7663,3.3,1.52,0.2265080324641117,0.3731805532743811,GO_BP,all,negative regulation of MAPK cascade
http://purl.obolibrary.org/obo/GO_0007416,38,7,1010,7663,5.01,1.4,0.2277558992585564,0.3731805532743811,GO_BP,all,synapse assembly
http://purl.obolibrary.org/obo/GO_0010718,38,7,1010,7663,5.01,1.4,0.2277558992585564,0.3731805532743811,GO_BP,all,positive regulation of epithelial to mesenchymal transition
http://purl.obolibrary.org/obo/GO_0016477,113,18,1010,7663,14.89,1.21,0.2278319073956218,0.3731805532743811,GO_BP,all,cell migration
http://purl.obolibrary.org/obo/GO_0010467,58,10,1010,7663,7.64,1.31,0.227848286013143,0.3731805532743811,GO_BP,all,gene expression
http://purl.obolibrary.org/obo/GO_0008284,270,40,1010,7663,35.59,1.12,0.2336178453150503,0.377330204052036,GO_BP,all,positive regulation of cell population proliferation
http://purl.obolibrary.org/obo/GO_0051276,19,4,1010,7663,2.5,1.6,0.2349678876311678,0.377330204052036,GO_BP,all,chromosome organization
http://purl.obolibrary.org/obo/GO_0010592,19,4,1010,7663,2.5,1.6,0.2349678876311678,0.377330204052036,GO_BP,all,positive regulation of lamellipodium assembly
http://purl.obolibrary.org/obo/GO_0071230,19,4,1010,7663,2.5,1.6,0.2349678876311678,0.377330204052036,GO_BP,all,cellular response to amino acid stimulus
http://purl.obolibrary.org/obo/GO_0006749,19,4,1010,7663,2.5,1.6,0.2349678876311678,0.377330204052036,GO_BP,all,glutathione metabolic process
http://purl.obolibrary.org/obo/GO_0019216,19,4,1010,7663,2.5,1.6,0.2349678876311678,0.377330204052036,GO_BP,all,regulation of lipid metabolic process
http://purl.obolibrary.org/obo/GO_0030512,45,8,1010,7663,5.93,1.35,0.2352239814880879,0.377330204052036,GO_BP,all,negative regulation of transforming growth factor beta receptor signaling pathway
http://purl.obolibrary.org/obo/GO_0010506,45,8,1010,7663,5.93,1.35,0.2352239814880879,0.377330204052036,GO_BP,all,regulation of autophagy
http://purl.obolibrary.org/obo/GO_0005975,107,17,1010,7663,14.1,1.21,0.239472096523531,0.377330204052036,GO_BP,all,carbohydrate metabolic process
http://purl.obolibrary.org/obo/GO_0090102,13,3,1010,7663,1.71,1.75,0.2401533868418835,0.377330204052036,GO_BP,all,cochlea development
http://purl.obolibrary.org/obo/GO_0035338,13,3,1010,7663,1.71,1.75,0.2401533868418835,0.377330204052036,GO_BP,all,long-chain fatty-acyl-CoA biosynthetic process
http://purl.obolibrary.org/obo/GO_0046785,13,3,1010,7663,1.71,1.75,0.2401533868418835,0.377330204052036,GO_BP,all,microtubule polymerization
http://purl.obolibrary.org/obo/GO_0045494,13,3,1010,7663,1.71,1.75,0.2401533868418835,0.377330204052036,GO_BP,all,photoreceptor cell maintenance
http://purl.obolibrary.org/obo/GO_0048714,13,3,1010,7663,1.71,1.75,0.2401533868418835,0.377330204052036,GO_BP,all,positive regulation of oligodendrocyte differentiation
http://purl.obolibrary.org/obo/GO_0071385,13,3,1010,7663,1.71,1.75,0.2401533868418835,0.377330204052036,GO_BP,all,cellular response to glucocorticoid stimulus
http://purl.obolibrary.org/obo/GO_0031122,13,3,1010,7663,1.71,1.75,0.2401533868418835,0.377330204052036,GO_BP,all,cytoplasmic microtubule organization
http://purl.obolibrary.org/obo/GO_0051895,13,3,1010,7663,1.71,1.75,0.2401533868418835,0.377330204052036,GO_BP,all,negative regulation of focal adhesion assembly
http://purl.obolibrary.org/obo/GO_0007026,13,3,1010,7663,1.71,1.75,0.2401533868418835,0.377330204052036,GO_BP,all,negative regulation of microtubule depolymerization
http://purl.obolibrary.org/obo/GO_0051241,13,3,1010,7663,1.71,1.75,0.2401533868418835,0.377330204052036,GO_BP,all,negative regulation of multicellular organismal process
http://purl.obolibrary.org/obo/GO_0042167,13,3,1010,7663,1.71,1.75,0.2401533868418835,0.377330204052036,GO_BP,all,heme catabolic process
http://purl.obolibrary.org/obo/GO_0007190,13,3,1010,7663,1.71,1.75,0.2401533868418835,0.377330204052036,GO_BP,all,activation of adenylate cyclase activity
http://purl.obolibrary.org/obo/GO_0043113,13,3,1010,7663,1.71,1.75,0.2401533868418835,0.377330204052036,GO_BP,all,receptor clustering
http://purl.obolibrary.org/obo/GO_0042759,13,3,1010,7663,1.71,1.75,0.2401533868418835,0.377330204052036,GO_BP,all,long-chain fatty acid biosynthetic process
http://purl.obolibrary.org/obo/GO_0032091,13,3,1010,7663,1.71,1.75,0.2401533868418835,0.377330204052036,GO_BP,all,negative regulation of protein binding
http://purl.obolibrary.org/obo/GO_0071732,13,3,1010,7663,1.71,1.75,0.2401533868418835,0.377330204052036,GO_BP,all,cellular response to nitric oxide
http://purl.obolibrary.org/obo/GO_2001243,13,3,1010,7663,1.71,1.75,0.2401533868418835,0.377330204052036,GO_BP,all,negative regulation of intrinsic apoptotic signaling pathway
http://purl.obolibrary.org/obo/GO_0030182,52,9,1010,7663,6.85,1.31,0.2405731789162443,0.3773991744248583,GO_BP,all,neuron differentiation
http://purl.obolibrary.org/obo/GO_0042127,73,12,1010,7663,9.62,1.25,0.2491641050797234,0.3902663985960099,GO_BP,all,regulation of cell population proliferation
http://purl.obolibrary.org/obo/GO_0030036,94,15,1010,7663,12.39,1.21,0.2517948596052714,0.3928776840112494,GO_BP,all,actin cytoskeleton organization
http://purl.obolibrary.org/obo/GO_0018105,26,5,1010,7663,3.43,1.46,0.2523965201068285,0.3928776840112494,GO_BP,all,peptidyl-serine phosphorylation
http://purl.obolibrary.org/obo/GO_0048146,26,5,1010,7663,3.43,1.46,0.2523965201068285,0.3928776840112494,GO_BP,all,positive regulation of fibroblast proliferation
http://purl.obolibrary.org/obo/GO_0030330,26,5,1010,7663,3.43,1.46,0.2523965201068285,0.3928776840112494,GO_BP,all,"DNA damage response, signal transduction by p53 class mediator"
http://purl.obolibrary.org/obo/GO_0070301,46,8,1010,7663,6.06,1.32,0.2544761368735875,0.3942809281189535,GO_BP,all,cellular response to hydrogen peroxide
http://purl.obolibrary.org/obo/GO_0001938,46,8,1010,7663,6.06,1.32,0.2544761368735875,0.3942809281189535,GO_BP,all,positive regulation of endothelial cell proliferation
http://purl.obolibrary.org/obo/GO_0007623,46,8,1010,7663,6.06,1.32,0.2544761368735875,0.3942809281189535,GO_BP,all,circadian rhythm
http://purl.obolibrary.org/obo/GO_0035725,74,12,1010,7663,9.75,1.23,0.2645086686094778,0.4081585189316923,GO_BP,all,sodium ion transmembrane transport
http://purl.obolibrary.org/obo/GO_0070588,95,15,1010,7663,12.52,1.2,0.2653217733353479,0.4081585189316923,GO_BP,all,calcium ion transmembrane transport
http://purl.obolibrary.org/obo/GO_0006688,20,4,1010,7663,2.64,1.52,0.2654656502613497,0.4081585189316923,GO_BP,all,glycosphingolipid biosynthetic process
http://purl.obolibrary.org/obo/GO_0001774,20,4,1010,7663,2.64,1.52,0.2654656502613497,0.4081585189316923,GO_BP,all,microglial cell activation
http://purl.obolibrary.org/obo/GO_0010875,20,4,1010,7663,2.64,1.52,0.2654656502613497,0.4081585189316923,GO_BP,all,positive regulation of cholesterol efflux
http://purl.obolibrary.org/obo/GO_0007259,47,8,1010,7663,6.19,1.29,0.2741966620223059,0.4121380425785675,GO_BP,all,cell surface receptor signaling pathway via JAK-STAT
http://purl.obolibrary.org/obo/GO_0007517,47,8,1010,7663,6.19,1.29,0.2741966620223059,0.4121380425785675,GO_BP,all,muscle organ development
http://purl.obolibrary.org/obo/GO_0007417,54,9,1010,7663,7.12,1.26,0.27703880814344,0.4121380425785675,GO_BP,all,central nervous system development
http://purl.obolibrary.org/obo/GO_0045862,14,3,1010,7663,1.85,1.63,0.2779058314996914,0.4121380425785675,GO_BP,all,positive regulation of proteolysis
http://purl.obolibrary.org/obo/GO_0071318,14,3,1010,7663,1.85,1.63,0.2779058314996914,0.4121380425785675,GO_BP,all,cellular response to ATP
http://purl.obolibrary.org/obo/GO_0046328,14,3,1010,7663,1.85,1.63,0.2779058314996914,0.4121380425785675,GO_BP,all,regulation of JNK cascade
http://purl.obolibrary.org/obo/GO_0060392,14,3,1010,7663,1.85,1.63,0.2779058314996914,0.4121380425785675,GO_BP,all,negative regulation of SMAD protein signal transduction
http://purl.obolibrary.org/obo/GO_0060416,14,3,1010,7663,1.85,1.63,0.2779058314996914,0.4121380425785675,GO_BP,all,response to growth hormone
http://purl.obolibrary.org/obo/GO_2001234,14,3,1010,7663,1.85,1.63,0.2779058314996914,0.4121380425785675,GO_BP,all,negative regulation of apoptotic signaling pathway
http://purl.obolibrary.org/obo/GO_2001244,14,3,1010,7663,1.85,1.63,0.2779058314996914,0.4121380425785675,GO_BP,all,positive regulation of intrinsic apoptotic signaling pathway
http://purl.obolibrary.org/obo/GO_0006957,14,3,1010,7663,1.85,1.63,0.2779058314996914,0.4121380425785675,GO_BP,all,"complement activation, alternative pathway"
http://purl.obolibrary.org/obo/GO_0035567,14,3,1010,7663,1.85,1.63,0.2779058314996914,0.4121380425785675,GO_BP,all,non-canonical Wnt signaling pathway
http://purl.obolibrary.org/obo/GO_0003376,14,3,1010,7663,1.85,1.63,0.2779058314996914,0.4121380425785675,GO_BP,all,sphingosine-1-phosphate receptor signaling pathway
http://purl.obolibrary.org/obo/GO_0042246,14,3,1010,7663,1.85,1.63,0.2779058314996914,0.4121380425785675,GO_BP,all,tissue regeneration
http://purl.obolibrary.org/obo/GO_0002407,14,3,1010,7663,1.85,1.63,0.2779058314996914,0.4121380425785675,GO_BP,all,dendritic cell chemotaxis
http://purl.obolibrary.org/obo/GO_0007163,14,3,1010,7663,1.85,1.63,0.2779058314996914,0.4121380425785675,GO_BP,all,establishment or maintenance of cell polarity
http://purl.obolibrary.org/obo/GO_0038061,14,3,1010,7663,1.85,1.63,0.2779058314996914,0.4121380425785675,GO_BP,all,non-canonical NF-kappaB signal transduction
http://purl.obolibrary.org/obo/GO_0010043,14,3,1010,7663,1.85,1.63,0.2779058314996914,0.4121380425785675,GO_BP,all,response to zinc ion
http://purl.obolibrary.org/obo/GO_0043114,14,3,1010,7663,1.85,1.63,0.2779058314996914,0.4121380425785675,GO_BP,all,regulation of vascular permeability
http://purl.obolibrary.org/obo/GO_0030261,14,3,1010,7663,1.85,1.63,0.2779058314996914,0.4121380425785675,GO_BP,all,chromosome condensation
http://purl.obolibrary.org/obo/GO_0030001,14,3,1010,7663,1.85,1.63,0.2779058314996914,0.4121380425785675,GO_BP,all,metal ion transport
http://purl.obolibrary.org/obo/GO_0022407,14,3,1010,7663,1.85,1.63,0.2779058314996914,0.4121380425785675,GO_BP,all,regulation of cell-cell adhesion
http://purl.obolibrary.org/obo/GO_0010759,14,3,1010,7663,1.85,1.63,0.2779058314996914,0.4121380425785675,GO_BP,all,positive regulation of macrophage chemotaxis
http://purl.obolibrary.org/obo/GO_0035335,14,3,1010,7663,1.85,1.63,0.2779058314996914,0.4121380425785675,GO_BP,all,peptidyl-tyrosine dephosphorylation
http://purl.obolibrary.org/obo/GO_0090307,27,5,1010,7663,3.56,1.41,0.2789657566062211,0.4130997339714543,GO_BP,all,mitotic spindle assembly
http://purl.obolibrary.org/obo/GO_0007420,75,12,1010,7663,9.89,1.21,0.2801622050534559,0.4142604622587184,GO_BP,all,brain development
http://purl.obolibrary.org/obo/GO_0060326,34,6,1010,7663,4.48,1.34,0.2868243704355807,0.4228658853411497,GO_BP,all,cell chemotaxis
http://purl.obolibrary.org/obo/GO_0031397,34,6,1010,7663,4.48,1.34,0.2868243704355807,0.4228658853411497,GO_BP,all,negative regulation of protein ubiquitination
http://purl.obolibrary.org/obo/GO_0008286,41,7,1010,7663,5.4,1.3,0.2915374292173159,0.4291841333345823,GO_BP,all,insulin receptor signaling pathway
http://purl.obolibrary.org/obo/GO_0071222,90,14,1010,7663,11.86,1.18,0.2943211871781054,0.4322340204852987,GO_BP,all,cellular response to lipopolysaccharide
http://purl.obolibrary.org/obo/GO_0050728,69,11,1010,7663,9.09,1.21,0.2965150711643313,0.4322340204852987,GO_BP,all,negative regulation of inflammatory response
http://purl.obolibrary.org/obo/GO_0002218,21,4,1010,7663,2.77,1.45,0.2966227491178992,0.4322340204852987,GO_BP,all,activation of innate immune response
http://purl.obolibrary.org/obo/GO_0009888,21,4,1010,7663,2.77,1.45,0.2966227491178992,0.4322340204852987,GO_BP,all,tissue development
http://purl.obolibrary.org/obo/GO_0035025,21,4,1010,7663,2.77,1.45,0.2966227491178992,0.4322340204852987,GO_BP,all,positive regulation of Rho protein signal transduction
http://purl.obolibrary.org/obo/GO_0002042,21,4,1010,7663,2.77,1.45,0.2966227491178992,0.4322340204852987,GO_BP,all,cell migration involved in sprouting angiogenesis
http://purl.obolibrary.org/obo/GO_0097421,21,4,1010,7663,2.77,1.45,0.2966227491178992,0.4322340204852987,GO_BP,all,liver regeneration
http://purl.obolibrary.org/obo/GO_0007052,28,5,1010,7663,3.69,1.35,0.3060507111416126,0.4446814963620537,GO_BP,all,mitotic spindle organization
http://purl.obolibrary.org/obo/GO_0051240,28,5,1010,7663,3.69,1.35,0.3060507111416126,0.4446814963620537,GO_BP,all,positive regulation of multicellular organismal process
http://purl.obolibrary.org/obo/GO_0031623,35,6,1010,7663,4.61,1.3,0.3110732398107617,0.4470654141275343,GO_BP,all,receptor internalization
http://purl.obolibrary.org/obo/GO_0007173,35,6,1010,7663,4.61,1.3,0.3110732398107617,0.4470654141275343,GO_BP,all,epidermal growth factor receptor signaling pathway
http://purl.obolibrary.org/obo/GO_0033209,35,6,1010,7663,4.61,1.3,0.3110732398107617,0.4470654141275343,GO_BP,all,tumor necrosis factor-mediated signaling pathway
http://purl.obolibrary.org/obo/GO_0007229,77,12,1010,7663,10.15,1.18,0.3122706596038421,0.4470654141275343,GO_BP,all,integrin-mediated signaling pathway
http://purl.obolibrary.org/obo/GO_0007596,70,11,1010,7663,9.23,1.19,0.3135250555723087,0.4470654141275343,GO_BP,all,blood coagulation
http://purl.obolibrary.org/obo/GO_0001558,42,7,1010,7663,5.54,1.26,0.3136634762538524,0.4470654141275343,GO_BP,all,regulation of cell growth
http://purl.obolibrary.org/obo/GO_0030334,49,8,1010,7663,6.46,1.24,0.3147784758092012,0.4470654141275343,GO_BP,all,regulation of cell migration
http://purl.obolibrary.org/obo/GO_0032729,56,9,1010,7663,7.38,1.22,0.3149401867482074,0.4470654141275343,GO_BP,all,positive regulation of type II interferon production
http://purl.obolibrary.org/obo/GO_0007631,15,3,1010,7663,1.98,1.52,0.3161518366838141,0.4470654141275343,GO_BP,all,feeding behavior
http://purl.obolibrary.org/obo/GO_0043122,15,3,1010,7663,1.98,1.52,0.3161518366838141,0.4470654141275343,GO_BP,all,regulation of canonical NF-kappaB signal transduction
http://purl.obolibrary.org/obo/GO_0071404,15,3,1010,7663,1.98,1.52,0.3161518366838141,0.4470654141275343,GO_BP,all,cellular response to low-density lipoprotein particle stimulus
http://purl.obolibrary.org/obo/GO_0046676,15,3,1010,7663,1.98,1.52,0.3161518366838141,0.4470654141275343,GO_BP,all,negative regulation of insulin secretion
