trait,tlabel,n_genes
https://purl.org/okn/frink/kg/digcfdekg/node/trait/0cb9541c60a525de194c,pars opercularis volume measurement,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/d88f68ddaa3d76a2a811,CKD and DKD in type 2 diabetes,1
http://www.ebi.ac.uk/efo/EFO_0010059,cerebral microbleeds,1
http://www.ebi.ac.uk/efo/EFO_0010066,corneal hysteresis,1
http://www.ebi.ac.uk/efo/EFO_0005527,ejection fraction measurement,1
http://www.ebi.ac.uk/efo/EFO_0005408,pyroglutamine measurement,1
http://www.ebi.ac.uk/efo/EFO_0005318,axial length measurement,1
http://www.ebi.ac.uk/efo/EFO_0005276,hydroxy-leucine measurement,1
http://www.ebi.ac.uk/efo/EFO_0005275,dihydroxy docosatrienoic acid measurement,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/d560f695375796ad245a,blood cobalt measurement,1
http://www.ebi.ac.uk/efo/EFO_0005117,CCL5 measurement,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/d901e44d9e16a805c4e9,dilated cardiomyopathy,1
http://www.ebi.ac.uk/efo/EFO_0005106,body composition measurement,1
http://www.ebi.ac.uk/efo/EFO_0005059,acylcarnitine measurement,1
http://www.ebi.ac.uk/efo/EFO_0005038,hair morphology,1
http://www.ebi.ac.uk/efo/EFO_0010088,beverage consumption measurement,1
http://www.ebi.ac.uk/efo/EFO_0009965,Schizoaffective disorder-bipolar type,1
http://www.ebi.ac.uk/efo/EFO_0005665,white matter hyperintensity measurement,1
http://www.ebi.ac.uk/efo/EFO_0005674,white matter microstructure measurement,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/d7bfd611f4d1beb7bf2a,Aorta average diameter,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/0e29b6974f2d9176c556,Left hand grip strength,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/d7b9b149ef4ced2e759c,Hepatitis,1
http://www.ebi.ac.uk/efo/EFO_0005843,cortisol measurement,1
http://www.ebi.ac.uk/efo/EFO_0005850,emphysema pattern measurement,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/d75de11a764c3de08f39,macrophage colony stimulating factor measurement,1
http://www.ebi.ac.uk/efo/EFO_0005937,longitudinal BMI measurement,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/0d7aaf45e57ccc25ede1,left atrial volume measurement,1
http://www.ebi.ac.uk/efo/EFO_0006316,infant expressive language ability,1
http://www.ebi.ac.uk/efo/EFO_0006319,HIV viral set point measurement,1
http://www.ebi.ac.uk/efo/EFO_0006501,carotid plaque build,1
http://www.ebi.ac.uk/efo/EFO_0006502,mammographic density percentage,1
http://www.ebi.ac.uk/efo/EFO_0006524,L-arginine measurement,1
http://www.ebi.ac.uk/efo/EFO_0006796,very long-chain saturated fatty acid measurement,1
http://www.ebi.ac.uk/efo/EFO_0009594,irritability measurement,1
http://www.ebi.ac.uk/efo/EFO_0007820,cognitive behavioural therapy,1
http://www.ebi.ac.uk/efo/EFO_0007787,plasma betaine measurement,1
http://www.ebi.ac.uk/efo/EFO_0008300,TNF-related apoptosis-inducing ligand measurement,1
http://www.ebi.ac.uk/efo/EFO_0008405,susceptibility to hepatitis B infection measurement,1
http://www.ebi.ac.uk/efo/EFO_0008404,susceptibility to mumps measurement,1
http://www.ebi.ac.uk/efo/EFO_0008402,susceptibility to cold sores measurement,1
http://www.ebi.ac.uk/efo/EFO_0008401,susceptibility to shingles measurement,1
http://www.ebi.ac.uk/efo/EFO_0008360,environmental exposure measurement,1
http://www.orpha.net/ORDO/Orphanet_98724,Congenital anomaly of the great arteries,1
http://www.ebi.ac.uk/efo/EFO_0008320,white matter volume measurement,1
http://www.ebi.ac.uk/efo/EFO_0008254,P-Selectin measurement,1
http://www.ebi.ac.uk/efo/EFO_0007813,cotinine measurement,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/c6f3cdef649b93d7fd0f,fibroblast growth factor 23 measurement,1
http://www.orpha.net/ORDO/Orphanet_98727,Rare atrial defect and interatrial communication,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/5264f440340ea80380a1,Any cardiovascular disease (additive model),1
http://www.ebi.ac.uk/efo/EFO_0009369,diffusing capacity of the lung for carbon monoxide,1
http://www.orpha.net/ORDO/Orphanet_98741,Neurological muscular channelopathy due to a genetic potassium channel defect,1
http://www.ebi.ac.uk/efo/EFO_0008187,interleukin 6 receptor subunit alpha measurement,1
http://www.ebi.ac.uk/efo/EFO_0008184,interleukin 4 measurement,1
http://www.ebi.ac.uk/efo/EFO_0009362,nicotine withdrawal measurement,1
http://www.orpha.net/ORDO/Orphanet_98720,Atrioventricular valve anomaly,1
http://www.orpha.net/ORDO/Orphanet_98684,Craniostenosis with strabismus,1
http://www.ebi.ac.uk/efo/EFO_0008411,susceptibility to bacterial meningitis measurement,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/c2337b913b3e6dd9331e,Focal epilepsy (with hippocampal sclerosis),1
http://www.ebi.ac.uk/efo/EFO_0008536,anti-centromere-antibody-positive systemic scleroderma,1
http://www.ebi.ac.uk/efo/EFO_0008535,post-traumatic stress disorder symptom measurement,1
http://www.ebi.ac.uk/efo/EFO_0008529,kynurenine measurement,1
http://www.ebi.ac.uk/efo/EFO_0008487,lateral ventricle volume measurement,1
http://www.ebi.ac.uk/efo/EFO_0009184,heart rate response to exercise,1
http://www.ebi.ac.uk/efo/EFO_0008476,delayed reward discounting measurement,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/53cdd736500916936275,optic disc area measurement,1
http://www.orpha.net/ORDO/Orphanet_98649,Dentocutaneous disease with cataract,1
http://www.ebi.ac.uk/efo/EFO_0008467,behavioural inhibitory control measurement,1
http://www.ebi.ac.uk/efo/EFO_0008433,pursuit maintenance gain measurement,1
http://www.ebi.ac.uk/efo/EFO_0008421,non-alcoholic fatty liver disease severity measurement,1
http://www.orpha.net/ORDO/Orphanet_98653,Lens position anomaly,1
http://www.ebi.ac.uk/efo/EFO_0008414,susceptibility to measles measurement,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/53587413bc2082750c6a,Sedentary behavior duration,1
http://www.ebi.ac.uk/efo/EFO_0008173,interleukin 16 measurement,1
http://www.ebi.ac.uk/efo/EFO_0008165,interferon gamma measurement,1
http://www.ebi.ac.uk/efo/EFO_0008164,intercellular adhesion molecule 5 measurement,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/cc3b983522e600343079,major depressive episode,1
http://www.ebi.ac.uk/efo/EFO_0007907,methadone dose measurement,1
http://www.ebi.ac.uk/efo/EFO_0007904,susceptibility to childhood ear infection measurement,1
http://www.ebi.ac.uk/efo/EFO_0007898,alpha-tocopherol measurement,1
http://www.ebi.ac.uk/efo/EFO_0007889,dysmenorrheic pain measurement,1
http://www.ebi.ac.uk/efo/EFO_0007888,age at voice drop,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/045c9f8569e1c7b9bf60,Short-axis root (cm); BSA indexed,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/04f101c122b708f53e7d,heart function measurement,1
http://www.ebi.ac.uk/efo/EFO_0007873,cartilage thickness measurement,1
http://www.ebi.ac.uk/efo/EFO_0007859,response to interferon,1
http://www.ebi.ac.uk/efo/EFO_0007856,facial height measurement,1
http://www.ebi.ac.uk/efo/EFO_0007836,coenzyme Q10 measurement,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/06101cdfdf83bd65a0ee,glioma,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/cf74361c3da953131393,Insulin fold change during OGTT,1
http://www.ebi.ac.uk/efo/EFO_0009094,idiopathic dilated cardiomyopathy,1
http://www.ebi.ac.uk/efo/EFO_0007817,sleep apnea measurement,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/cc43d6830440d5337b34,hearing loss,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/cc05c19ce9acd22660ac,erosive tooth wear measurement,1
http://www.orpha.net/ORDO/Orphanet_98913,Postsynaptic congenital myasthenic syndromes,1
http://www.ebi.ac.uk/efo/EFO_0009588,feeling 'fed-up' measurement,1
http://www.orpha.net/ORDO/Orphanet_98914,Presynaptic congenital myasthenic syndromes,1
http://www.orpha.net/ORDO/Orphanet_98974,Fuchs endothelial corneal dystrophy,1
http://www.ebi.ac.uk/efo/EFO_0009396,hippocampal CA4 volume,1
http://www.ebi.ac.uk/efo/EFO_0008075,cation-independent mannose-6-phosphate receptor measurement,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/bf8bf0b7615868b23d1c,anterior uveitis,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/0032ca2cdc19fae9e392,Hyposmia in Parkinson's disease,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/0196168a2b46db7bd1ac,upper face morphology measurement,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/cacf445e4f3e289412fc,serum selenium measurement,1
http://www.ebi.ac.uk/efo/EFO_0005000,leptin measurement,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/cb4fb740d4661d1ffa4e,cleft lip,1
http://www.ebi.ac.uk/efo/EFO_0008014,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 2 measurement,1
http://www.ebi.ac.uk/efo/EFO_0009418,CCL24 measurement,1
http://www.ebi.ac.uk/efo/EFO_0009443,BRCAX breast cancer,1
http://www.ebi.ac.uk/efo/EFO_0009458,alcohol use disorder measurement,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/042dfc77213a593c70c9,Chronic kidney disease and diabetic kidney disease (CKD and DKD) adj HbA1c-BMI in type 1 diabetes,1
http://www.ebi.ac.uk/efo/EFO_0008036,BMI-adjusted fasting blood glucose measurement,1
http://www.orpha.net/ORDO/Orphanet_370106,Rare disorder with dystonia and other neurologic or systemic manifestation,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/da06c5b16cd27a5d5b82,dentate gyrus volume measurement,1
http://purl.obolibrary.org/obo/HP_0100716,Self-injurious behavior,1
http://purl.obolibrary.org/obo/MONDO_0005062,lymphoma,1
http://purl.obolibrary.org/obo/MONDO_0005015,diabetes mellitus,1
http://purl.obolibrary.org/obo/MONDO_0004986,urinary bladder carcinoma,1
http://purl.obolibrary.org/obo/MONDO_0004950,gastric carcinoma,1
http://purl.obolibrary.org/obo/MONDO_0004949,neoplasm of mature B-cells,1
http://purl.obolibrary.org/obo/MONDO_0004892,refractive error,1
http://purl.obolibrary.org/obo/MONDO_0004608,oropharynx cancer,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/29c9cc53c1b00dc0e13c,supramarginal gyrus volume measurement,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/f1115be385032a877901,obsessive-compulsive disorder,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/2abcdec08cd456a7bd5b,opioid dependence,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/f148c743fb13e83d7d44,skin pigmentation measurement,1
http://purl.obolibrary.org/obo/MONDO_0003232,alcoholic pancreatitis,1
http://purl.obolibrary.org/obo/MONDO_0002714,central nervous system cancer,1
http://purl.obolibrary.org/obo/MONDO_0002494,substance-related disorder,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/f3044f84a6d576f7808c,corpus callosum central volume measurement,1
http://purl.obolibrary.org/obo/MONDO_0001422,primary aldosteronism,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/2d4474f4fbb3d6304b65,Heavy vs. Low alcohol consumption,1
http://purl.obolibrary.org/obo/MONDO_0005096,squamous cell carcinoma,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/4567420af6d923d1710c,Broad vs. Heavy alcohol consumption,1
http://purl.obolibrary.org/obo/MONDO_0005131,cervical carcinoma,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/2687e6c5f1b85698dd17,Glucose minimum after glipizide treament,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/ec86c75e8bcfc2c356d8,anti-Epstein Barr virus antibody measurement,1
http://purl.obolibrary.org/obo/MONDO_0005544,hippocampal sclerosis of aging,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/246a3de7f8ce81ecfabb,Urinary sodium-to-creatinine ratio,1
http://purl.obolibrary.org/obo/MONDO_0005398,upper aerodigestive tract neoplasm,1
http://purl.obolibrary.org/obo/MONDO_0005383,panic disorder,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/edbc4427002e5e9c65c6,Circulating uromodulin; aptamer-based measurement,1
http://purl.obolibrary.org/obo/MONDO_0005339,androgenetic alopecia,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/ee691119362ca5a82b46,lateral occipital cortex volume measurement,1
http://purl.obolibrary.org/obo/MONDO_0005146,post-traumatic stress disorder,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/ee9c7370f37b55613b24,chloride measurement,1
http://purl.obolibrary.org/obo/MONDO_0005326,sunburn,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/ef16d1649d11b205d5af,bladder exstrophy,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/2793c4839c0bba2feb36,subcutaneous adipose tissue measurement,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/ef216f4b10affc71445e,blood mercury measurement,1
http://purl.obolibrary.org/obo/MONDO_0005291,brain aneurysm,1
http://purl.obolibrary.org/obo/MONDO_0005276,dental caries,1
http://purl.obolibrary.org/obo/MONDO_0000001,disease,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/2e66c5103165d7633301,cerebrospinal fluid clusterin measurement,1
http://purl.obolibrary.org/obo/MONDO_0005592,smooth surface dental caries,1
http://purl.obolibrary.org/obo/HP_0030828,wheezing,1
http://purl.obolibrary.org/obo/GO_0097335,response to quetiapine,1
http://purl.obolibrary.org/obo/GO_0070527,platelet aggregation,1
http://purl.obolibrary.org/obo/GO_0061477,response to aromatase inhibitor,1
http://purl.obolibrary.org/obo/GO_0060279,positive regulation of ovulation,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/fd19aea5eec819e052bb,Very severe COVID-19 vs population and mild COVID-19 cases,1
http://purl.obolibrary.org/obo/GO_0036273,response to statin,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/fd765745a1bb8a6e418f,macular telangiectasia type 2,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/fda032c73a5bb1da9b0b,frontal pole volume measurement,1
http://purl.obolibrary.org/obo/GO_0036272,response to gemcitabine,1
http://purl.obolibrary.org/obo/GO_0031427,response to methotrexate,1
http://purl.obolibrary.org/obo/GO_0010226,response to lithium ion,1
http://purl.obolibrary.org/obo/GO_0009314,response to radiation,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/ff2eac3b89c51dae96c3,Mean diffusivity in cerebral small vessel disease,1
http://purl.obolibrary.org/obo/GO_0007623,circadian rhythm,1
http://purl.obolibrary.org/obo/GO_0007610,behavior,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/3e7019ee5c51d7247360,tumor necrosis factor beta measurement,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/ffbc83af28d36dd51029,lentiform nucleus measurement,1
http://purl.obolibrary.org/obo/GO_0097336,response to risperidone,1
http://purl.obolibrary.org/obo/GO_1901557,response to fenofibrate,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/fac2376987479e65e3b0,Bipolar disorder without psychosis,1
http://purl.obolibrary.org/obo/HP_0002315,Headache,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/f5df1618af57f6c2dbf6,Early spontaneous preterm birth (fetal GWAS),1
http://purl.obolibrary.org/obo/HP_0025268,Stuttering,1
http://purl.obolibrary.org/obo/HP_0011142,Age-related nuclear cataract,1
http://purl.obolibrary.org/obo/HP_0006699,Premature atrial contractions,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/2f12343f32b3ac8fb0a9,blood osmolality measurement,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/2f6f6c746b2f23f7f9ef,risky sexual behaviour measurement,1
http://purl.obolibrary.org/obo/HP_0002870,obstructive sleep apnea,1
http://purl.obolibrary.org/obo/HP_0002172,Postural instability,1
http://purl.obolibrary.org/obo/HP_0000023,Inguinal hernia,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/f7c67623d0a3111830ae,response to dolutegravir,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/f809e81811e6e419a274,Descending aorta distensibility,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/34b34bd9aa0117e4b1e4,non-Hodgkins lymphoma,1
http://purl.obolibrary.org/obo/HP_0000709,psychosis,1
http://purl.obolibrary.org/obo/HP_0000540,Hypermetropia,1
http://purl.obolibrary.org/obo/HP_0000488,retinopathy,1
http://purl.obolibrary.org/obo/HP_0000388,Otitis media,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/245a8dfbfda7d8231c59,sleep measurement,1
http://purl.obolibrary.org/obo/MONDO_0005628,male breast carcinoma,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/0fb02970ffd09bec4f5f,amyotrophic lateral sclerosis,1
http://www.ebi.ac.uk/efo/EFO_0004207,pathological myopia,1
http://www.ebi.ac.uk/efo/EFO_0004619,factor VII measurement,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/172cca5e9367f0b7e704,Bipolar disorder with psychosis,1
http://www.ebi.ac.uk/efo/EFO_0004520,ICAM-1 measurement,1
http://www.ebi.ac.uk/efo/EFO_0004514,bone quantitative ultrasound measurement,1
http://www.ebi.ac.uk/efo/EFO_0004507,D dimer measurement,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/df9a70efa7d295c5f858,Body mass index (BMI) at 7 years,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/1737a149d5b31cd2aed2,Parkinson's disease progression (composite),1
http://www.ebi.ac.uk/efo/EFO_0004459,ferritin measurement,1
http://www.ebi.ac.uk/efo/EFO_0004363,information processing speed,1
http://www.ebi.ac.uk/efo/EFO_0004357,electroencephalogram measurement,1
http://www.ebi.ac.uk/efo/EFO_0004328,exercise test,1
http://www.ebi.ac.uk/efo/EFO_0004321,attempted suicide,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/e0dccae83b7210bc79d4,AF-over age 65,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/185d028825dd364bd9eb,Left atrial active emptying fraction,1
http://www.ebi.ac.uk/efo/EFO_0004298,cardiovascular measurement,1
http://www.ebi.ac.uk/efo/EFO_0004294,left atrial function,1
http://www.ebi.ac.uk/efo/EFO_0004279,suntan,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/1683e9706c958b5bb7a1,Recurrent stroke,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/ddc4d2834d35ce1362e1,interleukin-6 receptor subunit alpha measurement,1
http://www.ebi.ac.uk/efo/EFO_0004630,factor VIII measurement,1
http://www.ebi.ac.uk/efo/EFO_0004808,L lactate dehydrogenase measurement,1
http://www.ebi.ac.uk/efo/EFO_0004881,asparaginase hypersensitivity,1
http://www.ebi.ac.uk/efo/EFO_0004841,digit length ratio,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/118e5854cc16541c89a7,cerebral amyloid angiopathy,1
http://www.ebi.ac.uk/efo/EFO_0004812,interleukin-1 beta measurement,1
http://www.ebi.ac.uk/efo/EFO_0004811,interleukin-8 measurement,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/da845dc119d841a7511b,Constipation in Parkinson's disease,1
http://www.ebi.ac.uk/efo/EFO_0004810,interleukin-6 measurement,1
http://www.ebi.ac.uk/efo/EFO_0004778,self rated health,1
http://www.ebi.ac.uk/efo/EFO_0004644,TPE interval measurement,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/db8371d22f40bfa4ff9d,serum iron measurement,1
http://www.ebi.ac.uk/efo/EFO_0004768,follicle stimulating hormone measurement,1
http://www.ebi.ac.uk/efo/EFO_0004767,visceral:subcutaneous adipose tissue ratio,1
http://www.ebi.ac.uk/efo/EFO_0004763,p-tau measurement,1
http://www.ebi.ac.uk/efo/EFO_0004731,eye measurement,1
http://www.ebi.ac.uk/efo/EFO_0004653,response to TNF antagonist,1
http://www.orpha.net/ORDO/Orphanet_98604,Congenital alacrima,1
http://www.ebi.ac.uk/efo/EFO_0004269,cardiac arrhythmia,1
http://www.ebi.ac.uk/efo/EFO_0003939,energy intake,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/23b310ad288766870916,erectile dysfunction,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/1b9b338783cdc95aa649,female reproductive system disease,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/e85ef905c9bae46533e2,vasculitis,1
http://purl.obolibrary.org/obo/MONDO_0019091,bronchopulmonary dysplasia,1
http://purl.obolibrary.org/obo/MONDO_0019037,progressive supranuclear palsy,1
http://purl.obolibrary.org/obo/MONDO_0018905,diffuse large B-cell lymphoma,1
http://purl.obolibrary.org/obo/MONDO_0018364,malignant epithelial tumor of ovary,1
http://purl.obolibrary.org/obo/MONDO_0016586,systemic mastocytosis,1
http://purl.obolibrary.org/obo/MONDO_0016158,narcolepsy-cataplexy syndrome,1
http://purl.obolibrary.org/obo/MONDO_0015447,differentiated thyroid carcinoma,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/4741b67b9efa62ababd6,Bipolar I disorder,1
http://purl.obolibrary.org/obo/MONDO_0007803,multiple system atrophy,1
http://purl.obolibrary.org/obo/MONDO_0007488,Lewy body dementia,1
http://purl.obolibrary.org/obo/MONDO_0007079,alcohol dependence,1
http://purl.obolibrary.org/obo/MONDO_0006733,dry eye syndrome,1
http://purl.obolibrary.org/obo/MONDO_0006714,coronary aneurysm,1
http://purl.obolibrary.org/obo/MONDO_0006629,osteoarthritis; hip,1
http://purl.obolibrary.org/obo/MONDO_0006513,estrogen-receptor negative breast cancer,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/233347114bd506c8fab5,fourth ventricle volume measurement,1
http://purl.obolibrary.org/obo/MONDO_0019165,Central precocious puberty,1
http://purl.obolibrary.org/obo/MONDO_0019636,renal agenesis; unilateral,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/20a4af23b8f05ba115b4,Urinary albumin-to-creatinine ratio (UACR) in subjects with diabetes,1
http://purl.obolibrary.org/obo/OBA_2045165,level of Triacylglycerol (53:3) in blood serum,1
http://purl.obolibrary.org/obo/OBA_2050049,presubiculum volume,1
http://purl.obolibrary.org/obo/OBA_2050027,pallidum volume,1
http://purl.obolibrary.org/obo/OBA_2050020,nucleus accumbens volume,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/1c551167e9fe8cc5fab5,AF-SNP hypertension interaction,1
http://purl.obolibrary.org/obo/OBA_2045183,level of Sphingomyelin (d42:2) in blood serum,1
http://purl.obolibrary.org/obo/OBA_2045175,level of Sphingomyelin (d34:1) in blood serum,1
http://purl.obolibrary.org/obo/OBA_2045171,level of Diacylglycerol (18:1_18:2) in blood serum,1
http://purl.obolibrary.org/obo/OBA_2040170,sleep quality,1
http://purl.obolibrary.org/obo/MONDO_0021084,vision disorder,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/1da22f8958e8ea7e39fd,Aggregate vessel volume; vessels 45-50 mm2,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/e5eceb3e0dc0bbc1d2bb,Hernia abdominopelvic cavity (additive model),1
http://purl.obolibrary.org/obo/OBA_2040030,trait in response to ethanol,1
http://purl.obolibrary.org/obo/OBA_2001009,age of onset of Parkinson disease,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/e6ce38ba620f29a1851a,Vitamin D-binding protein levels adj GC haplotype,1
http://purl.obolibrary.org/obo/MONDO_0043459,radiation-induced disorder,1
http://purl.obolibrary.org/obo/MONDO_0024575,pregnancy disorder,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/dcd75762b2a395040e5e,generalised epilepsy,1
http://www.ebi.ac.uk/efo/EFO_0010361,lysophosphatidylcholine 18:2 measurement,1
http://www.ebi.ac.uk/efo/EFO_0010114,citrate measurement,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/5f0061dbf3edda669ae7,Ratio of aggregate vessel volume (vessels <5 mm2) to total blood vessel volume,1
http://www.orpha.net/ORDO/Orphanet_171439,Childhood-onset nemaline myopathy,1
http://www.orpha.net/ORDO/Orphanet_171436,Typical nemaline myopathy,1
http://www.orpha.net/ORDO/Orphanet_522554,Syndromic genetic ectopia lentis,1
http://www.orpha.net/ORDO/Orphanet_166311,Benign partial infantile seizures,1
http://www.orpha.net/ORDO/Orphanet_522568,Rare genetic disorder of the pupil,1
http://www.orpha.net/ORDO/Orphanet_53739,Distal hereditary motor neuropathy,1
http://www.orpha.net/ORDO/Orphanet_544458,Hemolytic uremic syndrome,1
http://www.orpha.net/ORDO/Orphanet_155896,Otomandibular dysplasia,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/844062edfa9485f8b853,Mosaic chromosomal alteration of the autosomes,1
http://www.orpha.net/ORDO/Orphanet_108973,Syndromic visceral malformation,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/844767023db1bbdf864f,immune system disease,1
http://www.orpha.net/ORDO/Orphanet_544472,Atypical hemolytic uremic syndrome with complement gene abnormality,1
http://www.orpha.net/ORDO/Orphanet_551,MERRF,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/8479d7b096d1937fe21e,Indexed left atrial maximum volume,1
http://www.orpha.net/ORDO/Orphanet_139390,Non-syndromic craniosynostosis,1
http://www.orpha.net/ORDO/Orphanet_1377,Cataract-microcornea syndrome,1
http://www.orpha.net/ORDO/Orphanet_124,Diamond-Blackfan anemia,1
http://www.orpha.net/ORDO/Orphanet_1146,Distal arthrogryposis type 1,1
http://www.orpha.net/ORDO/Orphanet_522552,Lens position anomaly of genetic origin,1
http://www.orpha.net/ORDO/Orphanet_522530,Rare genetic disorder with entropion,1
http://www.orpha.net/ORDO/Orphanet_522508,Rare genetic ophthalmic disorder with cortical involvement,1
http://www.orpha.net/ORDO/Orphanet_183589,Genetic thrombotic microangiopathy,1
http://www.orpha.net/ORDO/Orphanet_209182,Qualitative or quantitative defects of nebulin,1
http://www.orpha.net/ORDO/Orphanet_209059,Qualitative or quantitative defects of alpha-actin,1
http://www.orpha.net/ORDO/Orphanet_519296,Rare disorder with pigmented sclera,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/7cd93c08b681ed09c7e6,Liver proton density fat fraction,1
http://www.orpha.net/ORDO/Orphanet_209007,Systemic inflammatory disease associated with an acquired peripheral neuropathy,1
http://www.orpha.net/ORDO/Orphanet_209,Cutis laxa,1
http://www.orpha.net/ORDO/Orphanet_206701,Bulbospinal muscular atrophy,1
http://www.orpha.net/ORDO/Orphanet_206662,Inclusion myopathy,1
http://www.orpha.net/ORDO/Orphanet_519298,Rare scleral disorder,1
http://www.orpha.net/ORDO/Orphanet_2020,Congenital fiber-type disproportion myopathy,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/7dbbd4b22cda34830c05,parathyroid hormone measurement,1
http://www.orpha.net/ORDO/Orphanet_2014,Cleft palate,1
http://www.orpha.net/ORDO/Orphanet_519304,Isolated vitreoretinopathy,1
http://www.orpha.net/ORDO/Orphanet_199306,Cleft lip/palate,1
http://www.orpha.net/ORDO/Orphanet_1991,Cleft lip with or without cleft palate,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/7fc408e6fa10ba57080d,antiphospholipid antibody measurement,1
http://www.orpha.net/ORDO/Orphanet_520820,Progressive external ophthalmoplegia,1
http://www.orpha.net/ORDO/Orphanet_576742,Genetic hemolytic uremic syndrome,1
http://www.orpha.net/ORDO/Orphanet_607,Nemaline myopathy,1
